,season,week,pollster,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
102,2014,8,dave-borges,kentucky,duke,wisconsin,louisville,arizona,villanova,virginia,gonzaga,iowa-state,texas,utah,west-virginia,wichita-state,kansas,ohio-state,maryland,notre-dame,tcu,st.-john's,georgetown,oklahoma,san-diego-state,north-carolina,northern-iowa,old-dominion
103,2014,9,dave-borges,kentucky,duke,wisconsin,louisville,arizona,virginia,villanova,gonzaga,texas,utah,west-virginia,wichita-state,kansas,maryland,iowa-state,notre-dame,oklahoma,seton-hall,north-carolina,arkansas,wyoming,ohio-state,old-dominion,vcu,temple
104,2014,10,dave-borges,kentucky,virginia,duke,villanova,wisconsin,arizona,gonzaga,louisville,utah,wichita-state,kansas,iowa-state,west-virginia,maryland,arkansas,notre-dame,oklahoma,texas,seton-hall,north-carolina,wyoming,vcu,northern-iowa,providence,southern-methodist
105,2014,11,dave-borges,kentucky,virginia,villanova,duke,wisconsin,arizona,gonzaga,maryland,wichita-state,notre-dame,iowa-state,kansas,louisville,utah,west-virginia,vcu,north-carolina,texas,oklahoma,northern-iowa,stanford,san-diego-state,southern-methodist,dayton,seton-hall
106,2014,12,dave-borges,kentucky,virginia,duke,wisconsin,arizona,gonzaga,villanova,wichita-state,notre-dame,kansas,louisville,utah,iowa-state,maryland,west-virginia,vcu,north-carolina,georgetown,baylor,northern-iowa,southern-methodist,miami,ohio-state,providence,texas
107,2014,13,dave-borges,kentucky,wisconsin,duke,virginia,arizona,gonzaga,villanova,kansas,louisville,iowa-state,west-virginia,notre-dame,northern-iowa,utah,wichita-state,maryland,southern-methodist,north-carolina,vcu,baylor,georgetown,ohio-state,butler,oklahoma,rhode-island
108,2014,14,dave-borges,kentucky,wisconsin,duke,virginia,gonzaga,villanova,arizona,kansas,louisville,iowa-state,northern-iowa,utah,notre-dame,wichita-state,baylor,west-virginia,north-carolina,maryland,southern-methodist,butler,oklahoma,ohio-state,vcu,oklahoma-state,rhode-island
109,2014,15,dave-borges,kentucky,wisconsin,duke,virginia,gonzaga,villanova,arizona,kansas,northern-iowa,utah,iowa-state,louisville,notre-dame,wichita-state,maryland,southern-methodist,arkansas,north-carolina,west-virginia,butler,oklahoma,ohio-state,vcu,oklahoma-state,baylor
110,2014,16,dave-borges,kentucky,wisconsin,duke,virginia,gonzaga,villanova,arizona,kansas,northern-iowa,iowa-state,notre-dame,utah,wichita-state,louisville,maryland,southern-methodist,arkansas,west-virginia,north-carolina,oklahoma,vcu,baylor,providence,butler,murray-state
111,2014,17,dave-borges,kentucky,duke,virginia,wisconsin,villanova,arizona,gonzaga,kansas,wichita-state,northern-iowa,maryland,utah,notre-dame,louisville,baylor,oklahoma,iowa-state,arkansas,southern-methodist,dayton,west-virginia,butler,north-carolina,murray-state,tulsa
112,2014,18,dave-borges,kentucky,duke,wisconsin,virginia,villanova,arizona,gonzaga,northern-iowa,maryland,notre-dame,kansas,iowa-state,wichita-state,utah,louisville,oklahoma,baylor,southern-methodist,georgetown,arkansas,davidson,butler,boise-state,west-virginia,north-carolina
113,2014,19,dave-borges,kentucky,wisconsin,villanova,duke,arizona,virginia,gonzaga,northern-iowa,notre-dame,iowa-state,maryland,kansas,wichita-state,utah,southern-methodist,oklahoma,baylor,louisville,arkansas,georgetown,oregon,north-carolina,michigan-state,vcu,butler
114,2014,1,rick-bozich,kentucky,wisconsin,arizona,duke,north-carolina,texas,kansas,louisville,wichita-state,virginia,gonzaga,florida,san-diego-state,nebraska,villanova,vcu,iowa,stanford,iowa-state,ohio-state,arkansas,southern-methodist,dayton,oklahoma,michigan-state
115,2014,2,rick-bozich,kentucky,wisconsin,arizona,duke,north-carolina,texas,kansas,louisville,wichita-state,virginia,gonzaga,florida,san-diego-state,nebraska,villanova,vcu,iowa,stanford,iowa-state,ohio-state,arkansas,southern-methodist,dayton,oklahoma,michigan-state
116,2014,3,rick-bozich,kentucky,wisconsin,arizona,duke,north-carolina,texas,louisville,wichita-state,virginia,gonzaga,san-diego-state,villanova,vcu,iowa-state,kansas,ohio-state,stanford,west-virginia,miami,florida,arkansas,michigan,creighton,oklahoma,michigan-state
117,2014,4,rick-bozich,kentucky,wisconsin,arizona,duke,texas,louisville,virginia,wichita-state,villanova,gonzaga,san-diego-state,north-carolina,kansas,ohio-state,west-virginia,miami,arkansas,maryland,michigan,oklahoma,st.-john's,iowa-state,butler,northern-iowa,michigan-state
118,2014,5,rick-bozich,kentucky,duke,arizona,virginia,louisville,wisconsin,texas,wichita-state,gonzaga,villanova,kansas,ohio-state,oklahoma,st.-john's,maryland,iowa-state,west-virginia,miami,san-diego-state,butler,northern-iowa,iowa,utah,notre-dame,washington
119,2014,6,rick-bozich,kentucky,duke,arizona,virginia,louisville,wisconsin,texas,gonzaga,wichita-state,villanova,kansas,ohio-state,oklahoma,st.-john's,maryland,iowa-state,west-virginia,miami,san-diego-state,utah,notre-dame,washington,baylor,colorado-state,northern-iowa
120,2014,7,rick-bozich,kentucky,duke,arizona,virginia,louisville,wisconsin,texas,gonzaga,wichita-state,villanova,kansas,st.-john's,maryland,iowa-state,west-virginia,utah,notre-dame,washington,baylor,north-carolina,ohio-state,oklahoma,colorado-state,northern-iowa,georgetown
121,2014,8,rick-bozich,kentucky,duke,virginia,wisconsin,louisville,arizona,gonzaga,villanova,texas,st.-john's,maryland,iowa-state,west-virginia,utah,notre-dame,wichita-state,kansas,baylor,north-carolina,ohio-state,oklahoma,georgetown,northern-iowa,vcu,colorado-state
122,2014,9,rick-bozich,kentucky,duke,virginia,wisconsin,louisville,arizona,gonzaga,texas,maryland,villanova,west-virginia,utah,notre-dame,wichita-state,kansas,north-carolina,oklahoma,vcu,seton-hall,south-carolina,iowa-state,iowa,baylor,ohio-state,st.-john's
123,2014,10,rick-bozich,kentucky,virginia,duke,gonzaga,wisconsin,louisville,villanova,arizona,utah,notre-dame,wichita-state,kansas,north-carolina,maryland,iowa-state,vcu,texas,west-virginia,michigan-state,oklahoma,arkansas,seton-hall,baylor,northern-iowa,dayton
124,2014,11,rick-bozich,kentucky,virginia,gonzaga,villanova,duke,wisconsin,arizona,notre-dame,maryland,north-carolina,louisville,utah,wichita-state,iowa-state,vcu,texas,kansas,west-virginia,northern-iowa,dayton,iowa,oklahoma,georgetown,san-diego-state,seton-hall
125,2014,12,rick-bozich,kentucky,virginia,gonzaga,duke,wisconsin,arizona,notre-dame,north-carolina,louisville,villanova,utah,kansas,wichita-state,vcu,georgetown,maryland,west-virginia,iowa-state,northern-iowa,stanford,texas,dayton,ohio-state,indiana,georgia
126,2014,13,rick-bozich,kentucky,virginia,gonzaga,duke,wisconsin,arizona,notre-dame,louisville,north-carolina,villanova,kansas,west-virginia,utah,iowa-state,northern-iowa,wichita-state,maryland,ohio-state,baylor,vcu,georgetown,oklahoma,dayton,southern-methodist,texas-a&m
127,2014,14,rick-bozich,kentucky,virginia,duke,wisconsin,gonzaga,villanova,arizona,louisville,notre-dame,north-carolina,kansas,utah,baylor,iowa-state,northern-iowa,wichita-state,oklahoma,maryland,west-virginia,vcu,southern-methodist,butler,arkansas,ohio-state,stephen-f.-austin
128,2014,15,rick-bozich,kentucky,duke,wisconsin,virginia,gonzaga,villanova,arizona,kansas,notre-dame,utah,iowa-state,louisville,baylor,northern-iowa,wichita-state,north-carolina,maryland,oklahoma,arkansas,southern-methodist,san-diego-state,butler,ohio-state,murray-state,georgetown
129,2014,16,rick-bozich,kentucky,duke,wisconsin,virginia,villanova,gonzaga,arizona,notre-dame,kansas,iowa-state,baylor,northern-iowa,wichita-state,north-carolina,utah,louisville,maryland,oklahoma,arkansas,southern-methodist,michigan-state,san-diego-state,georgetown,murray-state,west-virginia
130,2014,17,rick-bozich,kentucky,duke,virginia,villanova,wisconsin,arizona,kansas,baylor,gonzaga,wichita-state,northern-iowa,notre-dame,utah,louisville,maryland,oklahoma,north-carolina,iowa-state,arkansas,murray-state,butler,tulsa,davidson,southern-methodist,west-virginia
131,2014,18,rick-bozich,kentucky,duke,virginia,villanova,wisconsin,arizona,notre-dame,gonzaga,northern-iowa,kansas,maryland,iowa-state,wichita-state,louisville,baylor,oklahoma,utah,north-carolina,davidson,arkansas,southern-methodist,west-virginia,michigan-state,georgetown,boise-state
132,2014,19,rick-bozich,kentucky,villanova,wisconsin,duke,virginia,arizona,notre-dame,gonzaga,northern-iowa,iowa-state,kansas,maryland,wichita-state,north-carolina,oklahoma,louisville,utah,baylor,southern-methodist,arkansas,michigan-state,west-virginia,butler,georgetown,iowa
133,2014,1,aaron-brenner,wisconsin,kentucky,arizona,florida,duke,kansas,connecticut,virginia,louisville,texas,villanova,iowa-state,north-carolina,wichita-state,michigan-state,southern-methodist,san-diego-state,oklahoma,utah,iowa,minnesota,cincinnati,dayton,vcu,baylor
134,2014,2,aaron-brenner,wisconsin,kentucky,arizona,florida,duke,kansas,connecticut,virginia,louisville,texas,villanova,iowa-state,north-carolina,wichita-state,michigan-state,southern-methodist,san-diego-state,oklahoma,utah,iowa,cincinnati,dayton,vcu,baylor,minnesota
135,2014,3,aaron-brenner,kentucky,wisconsin,arizona,duke,texas,louisville,virginia,kansas,wichita-state,villanova,north-carolina,iowa-state,san-diego-state,michigan-state,connecticut,miami,gonzaga,vcu,baylor,west-virginia,minnesota,cincinnati,dayton,florida,utah
136,2014,4,aaron-brenner,kentucky,wisconsin,arizona,duke,texas,louisville,virginia,kansas,villanova,wichita-state,north-carolina,gonzaga,miami,san-diego-state,michigan-state,west-virginia,maryland,iowa-state,ohio-state,illinois,arkansas,oklahoma,california,butler,michigan
137,2014,5,aaron-brenner,kentucky,duke,arizona,louisville,virginia,wisconsin,texas,kansas,villanova,gonzaga,wichita-state,miami,north-carolina,maryland,iowa-state,oklahoma,butler,ohio-state,illinois,california,michigan-state,san-diego-state,west-virginia,baylor,iowa
138,2014,6,aaron-brenner,kentucky,duke,arizona,louisville,virginia,wisconsin,texas,kansas,villanova,gonzaga,wichita-state,maryland,iowa-state,oklahoma,miami,baylor,washington,north-carolina,notre-dame,west-virginia,san-diego-state,california,ohio-state,colorado-state,utah
139,2014,7,aaron-brenner,kentucky,duke,arizona,virginia,louisville,wisconsin,texas,kansas,villanova,gonzaga,wichita-state,maryland,iowa-state,washington,baylor,north-carolina,oklahoma,notre-dame,west-virginia,california,colorado-state,utah,tcu,northern-iowa,st.-john's
140,2014,8,aaron-brenner,kentucky,duke,virginia,wisconsin,louisville,arizona,villanova,gonzaga,maryland,iowa-state,baylor,north-carolina,texas,kansas,notre-dame,oklahoma,west-virginia,utah,colorado-state,washington,wichita-state,tcu,northern-iowa,st.-john's,california
141,2014,9,aaron-brenner,,,,,,,,,,,,,,,,,,,,,,,,,
142,2014,10,aaron-brenner,kentucky,virginia,gonzaga,duke,villanova,louisville,iowa-state,maryland,notre-dame,kansas,utah,arizona,wisconsin,west-virginia,wichita-state,arkansas,vcu,oklahoma,baylor,oklahoma-state,texas,north-carolina,michigan-state,north-carolina-state,northern-iowa
143,2014,11,aaron-brenner,kentucky,virginia,gonzaga,villanova,maryland,notre-dame,arizona,duke,louisville,iowa-state,kansas,wisconsin,vcu,utah,wichita-state,north-carolina,baylor,oklahoma,texas,west-virginia,northern-iowa,providence,georgetown,butler,st.-john's
144,2014,12,aaron-brenner,kentucky,virginia,gonzaga,arizona,notre-dame,duke,louisville,kansas,villanova,wisconsin,maryland,vcu,iowa-state,utah,wichita-state,north-carolina,baylor,west-virginia,northern-iowa,georgetown,oklahoma,providence,texas,indiana,butler
145,2014,13,aaron-brenner,kentucky,gonzaga,arizona,duke,virginia,louisville,kansas,wisconsin,villanova,notre-dame,iowa-state,northern-iowa,west-virginia,vcu,maryland,wichita-state,utah,north-carolina,oklahoma,baylor,ohio-state,butler,southern-methodist,oklahoma-state,texas-a&m
146,2014,14,aaron-brenner,kentucky,gonzaga,duke,virginia,wisconsin,arizona,villanova,kansas,louisville,northern-iowa,oklahoma,iowa-state,notre-dame,utah,wichita-state,baylor,north-carolina,maryland,vcu,butler,oklahoma-state,west-virginia,iowa,ohio-state,arkansas
147,2014,15,aaron-brenner,kentucky,gonzaga,duke,virginia,wisconsin,arizona,villanova,kansas,northern-iowa,utah,notre-dame,wichita-state,oklahoma,iowa-state,louisville,maryland,arkansas,vcu,butler,north-carolina,oklahoma-state,baylor,temple,southern-methodist,san-diego-state
148,2014,16,aaron-brenner,kentucky,gonzaga,duke,virginia,wisconsin,arizona,villanova,northern-iowa,kansas,wichita-state,notre-dame,oklahoma,utah,iowa-state,maryland,arkansas,vcu,north-carolina,baylor,louisville,west-virginia,southern-methodist,san-diego-state,georgetown,michigan-state
149,2014,17,aaron-brenner,kentucky,virginia,duke,arizona,wisconsin,villanova,gonzaga,wichita-state,kansas,oklahoma,maryland,baylor,northern-iowa,utah,arkansas,notre-dame,iowa-state,louisville,southern-methodist,west-virginia,butler,boise-state,texas-a&m,lsu,byu
150,2014,18,aaron-brenner,kentucky,duke,arizona,wisconsin,virginia,villanova,gonzaga,maryland,oklahoma,kansas,notre-dame,wichita-state,northern-iowa,baylor,iowa-state,louisville,utah,arkansas,southern-methodist,west-virginia,butler,boise-state,iowa,lsu,byu
151,2014,19,aaron-brenner,kentucky,arizona,wisconsin,villanova,duke,virginia,gonzaga,notre-dame,oklahoma,kansas,maryland,iowa-state,wichita-state,northern-iowa,baylor,arkansas,southern-methodist,north-carolina,louisville,west-virginia,oregon,utah,michigan-state,xavier,byu
152,2014,1,kevin-brockway,arizona,kentucky,duke,wisconsin,kansas,louisville,north-carolina,florida,virginia,wichita-state,san-diego-state,gonzaga,connecticut,texas,villanova,iowa-state,vcu,michigan-state,oklahoma,ohio-state,stanford,nebraska,syracuse,southern-methodist,lsu
153,2014,2,kevin-brockway,arizona,kentucky,duke,wisconsin,north-carolina,kansas,louisville,florida,virginia,texas,vcu,wichita-state,gonzaga,san-diego-state,villanova,iowa-state,oklahoma,iowa,ohio-state,connecticut,syracuse,southern-methodist,nebraska,arkansas,michigan
154,2014,3,kevin-brockway,kentucky,wisconsin,duke,arizona,north-carolina,louisville,texas,virginia,kansas,wichita-state,gonzaga,villanova,san-diego-state,iowa-state,vcu,miami,creighton,ohio-state,florida,west-virginia,michigan-state,arkansas,connecticut,ucla,oklahoma
155,2014,4,kevin-brockway,kentucky,wisconsin,duke,arizona,louisville,texas,villanova,virginia,wichita-state,gonzaga,kansas,north-carolina,ohio-state,san-diego-state,miami,maryland,west-virginia,iowa-state,michigan,arkansas,michigan-state,oklahoma,oklahoma-state,washington,northern-iowa
156,2014,5,kevin-brockway,kentucky,duke,arizona,louisville,virginia,wisconsin,villanova,texas,kansas,gonzaga,wichita-state,iowa-state,butler,utah,san-diego-state,washington,ohio-state,north-carolina,west-virginia,oklahoma,miami,maryland,northern-iowa,iowa,tcu
157,2014,6,kevin-brockway,kentucky,duke,arizona,louisville,virginia,wisconsin,villanova,texas,gonzaga,kansas,wichita-state,ohio-state,iowa-state,washington,oklahoma,utah,maryland,butler,miami,west-virginia,san-diego-state,st.-john's,notre-dame,tcu,baylor
158,2014,7,kevin-brockway,kentucky,duke,arizona,louisville,virginia,wisconsin,villanova,gonzaga,texas,kansas,wichita-state,washington,iowa-state,utah,maryland,ohio-state,st.-john's,notre-dame,north-carolina,west-virginia,baylor,tcu,oklahoma,arkansas,vcu
159,2014,8,kevin-brockway,kentucky,duke,virginia,villanova,wisconsin,arizona,louisville,gonzaga,iowa-state,maryland,notre-dame,st.-john's,west-virginia,texas,kansas,utah,wichita-state,oklahoma,north-carolina,washington,ohio-state,baylor,tcu,arkansas,vcu
160,2014,9,kevin-brockway,kentucky,duke,virginia,wisconsin,louisville,gonzaga,arizona,villanova,utah,maryland,texas,kansas,iowa-state,notre-dame,seton-hall,wichita-state,west-virginia,oklahoma,north-carolina,vcu,ohio-state,st.-john's,iowa,lsu,baylor
161,2014,10,kevin-brockway,kentucky,virginia,gonzaga,villanova,duke,utah,wisconsin,maryland,kansas,louisville,arizona,wichita-state,iowa-state,notre-dame,arkansas,west-virginia,vcu,north-carolina,oklahoma,texas,seton-hall,dayton,baylor,northern-iowa,ohio-state
162,2014,11,kevin-brockway,kentucky,virginia,gonzaga,villanova,duke,wisconsin,arizona,notre-dame,louisville,iowa-state,kansas,utah,maryland,wichita-state,north-carolina,vcu,texas,west-virginia,northern-iowa,dayton,oklahoma,seton-hall,baylor,colorado-state,washington
163,2014,12,kevin-brockway,kentucky,virginia,gonzaga,duke,wisconsin,arizona,notre-dame,villanova,louisville,kansas,utah,wichita-state,iowa-state,north-carolina,maryland,vcu,west-virginia,northern-iowa,baylor,georgetown,southern-methodist,arkansas,texas,miami,butler
164,2014,13,kevin-brockway,kentucky,gonzaga,arizona,wisconsin,duke,virginia,villanova,kansas,notre-dame,louisville,iowa-state,northern-iowa,wichita-state,utah,north-carolina,west-virginia,vcu,ohio-state,maryland,southern-methodist,texas-a&m,baylor,butler,oklahoma,providence
165,2014,14,kevin-brockway,kentucky,virginia,gonzaga,duke,wisconsin,villanova,arizona,kansas,utah,louisville,notre-dame,iowa-state,northern-iowa,wichita-state,baylor,north-carolina,butler,west-virginia,maryland,oklahoma,vcu,ohio-state,arkansas,san-diego-state,southern-methodist
166,2014,15,kevin-brockway,kentucky,virginia,gonzaga,duke,wisconsin,villanova,arizona,kansas,notre-dame,utah,northern-iowa,louisville,wichita-state,maryland,iowa-state,north-carolina,arkansas,oklahoma,butler,southern-methodist,vcu,west-virginia,oklahoma-state,baylor,murray-state
167,2014,16,kevin-brockway,kentucky,virginia,gonzaga,duke,wisconsin,villanova,arizona,notre-dame,kansas,northern-iowa,utah,wichita-state,iowa-state,maryland,louisville,arkansas,oklahoma,north-carolina,west-virginia,baylor,southern-methodist,vcu,georgetown,butler,san-diego-state
