,index,Date,VH,Team,Final,ML,Probability,Week,Result,Aggregate,elton-alexander,tyson-alger,mike-barber,mark-berman,john-bohnenkamp,dave-borges,zac-boyer,rick-bozich,aaron-brenner,kevin-brockway,jp-butler,jason-butt,christian-caple,nick-carboni,jerry-carino,ray-coleman,graham-couch,richard-croome,chris-dachille,seth-davis,doug-doughty,jay-drew,jeff-faraudo,john-feinstein,marcus-fuller,chris-goff,cormac-gordon,geoff-grammer,tom-green,doug-haller,kelly-hines,bob-holt,cecil-hurt,marcus-jackson,joe-juliano,michelle-kaufman,laura-keeley,kevin-lyttle,fletcher-mackel,scott-mansch,matt-mccoy,chuck-mcgill,john-mcnamara,kevin-mcnamara,chris-murray,dana-oneil,zach-osterman,tod-palmer,soren-petro,bj-rains,ryan-recker,pat-rooney,randy-rosetta,jon-rothstein,shannon-ryan,adam-sparks,bret-strelow,bob-sutton,terry-toohey,matt-vautour,matt-velazquez,dick-vitale,john-werner,jon-wilner,scott-wolf,scott-richey
1753,6322,222,V,texas,71.0,105,0.4878048780487805,16,W,104,,22.0,25.0,18.0,22.0,,,,,,,24.0,23.0,,23.0,,17.0,23.0,,21.0,,,,,,20.0,,24.0,21.0,25.0,,,25.0,,,,24.0,21.0,,,,20.0,,23.0,,24.0,24.0,,,23.0,21.0,22.0,,,,,,,24.0,21.0,24.0,,,,21.0,25.0
1835,6615,227,H,texas,76.0,130,0.43478260869565216,16,W,104,,22.0,25.0,18.0,22.0,,,,,,,24.0,23.0,,23.0,,17.0,23.0,,21.0,,,,,,20.0,,24.0,21.0,25.0,,,25.0,,,,24.0,21.0,,,,20.0,,23.0,,24.0,24.0,,,23.0,21.0,22.0,,,,,,,24.0,21.0,24.0,,,,21.0,25.0
1788,6420,224,V,notre-dame,69.0,-360,0.782608695652174,16,W,182,20.0,23.0,,21.0,,,20.0,,17.0,,22.0,22.0,21.0,21.0,25.0,,19.0,24.0,,19.0,,,,,23.0,18.0,,23.0,,23.0,21.0,,21.0,,25.0,19.0,22.0,,25.0,,21.0,,23.0,21.0,25.0,22.0,23.0,,24.0,21.0,19.0,24.0,,,23.0,20.0,21.0,,23.0,23.0,19.0,24.0,22.0,24.0,20.0,
1849,6664,227,V,notre-dame,56.0,-145,0.5918367346938775,16,L,182,20.0,23.0,,21.0,,,20.0,,17.0,,22.0,22.0,21.0,21.0,25.0,,19.0,24.0,,19.0,,,,,23.0,18.0,,23.0,,23.0,21.0,,21.0,,25.0,19.0,22.0,,25.0,,21.0,,23.0,21.0,25.0,22.0,23.0,,24.0,21.0,19.0,24.0,,,23.0,20.0,21.0,,23.0,23.0,19.0,24.0,22.0,24.0,20.0,
1847,6653,227,H,purdue,83.0,-200,0.6666666666666666,16,W,353,18.0,19.0,20.0,23.0,24.0,16.0,19.0,17.0,19.0,24.0,19.0,20.0,22.0,,19.0,16.0,15.0,20.0,19.0,22.0,24.0,23.0,23.0,,21.0,24.0,22.0,18.0,20.0,19.0,19.0,21.0,17.0,,23.0,18.0,20.0,25.0,18.0,19.0,22.0,24.0,22.0,24.0,22.0,20.0,19.0,,15.0,18.0,18.0,17.0,21.0,24.0,21.0,16.0,22.0,22.0,20.0,19.0,21.0,21.0,20.0,25.0,19.0,22.0
1770,6363,223,H,baylor,60.0,115,0.46511627906976744,16,L,517,19.0,17.0,15.0,14.0,12.0,23.0,22.0,21.0,24.0,19.0,16.0,15.0,18.0,18.0,18.0,15.0,24.0,17.0,17.0,20.0,16.0,17.0,18.0,24.0,14.0,19.0,18.0,21.0,15.0,21.0,16.0,17.0,,,15.0,17.0,17.0,18.0,14.0,14.0,23.0,11.0,14.0,19.0,17.0,19.0,20.0,23.0,21.0,19.0,16.0,19.0,24.0,19.0,16.0,19.0,14.0,24.0,18.0,15.0,18.0,19.0,18.0,11.0,16.0,20.0
1862,6702,227,V,baylor,86.0,-450,0.8181818181818182,16,W,517,19.0,17.0,15.0,14.0,12.0,23.0,22.0,21.0,24.0,19.0,16.0,15.0,18.0,18.0,18.0,15.0,24.0,17.0,17.0,20.0,16.0,17.0,18.0,24.0,14.0,19.0,18.0,21.0,15.0,21.0,16.0,17.0,,,15.0,17.0,17.0,18.0,14.0,14.0,23.0,11.0,14.0,19.0,17.0,19.0,20.0,23.0,21.0,19.0,16.0,19.0,24.0,19.0,16.0,19.0,14.0,24.0,18.0,15.0,18.0,19.0,18.0,11.0,16.0,20.0
1754,6328,222,V,iowa-state,87.0,210,0.3225806451612903,16,L,612,13.0,15.0,16.0,15.0,16.0,,14.0,,15.0,21.0,20.0,17.0,16.0,19.0,14.0,17.0,13.0,14.0,21.0,15.0,20.0,18.0,22.0,16.0,20.0,11.0,17.0,20.0,16.0,15.0,17.0,18.0,11.0,,16.0,15.0,14.0,19.0,17.0,15.0,16.0,13.0,17.0,17.0,18.0,15.0,16.0,17.0,20.0,13.0,11.0,20.0,15.0,17.0,19.0,21.0,18.0,16.0,19.0,12.0,15.0,16.0,19.0,13.0,9.0,16.0
1840,6629,227,H,iowa-state,80.0,-400,0.8,16,W,612,13.0,15.0,16.0,15.0,16.0,,14.0,,15.0,21.0,20.0,17.0,16.0,19.0,14.0,17.0,13.0,14.0,21.0,15.0,20.0,18.0,22.0,16.0,20.0,11.0,17.0,20.0,16.0,15.0,17.0,18.0,11.0,,16.0,15.0,14.0,19.0,17.0,15.0,16.0,13.0,17.0,17.0,18.0,15.0,16.0,17.0,20.0,13.0,11.0,20.0,15.0,17.0,19.0,21.0,18.0,16.0,19.0,12.0,15.0,16.0,19.0,13.0,9.0,16.0
1762,6347,223,H,kentucky,78.0,-1400,0.9333333333333333,16,W,623,14.0,20.0,17.0,16.0,20.0,15.0,15.0,13.0,16.0,22.0,17.0,18.0,20.0,13.0,20.0,21.0,6.0,15.0,10.0,18.0,19.0,15.0,14.0,19.0,18.0,21.0,16.0,13.0,19.0,18.0,20.0,14.0,13.0,,18.0,22.0,18.0,10.0,21.0,12.0,14.0,16.0,18.0,12.0,14.0,14.0,13.0,12.0,12.0,20.0,23.0,15.0,14.0,14.0,14.0,22.0,16.0,12.0,16.0,22.0,17.0,13.0,17.0,20.0,22.0,19.0
1842,6640,227,V,kentucky,62.0,-135,0.574468085106383,16,L,623,14.0,20.0,17.0,16.0,20.0,15.0,15.0,13.0,16.0,22.0,17.0,18.0,20.0,13.0,20.0,21.0,6.0,15.0,10.0,18.0,19.0,15.0,14.0,19.0,18.0,21.0,16.0,13.0,19.0,18.0,20.0,14.0,13.0,,18.0,22.0,18.0,10.0,21.0,12.0,14.0,16.0,18.0,12.0,14.0,14.0,13.0,12.0,12.0,20.0,23.0,15.0,14.0,14.0,14.0,22.0,16.0,12.0,16.0,22.0,17.0,13.0,17.0,20.0,22.0,19.0
1800,6457,225,H,duke,80.0,-500,0.8333333333333334,16,W,670,21.0,16.0,14.0,11.0,17.0,17.0,16.0,19.0,18.0,23.0,15.0,21.0,14.0,16.0,8.0,18.0,10.0,16.0,16.0,7.0,15.0,19.0,17.0,15.0,19.0,12.0,14.0,15.0,18.0,14.0,12.0,11.0,19.0,,19.0,10.0,12.0,13.0,16.0,18.0,18.0,17.0,21.0,15.0,19.0,17.0,17.0,19.0,13.0,15.0,13.0,23.0,18.0,21.0,15.0,14.0,15.0,18.0,14.0,13.0,9.0,17.0,16.0,16.0,12.0,14.0
1873,6780,228,V,duke,62.0,100,0.5,16,L,670,21.0,16.0,14.0,11.0,17.0,17.0,16.0,19.0,18.0,23.0,15.0,21.0,14.0,16.0,8.0,18.0,10.0,16.0,16.0,7.0,15.0,19.0,17.0,15.0,19.0,12.0,14.0,15.0,18.0,14.0,12.0,11.0,19.0,,19.0,10.0,12.0,13.0,16.0,18.0,18.0,17.0,21.0,15.0,19.0,17.0,17.0,19.0,13.0,15.0,13.0,23.0,18.0,21.0,15.0,14.0,15.0,18.0,14.0,13.0,9.0,17.0,16.0,16.0,12.0,14.0
1755,6329,222,H,west-virginia,97.0,-250,0.7142857142857143,16,W,768,15.0,11.0,10.0,12.0,15.0,18.0,17.0,11.0,14.0,18.0,11.0,14.0,15.0,15.0,16.0,13.0,16.0,19.0,22.0,14.0,17.0,14.0,13.0,,15.0,9.0,15.0,14.0,17.0,16.0,13.0,13.0,12.0,,14.0,14.0,9.0,22.0,19.0,20.0,15.0,12.0,15.0,16.0,13.0,18.0,10.0,13.0,16.0,11.0,12.0,13.0,11.0,12.0,13.0,17.0,11.0,9.0,10.0,8.0,12.0,15.0,14.0,10.0,11.0,17.0
1851,6674,227,V,west-virginia,70.0,-350,0.7777777777777778,16,W,768,15.0,11.0,10.0,12.0,15.0,18.0,17.0,11.0,14.0,18.0,11.0,14.0,15.0,15.0,16.0,13.0,16.0,19.0,22.0,14.0,17.0,14.0,13.0,,15.0,9.0,15.0,14.0,17.0,16.0,13.0,13.0,12.0,,14.0,14.0,9.0,22.0,19.0,20.0,15.0,12.0,15.0,16.0,13.0,18.0,10.0,13.0,16.0,11.0,12.0,13.0,11.0,12.0,13.0,17.0,11.0,9.0,10.0,8.0,12.0,15.0,14.0,10.0,11.0,17.0
1795,6431,224,H,oregon,76.0,-9900,0.99,16,W,838,11.0,12.0,18.0,19.0,10.0,11.0,11.0,14.0,10.0,15.0,12.0,11.0,11.0,14.0,15.0,14.0,23.0,13.0,14.0,13.0,13.0,10.0,16.0,13.0,11.0,16.0,11.0,12.0,12.0,11.0,11.0,15.0,15.0,,12.0,9.0,16.0,8.0,15.0,9.0,12.0,15.0,11.0,14.0,12.0,10.0,12.0,10.0,18.0,12.0,17.0,14.0,19.0,13.0,18.0,11.0,13.0,17.0,11.0,10.0,11.0,11.0,11.0,22.0,10.0,12.0
1884,6805,228,H,oregon,86.0,-750,0.8823529411764706,16,W,838,11.0,12.0,18.0,19.0,10.0,11.0,11.0,14.0,10.0,15.0,12.0,11.0,11.0,14.0,15.0,14.0,23.0,13.0,14.0,13.0,13.0,10.0,16.0,13.0,11.0,16.0,11.0,12.0,12.0,11.0,11.0,15.0,15.0,,12.0,9.0,16.0,8.0,15.0,9.0,12.0,15.0,11.0,14.0,12.0,10.0,12.0,10.0,18.0,12.0,17.0,14.0,19.0,13.0,18.0,11.0,13.0,17.0,11.0,10.0,11.0,11.0,11.0,22.0,10.0,12.0
1783,6414,224,V,louisville,67.0,-120,0.5454545454545454,16,W,898,16.0,14.0,11.0,10.0,14.0,13.0,13.0,10.0,25.0,16.0,9.0,12.0,12.0,11.0,7.0,12.0,12.0,10.0,11.0,11.0,12.0,12.0,15.0,17.0,13.0,8.0,12.0,10.0,13.0,13.0,9.0,8.0,7.0,,11.0,8.0,13.0,17.0,9.0,17.0,13.0,14.0,12.0,11.0,15.0,9.0,9.0,18.0,11.0,10.0,9.0,12.0,17.0,18.0,11.0,13.0,17.0,14.0,12.0,7.0,10.0,12.0,12.0,15.0,7.0,11.0
1828,6598,227,V,louisville,65.0,120,0.45454545454545453,16,L,898,16.0,14.0,11.0,10.0,14.0,13.0,13.0,10.0,25.0,16.0,9.0,12.0,12.0,11.0,7.0,12.0,12.0,10.0,11.0,11.0,12.0,12.0,15.0,17.0,13.0,8.0,12.0,10.0,13.0,13.0,9.0,8.0,7.0,,11.0,8.0,13.0,17.0,9.0,17.0,13.0,14.0,12.0,11.0,15.0,9.0,9.0,18.0,11.0,10.0,9.0,12.0,17.0,18.0,11.0,13.0,17.0,14.0,12.0,7.0,10.0,12.0,12.0,15.0,7.0,11.0
1846,6652,227,V,maryland,79.0,175,0.36363636363636365,16,L,972,9.0,9.0,13.0,17.0,9.0,10.0,10.0,16.0,12.0,12.0,14.0,9.0,10.0,8.0,12.0,8.0,,9.0,12.0,12.0,9.0,8.0,7.0,12.0,8.0,15.0,9.0,17.0,9.0,10.0,15.0,9.0,10.0,,10.0,12.0,11.0,14.0,8.0,11.0,8.0,9.0,9.0,10.0,8.0,11.0,18.0,20.0,8.0,14.0,10.0,8.0,7.0,10.0,12.0,6.0,9.0,11.0,8.0,18.0,13.0,10.0,8.0,8.0,15.0,9.0
1793,6428,224,V,arizona,72.0,-250,0.7142857142857143,16,L,1024,10.0,13.0,8.0,9.0,11.0,8.0,9.0,6.0,11.0,14.0,10.0,7.0,9.0,12.0,10.0,9.0,11.0,11.0,7.0,10.0,8.0,9.0,8.0,7.0,10.0,10.0,6.0,8.0,8.0,9.0,10.0,7.0,14.0,,9.0,23.0,10.0,15.0,12.0,5.0,10.0,10.0,10.0,9.0,11.0,7.0,11.0,11.0,10.0,9.0,15.0,11.0,12.0,9.0,8.0,12.0,10.0,10.0,13.0,11.0,16.0,8.0,10.0,14.0,18.0,8.0
1864,6718,227,V,arizona,64.0,155,0.39215686274509803,16,L,1024,10.0,13.0,8.0,9.0,11.0,8.0,9.0,6.0,11.0,14.0,10.0,7.0,9.0,12.0,10.0,9.0,11.0,11.0,7.0,10.0,8.0,9.0,8.0,7.0,10.0,10.0,6.0,8.0,8.0,9.0,10.0,7.0,14.0,,9.0,23.0,10.0,15.0,12.0,5.0,10.0,10.0,10.0,9.0,11.0,7.0,11.0,11.0,10.0,9.0,15.0,11.0,12.0,9.0,8.0,12.0,10.0,10.0,13.0,11.0,16.0,8.0,10.0,14.0,18.0,8.0
1790,6423,224,H,iowa,59.0,-270,0.7297297297297297,16,L,1140,6.0,8.0,7.0,8.0,7.0,9.0,5.0,9.0,8.0,11.0,7.0,10.0,6.0,9.0,11.0,10.0,9.0,8.0,6.0,9.0,10.0,13.0,10.0,8.0,9.0,7.0,10.0,9.0,11.0,6.0,8.0,10.0,6.0,,8.0,7.0,7.0,6.0,11.0,10.0,9.0,7.0,8.0,7.0,7.0,12.0,8.0,7.0,9.0,8.0,8.0,10.0,8.0,7.0,10.0,7.0,8.0,7.0,9.0,16.0,8.0,9.0,9.0,7.0,6.0,10.0
1887,6818,228,V,iowa,64.0,-180,0.6428571428571429,16,L,1140,6.0,8.0,7.0,8.0,7.0,9.0,5.0,9.0,8.0,11.0,7.0,10.0,6.0,9.0,11.0,10.0,9.0,8.0,6.0,9.0,10.0,13.0,10.0,8.0,9.0,7.0,10.0,9.0,11.0,6.0,8.0,10.0,6.0,,8.0,7.0,7.0,6.0,11.0,10.0,9.0,7.0,8.0,7.0,7.0,12.0,8.0,7.0,9.0,8.0,8.0,10.0,8.0,7.0,10.0,7.0,8.0,7.0,9.0,16.0,8.0,9.0,9.0,7.0,6.0,10.0
1785,6416,224,V,north-carolina,80.0,-400,0.8,16,W,1237,7.0,7.0,6.0,5.0,6.0,5.0,6.0,8.0,7.0,13.0,8.0,8.0,8.0,7.0,9.0,7.0,8.0,7.0,9.0,8.0,3.0,5.0,3.0,9.0,6.0,13.0,4.0,6.0,7.0,8.0,7.0,12.0,9.0,,6.0,11.0,8.0,9.0,4.0,4.0,6.0,4.0,7.0,8.0,4.0,6.0,7.0,8.0,5.0,7.0,7.0,6.0,3.0,8.0,6.0,4.0,7.0,5.0,7.0,9.0,7.0,6.0,5.0,9.0,13.0,6.0
1821,6576,227,V,north-carolina,74.0,125,0.4444444444444444,16,L,1237,7.0,7.0,6.0,5.0,6.0,5.0,6.0,8.0,7.0,13.0,8.0,8.0,8.0,7.0,9.0,7.0,8.0,7.0,9.0,8.0,3.0,5.0,3.0,9.0,6.0,13.0,4.0,6.0,7.0,8.0,7.0,12.0,9.0,,6.0,11.0,8.0,9.0,4.0,4.0,6.0,4.0,7.0,8.0,4.0,6.0,7.0,8.0,5.0,7.0,7.0,6.0,3.0,8.0,6.0,4.0,7.0,5.0,7.0,9.0,7.0,6.0,5.0,9.0,13.0,6.0
1772,6372,223,V,michigan-state,81.0,-310,0.7560975609756098,16,W,1342,4.0,6.0,9.0,6.0,8.0,7.0,7.0,5.0,4.0,9.0,5.0,3.0,7.0,5.0,5.0,3.0,5.0,5.0,3.0,3.0,6.0,7.0,6.0,6.0,7.0,4.0,5.0,3.0,4.0,7.0,5.0,6.0,4.0,,7.0,6.0,5.0,7.0,7.0,3.0,4.0,8.0,4.0,3.0,9.0,5.0,4.0,5.0,4.0,4.0,5.0,7.0,5.0,4.0,4.0,8.0,5.0,8.0,6.0,3.0,3.0,4.0,6.0,3.0,8.0,5.0
1869,6771,228,H,michigan-state,88.0,-7000,0.9859154929577465,16,W,1342,4.0,6.0,9.0,6.0,8.0,7.0,7.0,5.0,4.0,9.0,5.0,3.0,7.0,5.0,5.0,3.0,5.0,5.0,3.0,3.0,6.0,7.0,6.0,6.0,7.0,4.0,5.0,3.0,4.0,7.0,5.0,6.0,4.0,,7.0,6.0,5.0,7.0,7.0,3.0,4.0,8.0,4.0,3.0,9.0,5.0,4.0,5.0,4.0,4.0,5.0,7.0,5.0,4.0,4.0,8.0,5.0,8.0,6.0,3.0,3.0,4.0,6.0,3.0,8.0,5.0
1780,6395,224,H,xavier,90.0,-110,0.5238095238095238,16,W,1364,8.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,6.0,10.0,6.0,4.0,3.0,4.0,6.0,4.0,4.0,6.0,5.0,4.0,4.0,3.0,5.0,5.0,3.0,5.0,7.0,7.0,5.0,4.0,4.0,5.0,8.0,,4.0,3.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,4.0,3.0,4.0,6.0,4.0,7.0,6.0,6.0,5.0,6.0,5.0,5.0,3.0,6.0,4.0,5.0,5.0,6.0,7.0,7.0,6.0,5.0,7.0
1870,6774,228,V,xavier,81.0,-135,0.574468085106383,16,L,1364,8.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,6.0,10.0,6.0,4.0,3.0,4.0,6.0,4.0,4.0,6.0,5.0,4.0,4.0,3.0,5.0,5.0,3.0,5.0,7.0,7.0,5.0,4.0,4.0,5.0,8.0,,4.0,3.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,4.0,3.0,4.0,6.0,4.0,7.0,6.0,6.0,5.0,6.0,5.0,5.0,3.0,6.0,4.0,5.0,5.0,6.0,7.0,7.0,6.0,5.0,7.0
1752,6320,222,V,virginia,61.0,110,0.47619047619047616,16,L,1389,3.0,5.0,4.0,4.0,5.0,6.0,8.0,3.0,3.0,8.0,4.0,6.0,4.0,6.0,4.0,6.0,7.0,3.0,4.0,5.0,7.0,4.0,9.0,3.0,4.0,6.0,8.0,5.0,3.0,3.0,3.0,4.0,5.0,,5.0,4.0,3.0,4.0,6.0,8.0,3.0,6.0,3.0,5.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,9.0,3.0,3.0,9.0,3.0,6.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0
1822,6577,227,H,virginia,79.0,-145,0.5918367346938775,16,W,1389,3.0,5.0,4.0,4.0,5.0,6.0,8.0,3.0,3.0,8.0,4.0,6.0,4.0,6.0,4.0,6.0,7.0,3.0,4.0,5.0,7.0,4.0,9.0,3.0,4.0,6.0,8.0,5.0,3.0,3.0,3.0,4.0,5.0,,5.0,4.0,3.0,4.0,6.0,8.0,3.0,6.0,3.0,5.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,9.0,3.0,3.0,9.0,3.0,6.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0
1787,6419,224,H,oklahoma,71.0,-3500,0.9722222222222222,16,W,1390,5.0,3.0,5.0,7.0,4.0,3.0,3.0,7.0,5.0,6.0,3.0,5.0,5.0,3.0,3.0,5.0,3.0,4.0,8.0,6.0,5.0,6.0,4.0,4.0,5.0,3.0,3.0,4.0,6.0,5.0,6.0,3.0,3.0,,3.0,5.0,4.0,2.0,3.0,7.0,7.0,3.0,6.0,6.0,5.0,8.0,5.0,6.0,6.0,5.0,4.0,4.0,4.0,6.0,7.0,5.0,4.0,3.0,3.0,6.0,4.0,5.0,3.0,5.0,3.0,3.0
1834,6614,227,V,oklahoma,63.0,-150,0.6,16,L,1390,5.0,3.0,5.0,7.0,4.0,3.0,3.0,7.0,5.0,6.0,3.0,5.0,5.0,3.0,3.0,5.0,3.0,4.0,8.0,6.0,5.0,6.0,4.0,4.0,5.0,3.0,3.0,4.0,6.0,5.0,6.0,3.0,3.0,,3.0,5.0,4.0,2.0,3.0,7.0,7.0,3.0,6.0,6.0,5.0,8.0,5.0,6.0,6.0,5.0,4.0,4.0,4.0,6.0,7.0,5.0,4.0,3.0,3.0,6.0,4.0,5.0,3.0,5.0,3.0,3.0
1769,6362,223,V,kansas,66.0,-135,0.574468085106383,16,W,1578,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0
1837,6619,227,H,kansas,67.0,-1600,0.9411764705882353,16,W,1578,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0
1779,6394,224,V,villanova,83.0,-110,0.5238095238095238,16,L,1603,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
1832,6612,227,V,villanova,89.0,-500,0.8333333333333334,16,W,1603,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
1902,6850,301,V,dayton,85.0,-120,0.5454545454545454,17,W,1,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,7209,305,H,dayton,68.0,-130,0.5652173913043478,17,W,1,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899,6847,301,H,vanderbilt,86.0,-1100,0.9166666666666666,17,W,3,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981,7158,305,V,vanderbilt,67.0,160,0.38461538461538464,17,L,3,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,6992,303,V,cincinnati,56.0,-150,0.6,17,L,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,
2010,7301,306,H,cincinnati,61.0,-135,0.574468085106383,17,W,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,
1914,6892,302,V,texas-tech,68.0,475,0.17391304347826086,17,L,12,,,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,24.0,,,,,,,,,,,,,25.0,24.0,,,,,,,,,,,,,,22.0,
1975,7143,305,H,texas-tech,80.0,-250,0.7142857142857143,17,W,12,,,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,24.0,,,,,,,,,,,,,25.0,24.0,,,,,,,,,,,,,,22.0,
1916,6895,302,H,notre-dame,50.0,-175,0.6363636363636364,17,L,14,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,25.0,,23.0,
1954,7105,305,H,notre-dame,89.0,-500,0.8333333333333334,17,W,14,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,25.0,,23.0,
1950,7071,304,N,wichita-state,66.0,-9900,0.99,17,W,43,,,,,,,,20.0,,,,,,,,,19.0,,21.0,,25.0,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,21.0,,,,23.0,,,,,25.0,,25.0,,
2007,7249,305,N,wichita-state,52.0,-500,0.8333333333333334,17,L,43,,,,,,,,20.0,,,,,,,,,19.0,,21.0,,25.0,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,21.0,,,,23.0,,,,,25.0,,25.0,,
1921,6912,302,V,seton-hall,78.0,210,0.3225806451612903,17,L,60,,,,,,18.0,23.0,,,25.0,,25.0,,,23.0,,,,,24.0,24.0,,19.0,,,25.0,,,25.0,,,,,,25.0,,,,,25.0,25.0,25.0,,21.0,,,,,24.0,24.0,,24.0,25.0,23.0,,,,,,21.0,25.0,,,20.0,,
1956,7108,305,V,seton-hall,80.0,-360,0.782608695652174,17,W,60,,,,,,18.0,23.0,,,25.0,,25.0,,,23.0,,,,,24.0,24.0,,19.0,,,25.0,,,25.0,,,,,,25.0,,,,,25.0,25.0,25.0,,21.0,,,,,24.0,24.0,,24.0,25.0,23.0,,,,,,21.0,25.0,,,20.0,,
1923,6916,302,V,wisconsin,62.0,-600,0.8571428571428571,17,W,93,,,,20.0,,,,24.0,21.0,,,,,,,,16.0,,,19.0,,,,,24.0,21.0,,25.0,,25.0,,,,,,,,,,,,14.0,25.0,20.0,,24.0,25.0,,,,,,,21.0,16.0,,,23.0,,,,,,12.0,,
2019,7342,306,V,wisconsin,80.0,220,0.3125,17,L,93,,,,20.0,,,,24.0,21.0,,,,,,,,16.0,,,19.0,,,,,24.0,21.0,,25.0,,25.0,,,,,,,,,,,,14.0,25.0,20.0,,24.0,25.0,,,,,,,21.0,16.0,,,23.0,,,,,,12.0,,
1941,6990,303,V,california,61.0,250,0.2857142857142857,17,L,178,,19.0,24.0,19.0,25.0,24.0,,,25.0,24.0,24.0,23.0,25.0,18.0,20.0,25.0,,24.0,,,19.0,,24.0,,,,,18.0,,15.0,22.0,25.0,25.0,,24.0,23.0,25.0,12.0,,,,17.0,,13.0,20.0,17.0,24.0,15.0,,,22.0,,,15.0,,,24.0,,25.0,22.0,22.0,,,24.0,,25.0
1995,7204,305,V,california,68.0,-260,0.7222222222222222,17,W,178,,19.0,24.0,19.0,25.0,24.0,,,25.0,24.0,24.0,23.0,25.0,18.0,20.0,25.0,,24.0,,,19.0,,24.0,,,,,18.0,,15.0,22.0,25.0,25.0,,24.0,23.0,25.0,12.0,,,,17.0,,13.0,20.0,17.0,24.0,15.0,,,22.0,,,15.0,,,24.0,,25.0,22.0,22.0,,,24.0,,25.0
