,index,Date,VH,Team,Final,ML,Probability,Week,Result,Aggregate,elton-alexander,tyson-alger,mike-barber,mark-berman,john-bohnenkamp,dave-borges,zac-boyer,rick-bozich,aaron-brenner,kevin-brockway,jp-butler,jason-butt,christian-caple,nick-carboni,jerry-carino,ray-coleman,graham-couch,richard-croome,chris-dachille,seth-davis,doug-doughty,jay-drew,jeff-faraudo,john-feinstein,marcus-fuller,chris-goff,cormac-gordon,geoff-grammer,tom-green,doug-haller,kelly-hines,bob-holt,cecil-hurt,marcus-jackson,joe-juliano,michelle-kaufman,laura-keeley,kevin-lyttle,fletcher-mackel,scott-mansch,matt-mccoy,chuck-mcgill,john-mcnamara,kevin-mcnamara,chris-murray,dana-oneil,zach-osterman,tod-palmer,soren-petro,bj-rains,ryan-recker,pat-rooney,randy-rosetta,jon-rothstein,shannon-ryan,adam-sparks,bret-strelow,bob-sutton,terry-toohey,matt-vautour,matt-velazquez,dick-vitale,john-werner,jon-wilner,scott-wolf,scott-richey
117,443,1120,N,butler,74.0,-380,0.7916666666666666,2,W,284,20.0,24.0,17.0,14.0,23.0,21.0,,25.0,21.0,16.0,21.0,24.0,25.0,,23.0,20.0,,,17.0,17.0,19.0,20.0,25.0,20.0,23.0,23.0,24.0,,20.0,23.0,23.0,20.0,21.0,22.0,19.0,18.0,,17.0,19.0,21.0,20.0,18.0,24.0,17.0,20.0,18.0,22.0,25.0,24.0,24.0,22.0,25.0,,,22.0,22.0,25.0,,22.0,25.0,21.0,20.0,24.0,14.0,13.0,
158,600,1122,N,butler,75.0,150,0.4,2,L,284,20.0,24.0,17.0,14.0,23.0,21.0,,25.0,21.0,16.0,21.0,24.0,25.0,,23.0,20.0,,,17.0,17.0,19.0,20.0,25.0,20.0,23.0,23.0,24.0,,20.0,23.0,23.0,20.0,21.0,22.0,19.0,18.0,,17.0,19.0,21.0,20.0,18.0,24.0,17.0,20.0,18.0,22.0,25.0,24.0,24.0,22.0,25.0,,,22.0,22.0,25.0,,22.0,25.0,21.0,20.0,24.0,14.0,13.0,
144,525,1121,N,purdue,61.0,-425,0.8095238095238095,2,W,291,23.0,23.0,19.0,17.0,22.0,,24.0,12.0,24.0,22.0,24.0,25.0,20.0,23.0,22.0,21.0,15.0,13.0,20.0,25.0,24.0,16.0,18.0,16.0,21.0,25.0,18.0,24.0,23.0,19.0,22.0,19.0,22.0,20.0,,22.0,,23.0,,17.0,18.0,24.0,23.0,,22.0,21.0,21.0,20.0,15.0,23.0,23.0,24.0,23.0,25.0,18.0,19.0,23.0,,23.0,24.0,23.0,,21.0,20.0,21.0,
164,624,1122,N,purdue,85.0,-285,0.7402597402597403,2,W,291,23.0,23.0,19.0,17.0,22.0,,24.0,12.0,24.0,22.0,24.0,25.0,20.0,23.0,22.0,21.0,15.0,13.0,20.0,25.0,24.0,16.0,18.0,16.0,21.0,25.0,18.0,24.0,23.0,19.0,22.0,19.0,22.0,20.0,,22.0,,23.0,,17.0,18.0,24.0,23.0,,22.0,21.0,21.0,20.0,15.0,23.0,23.0,24.0,23.0,25.0,18.0,19.0,23.0,,23.0,24.0,23.0,,21.0,20.0,21.0,
148,553,1121,H,connecticut,83.0,-2500,0.9615384615384616,2,W,373,19.0,20.0,18.0,24.0,17.0,13.0,,15.0,22.0,21.0,22.0,,21.0,25.0,19.0,23.0,16.0,17.0,16.0,15.0,22.0,18.0,22.0,13.0,19.0,18.0,22.0,23.0,22.0,17.0,19.0,22.0,,18.0,20.0,19.0,18.0,21.0,21.0,,21.0,20.0,19.0,15.0,23.0,23.0,25.0,21.0,20.0,22.0,25.0,21.0,18.0,19.0,19.0,23.0,,18.0,18.0,22.0,25.0,15.0,20.0,19.0,19.0,
68,285,1117,H,notre-dame,86.0,-1460,0.9358974358974359,2,W,414,18.0,19.0,22.0,21.0,21.0,23.0,18.0,19.0,11.0,24.0,18.0,17.0,15.0,16.0,18.0,14.0,,25.0,,,18.0,23.0,,23.0,18.0,19.0,,20.0,18.0,21.0,18.0,,16.0,23.0,15.0,17.0,19.0,24.0,20.0,16.0,17.0,14.0,18.0,25.0,18.0,20.0,18.0,19.0,,18.0,18.0,15.0,,,16.0,14.0,14.0,23.0,19.0,18.0,19.0,23.0,18.0,16.0,15.0,
55,237,1116,H,california,85.0,-1570,0.9401197604790419,2,W,761,14.0,12.0,15.0,18.0,14.0,12.0,15.0,24.0,15.0,13.0,15.0,14.0,16.0,15.0,14.0,17.0,14.0,16.0,15.0,11.0,13.0,15.0,13.0,15.0,14.0,13.0,11.0,14.0,15.0,14.0,14.0,14.0,14.0,13.0,12.0,15.0,12.0,18.0,13.0,14.0,23.0,13.0,14.0,9.0,11.0,11.0,16.0,14.0,21.0,14.0,15.0,14.0,14.0,11.0,15.0,15.0,13.0,9.0,15.0,14.0,15.0,12.0,14.0,18.0,14.0,
115,439,1120,H,california,70.0,-4000,0.975609756097561,2,W,761,14.0,12.0,15.0,18.0,14.0,12.0,15.0,24.0,15.0,13.0,15.0,14.0,16.0,15.0,14.0,17.0,14.0,16.0,15.0,11.0,13.0,15.0,13.0,15.0,14.0,13.0,11.0,14.0,15.0,14.0,14.0,14.0,14.0,13.0,12.0,15.0,12.0,18.0,13.0,14.0,23.0,13.0,14.0,9.0,11.0,11.0,16.0,14.0,21.0,14.0,15.0,14.0,14.0,11.0,15.0,15.0,13.0,9.0,15.0,14.0,15.0,12.0,14.0,18.0,14.0,
79,304,1117,V,michigan-state,79.0,170,0.37037037037037035,2,W,837,13.0,13.0,10.0,19.0,15.0,15.0,11.0,9.0,7.0,15.0,14.0,11.0,13.0,11.0,13.0,10.0,12.0,8.0,11.0,16.0,15.0,13.0,20.0,18.0,13.0,14.0,16.0,13.0,14.0,15.0,13.0,13.0,10.0,14.0,14.0,11.0,14.0,15.0,12.0,9.0,9.0,17.0,13.0,10.0,13.0,12.0,9.0,11.0,18.0,13.0,12.0,11.0,10.0,14.0,14.0,13.0,17.0,13.0,12.0,15.0,13.0,17.0,12.0,17.0,16.0,
53,231,1116,H,arizona,90.0,-21500,0.9953703703703703,2,W,913,10.0,11.0,12.0,12.0,11.0,10.0,14.0,13.0,9.0,12.0,12.0,12.0,12.0,13.0,12.0,13.0,10.0,6.0,12.0,13.0,11.0,7.0,8.0,19.0,12.0,15.0,6.0,11.0,12.0,11.0,12.0,8.0,12.0,12.0,13.0,10.0,13.0,13.0,15.0,13.0,7.0,16.0,12.0,11.0,10.0,15.0,14.0,13.0,11.0,12.0,13.0,12.0,8.0,22.0,11.0,12.0,10.0,16.0,13.0,11.0,12.0,16.0,13.0,13.0,12.0,
97,385,1119,H,arizona,88.0,-940,0.9038461538461539,2,W,913,10.0,11.0,12.0,12.0,11.0,10.0,14.0,13.0,9.0,12.0,12.0,12.0,12.0,13.0,12.0,13.0,10.0,6.0,12.0,13.0,11.0,7.0,8.0,19.0,12.0,15.0,6.0,11.0,12.0,11.0,12.0,8.0,12.0,12.0,13.0,10.0,13.0,13.0,15.0,13.0,7.0,16.0,12.0,11.0,10.0,15.0,14.0,13.0,11.0,12.0,13.0,12.0,8.0,22.0,11.0,12.0,10.0,16.0,13.0,11.0,12.0,16.0,13.0,13.0,12.0,
174,657,1122,H,arizona,61.0,-29700,0.9966442953020134,2,W,913,10.0,11.0,12.0,12.0,11.0,10.0,14.0,13.0,9.0,12.0,12.0,12.0,12.0,13.0,12.0,13.0,10.0,6.0,12.0,13.0,11.0,7.0,8.0,19.0,12.0,15.0,6.0,11.0,12.0,11.0,12.0,8.0,12.0,12.0,13.0,10.0,13.0,13.0,15.0,13.0,7.0,16.0,12.0,11.0,10.0,15.0,14.0,13.0,11.0,12.0,13.0,12.0,8.0,22.0,11.0,12.0,10.0,16.0,13.0,11.0,12.0,16.0,13.0,13.0,12.0,
76,301,1117,H,villanova,87.0,-4890,0.9799599198396793,2,W,1013,9.0,9.0,8.0,13.0,8.0,14.0,12.0,8.0,6.0,9.0,9.0,9.0,14.0,9.0,11.0,8.0,9.0,10.0,13.0,12.0,10.0,9.0,14.0,9.0,10.0,11.0,10.0,12.0,10.0,8.0,11.0,11.0,9.0,9.0,8.0,8.0,11.0,6.0,8.0,10.0,10.0,9.0,11.0,12.0,9.0,10.0,11.0,10.0,16.0,10.0,11.0,10.0,13.0,10.0,9.0,9.0,12.0,11.0,10.0,10.0,9.0,8.0,10.0,21.0,22.0,
131,483,1120,H,villanova,86.0,-9000,0.989010989010989,2,W,1013,9.0,9.0,8.0,13.0,8.0,14.0,12.0,8.0,6.0,9.0,9.0,9.0,14.0,9.0,11.0,8.0,9.0,10.0,13.0,12.0,10.0,9.0,14.0,9.0,10.0,11.0,10.0,12.0,10.0,8.0,11.0,11.0,9.0,9.0,8.0,8.0,11.0,6.0,8.0,10.0,10.0,9.0,11.0,12.0,9.0,10.0,11.0,10.0,16.0,10.0,11.0,10.0,13.0,10.0,9.0,9.0,12.0,11.0,10.0,10.0,9.0,8.0,10.0,21.0,22.0,
152,585,1122,H,villanova,75.0,-1670,0.943502824858757,2,W,1013,9.0,9.0,8.0,13.0,8.0,14.0,12.0,8.0,6.0,9.0,9.0,9.0,14.0,9.0,11.0,8.0,9.0,10.0,13.0,12.0,10.0,9.0,14.0,9.0,10.0,11.0,10.0,12.0,10.0,8.0,11.0,11.0,9.0,9.0,8.0,8.0,11.0,6.0,8.0,10.0,10.0,9.0,11.0,12.0,9.0,10.0,11.0,10.0,16.0,10.0,11.0,10.0,13.0,10.0,9.0,9.0,12.0,11.0,10.0,10.0,9.0,8.0,10.0,21.0,22.0,
93,365,1118,H,gonzaga,91.0,-10000,0.9900990099009901,2,W,1040,12.0,10.0,14.0,9.0,10.0,9.0,8.0,7.0,10.0,11.0,10.0,10.0,10.0,12.0,9.0,12.0,11.0,11.0,8.0,9.0,12.0,12.0,11.0,10.0,9.0,10.0,14.0,7.0,8.0,9.0,9.0,9.0,5.0,10.0,10.0,12.0,9.0,10.0,10.0,8.0,12.0,4.0,9.0,7.0,14.0,14.0,12.0,12.0,7.0,11.0,10.0,13.0,9.0,13.0,12.0,7.0,11.0,8.0,9.0,12.0,11.0,10.0,9.0,10.0,8.0,
73,294,1117,V,wichita-state,67.0,-200,0.6666666666666666,2,L,1043,8.0,15.0,13.0,7.0,9.0,11.0,7.0,14.0,12.0,8.0,11.0,13.0,8.0,10.0,10.0,11.0,4.0,12.0,10.0,8.0,8.0,14.0,12.0,7.0,11.0,9.0,15.0,9.0,11.0,13.0,10.0,7.0,11.0,11.0,9.0,13.0,10.0,8.0,7.0,12.0,14.0,8.0,10.0,13.0,12.0,7.0,7.0,9.0,8.0,9.0,9.0,9.0,16.0,9.0,10.0,11.0,9.0,15.0,11.0,4.0,10.0,11.0,11.0,3.0,4.0,
66,278,1117,V,oklahoma,84.0,-195,0.6610169491525424,2,W,1095,11.0,8.0,11.0,11.0,13.0,7.0,9.0,11.0,13.0,10.0,8.0,8.0,7.0,8.0,8.0,9.0,7.0,14.0,7.0,14.0,9.0,10.0,10.0,8.0,7.0,8.0,3.0,8.0,9.0,10.0,8.0,12.0,13.0,8.0,11.0,9.0,8.0,7.0,11.0,11.0,6.0,10.0,8.0,19.0,8.0,8.0,13.0,8.0,9.0,8.0,8.0,7.0,11.0,6.0,8.0,10.0,6.0,5.0,8.0,9.0,8.0,9.0,8.0,11.0,10.0,
52,222,1116,V,virginia,68.0,-295,0.7468354430379747,2,L,1341,5.0,7.0,4.0,3.0,4.0,4.0,10.0,6.0,8.0,6.0,5.0,5.0,6.0,5.0,6.0,6.0,3.0,7.0,4.0,4.0,6.0,6.0,4.0,5.0,6.0,5.0,5.0,3.0,7.0,5.0,6.0,6.0,4.0,6.0,5.0,5.0,6.0,9.0,4.0,6.0,8.0,2.0,6.0,8.0,5.0,4.0,5.0,4.0,6.0,5.0,5.0,5.0,7.0,5.0,5.0,4.0,2.0,1.0,6.0,8.0,6.0,5.0,6.0,9.0,5.0,
108,414,1119,N,virginia,82.0,-7000,0.9859154929577465,2,W,1341,5.0,7.0,4.0,3.0,4.0,4.0,10.0,6.0,8.0,6.0,5.0,5.0,6.0,5.0,6.0,6.0,3.0,7.0,4.0,4.0,6.0,6.0,4.0,5.0,6.0,5.0,5.0,3.0,7.0,5.0,6.0,6.0,4.0,6.0,5.0,5.0,6.0,9.0,4.0,6.0,8.0,2.0,6.0,8.0,5.0,4.0,5.0,4.0,6.0,5.0,5.0,5.0,7.0,5.0,5.0,4.0,2.0,1.0,6.0,8.0,6.0,5.0,6.0,9.0,5.0,
121,455,1120,N,virginia,87.0,-2245,0.9573560767590619,2,W,1341,5.0,7.0,4.0,3.0,4.0,4.0,10.0,6.0,8.0,6.0,5.0,5.0,6.0,5.0,6.0,6.0,3.0,7.0,4.0,4.0,6.0,6.0,4.0,5.0,6.0,5.0,5.0,3.0,7.0,5.0,6.0,6.0,4.0,6.0,5.0,5.0,6.0,9.0,4.0,6.0,8.0,2.0,6.0,8.0,5.0,4.0,5.0,4.0,6.0,5.0,5.0,5.0,7.0,5.0,5.0,4.0,2.0,1.0,6.0,8.0,6.0,5.0,6.0,9.0,5.0,
161,609,1122,N,virginia,83.0,-7295,0.9864773495605138,2,W,1341,5.0,7.0,4.0,3.0,4.0,4.0,10.0,6.0,8.0,6.0,5.0,5.0,6.0,5.0,6.0,6.0,3.0,7.0,4.0,4.0,6.0,6.0,4.0,5.0,6.0,5.0,5.0,3.0,7.0,5.0,6.0,6.0,4.0,6.0,5.0,5.0,6.0,9.0,4.0,6.0,8.0,2.0,6.0,8.0,5.0,4.0,5.0,4.0,6.0,5.0,5.0,5.0,7.0,5.0,5.0,4.0,2.0,1.0,6.0,8.0,6.0,5.0,6.0,9.0,5.0,
71,292,1117,V,duke,63.0,-110,0.5238095238095238,2,L,1348,4.0,3.0,5.0,10.0,6.0,8.0,4.0,4.0,3.0,3.0,7.0,3.0,3.0,6.0,5.0,5.0,6.0,3.0,5.0,6.0,5.0,2.0,7.0,6.0,5.0,7.0,9.0,5.0,4.0,7.0,5.0,5.0,6.0,4.0,7.0,3.0,7.0,3.0,3.0,5.0,3.0,12.0,5.0,4.0,4.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,8.0,6.0,5.0,8.0,6.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,
127,471,1120,N,duke,79.0,-580,0.8529411764705882,2,W,1348,4.0,3.0,5.0,10.0,6.0,8.0,4.0,4.0,3.0,3.0,7.0,3.0,3.0,6.0,5.0,5.0,6.0,3.0,5.0,6.0,5.0,2.0,7.0,6.0,5.0,7.0,9.0,5.0,4.0,7.0,5.0,5.0,6.0,4.0,7.0,3.0,7.0,3.0,3.0,5.0,3.0,12.0,5.0,4.0,4.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,8.0,6.0,5.0,8.0,6.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,
168,629,1122,N,duke,86.0,-295,0.7468354430379747,2,W,1348,4.0,3.0,5.0,10.0,6.0,8.0,4.0,4.0,3.0,3.0,7.0,3.0,3.0,6.0,5.0,5.0,6.0,3.0,5.0,6.0,5.0,2.0,7.0,6.0,5.0,7.0,9.0,5.0,4.0,7.0,5.0,5.0,6.0,4.0,7.0,3.0,7.0,3.0,3.0,5.0,3.0,12.0,5.0,4.0,4.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,8.0,6.0,5.0,8.0,6.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,
80,305,1117,H,kansas,73.0,-195,0.6610169491525424,2,L,1415,3.0,5.0,6.0,1.0,5.0,3.0,3.0,5.0,4.0,5.0,4.0,6.0,5.0,2.0,4.0,4.0,2.0,4.0,9.0,5.0,3.0,4.0,9.0,3.0,2.0,4.0,1.0,4.0,5.0,4.0,4.0,1.0,7.0,5.0,4.0,6.0,4.0,4.0,6.0,2.0,4.0,5.0,4.0,1.0,6.0,6.0,3.0,5.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,7.0,4.0,6.0,3.0,7.0,9.0,
78,303,1117,H,maryland,75.0,-475,0.8260869565217391,2,W,1496,7.0,4.0,2.0,2.0,3.0,1.0,5.0,3.0,5.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,4.0,5.0,2.0,2.0,4.0,2.0,4.0,6.0,3.0,1.0,3.0,3.0,1.0,2.0,1.0,4.0,1.0,5.0,1.0,1.0,5.0,3.0,3.0,3.0,1.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,6.0,5.0,7.0,3.0,1.0,3.0,2.0,4.0,5.0,6.0,
129,479,1120,H,maryland,65.0,-3750,0.974025974025974,2,W,1496,7.0,4.0,2.0,2.0,3.0,1.0,5.0,3.0,5.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,4.0,5.0,2.0,2.0,4.0,2.0,4.0,6.0,3.0,1.0,3.0,3.0,1.0,2.0,1.0,4.0,1.0,5.0,1.0,1.0,5.0,3.0,3.0,3.0,1.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,6.0,5.0,7.0,3.0,1.0,3.0,2.0,4.0,5.0,6.0,
72,293,1117,H,kentucky,74.0,-110,0.5238095238095238,2,W,1520,2.0,2.0,3.0,5.0,1.0,5.0,2.0,2.0,1.0,4.0,2.0,1.0,4.0,1.0,2.0,2.0,5.0,5.0,2.0,3.0,2.0,1.0,3.0,4.0,3.0,3.0,7.0,2.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,4.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,
109,423,1120,H,kentucky,78.0,-12500,0.9920634920634921,2,W,1520,2.0,2.0,3.0,5.0,1.0,5.0,2.0,2.0,1.0,4.0,2.0,1.0,4.0,1.0,2.0,2.0,5.0,5.0,2.0,3.0,2.0,1.0,3.0,4.0,3.0,3.0,7.0,2.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,4.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,
90,349,1118,H,north-carolina,78.0,-7500,0.9868421052631579,2,W,1571,1.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,8.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,5.0,3.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,
134,496,1121,V,north-carolina,67.0,-290,0.7435897435897436,2,L,1571,1.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,8.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,5.0,3.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,
198,734,1124,V,valparaiso,63.0,-120,0.5454545454545454,3,W,2,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,1000,1128,V,valparaiso,66.0,-450,0.8181818181818182,3,L,2,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,824,1125,N,michigan,60.0,180,0.35714285714285715,3,L,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,
244,889,1126,N,michigan,102.0,-1200,0.9230769230769231,3,W,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,
268,939,1127,N,michigan,78.0,-130,0.5652173913043478,3,W,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,
301,1095,1128,H,georgetown,77.0,-10000,0.9900990099009901,3,W,4,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,725,1123,H,providence,83.0,-700,0.875,3,W,8,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,
247,895,1126,N,providence,74.0,-130,0.5652173913043478,3,W,8,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,
272,956,1127,N,providence,69.0,210,0.3225806451612903,3,W,8,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,
317,1128,1129,N,providence,64.0,330,0.23255813953488372,3,L,8,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,
275,969,1127,N,colorado-state,90.0,-290,0.7435897435897436,3,W,13,25.0,,,,,,,,25.0,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,17.0,,
296,1051,1128,N,colorado-state,90.0,-180,0.6428571428571429,3,L,13,25.0,,,,,,,,25.0,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,17.0,,
180,684,1123,N,tulsa,75.0,135,0.425531914893617,3,L,17,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,25.0,,,,,,,,,,25.0,,,,25.0,,,,,,,,,,,24.0,,,,17.0,,,,,,
288,1011,1128,H,tulsa,60.0,-700,0.875,3,L,17,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,25.0,,,,,,,,,,25.0,,,,25.0,,,,,,,,,,,24.0,,,,17.0,,,,,,
238,880,1126,N,dayton,82.0,105,0.4878048780487805,3,W,18,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,25.0,,,,,,21.0,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,
263,933,1127,N,dayton,73.0,-370,0.7872340425531915,3,W,18,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,25.0,,,,,,21.0,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,
312,1118,1129,N,dayton,61.0,120,0.45454545454545453,3,L,18,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,25.0,,,,,,21.0,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,
239,881,1126,N,iowa,77.0,-125,0.5555555555555556,3,L,20,,,,,,,,,14.0,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,930,1127,N,iowa,62.0,110,0.47619047619047616,3,L,20,,,,,,,,,14.0,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,1115,1129,N,iowa,84.0,-215,0.6825396825396826,3,W,20,,,,,,,,,14.0,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,1072,1128,V,northern-iowa,97.0,-600,0.8571428571428571,3,W,23,,,,,25.0,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,25.0,,,,23.0,,,,19.0,,
291,1025,1128,H,louisville,77.0,-2500,0.9615384615384616,3,W,40,,,,,,,,24.0,,,,,,,,,,18.0,20.0,,,25.0,,,,,,,,,,,,,,22.0,,,24.0,,,,,,,,,,,,,,,,,,,,,,,23.0,,12.0,,
297,1069,1128,H,butler,89.0,-37500,0.9973404255319149,3,W,59,,,,25.0,,25.0,,25.0,,25.0,25.0,,,,23.0,,,,22.0,22.0,,24.0,25.0,,,25.0,,,25.0,25.0,,,,25.0,25.0,23.0,,25.0,,,,19.0,,21.0,,24.0,,,,,,,,,,,20.0,,,,,,21.0,20.0,,
250,903,1126,N,west-virginia,67.0,-310,0.7560975609756098,3,W,69,24.0,,,,,,22.0,,,,,21.0,,,,21.0,,,,,23.0,,,,22.0,,24.0,22.0,,,,,,,24.0,,,,,20.0,17.0,16.0,,,,,,,,25.0,,24.0,,19.0,,23.0,,,,,,,,,,
281,981,1127,N,west-virginia,72.0,-135,0.574468085106383,3,W,69,24.0,,,,,,22.0,,,,,21.0,,,,21.0,,,,,23.0,,,,22.0,,24.0,22.0,,,,,,,24.0,,,,,20.0,17.0,16.0,,,,,,,,25.0,,24.0,,19.0,,23.0,,,,,,,,,,
255,923,1127,H,baylor,94.0,-7000,0.9859154929577465,3,W,81,,24.0,25.0,,,,17.0,,,,24.0,24.0,24.0,23.0,,,,,,,,23.0,,,25.0,24.0,,21.0,,24.0,24.0,25.0,22.0,22.0,,24.0,21.0,23.0,,,24.0,,25.0,,,,24.0,,,23.0,23.0,25.0,,,,,22.0,22.0,25.0,,,,23.0,,24.0,
278,975,1127,N,cincinnati,65.0,-900,0.9,3,W,110,,23.0,,,20.0,19.0,,20.0,,24.0,,,,,,,,,,25.0,,,,,23.0,,17.0,18.0,,,,,18.0,,,19.0,,19.0,,23.0,,,,16.0,,,21.0,24.0,,,24.0,,,21.0,,,21.0,23.0,24.0,,21.0,,,,25.0,
292,1035,1128,N,cincinnati,61.0,-240,0.7058823529411765,3,W,110,,23.0,,,20.0,19.0,,20.0,,24.0,,,,,,,,,,25.0,,,,,23.0,,17.0,18.0,,,,,18.0,,,19.0,,19.0,,23.0,,,,16.0,,,21.0,24.0,,,24.0,,,21.0,,,21.0,23.0,24.0,,21.0,,,,25.0,
193,723,1123,H,xavier,78.0,-10000,0.9900990099009901,3,W,143,23.0,22.0,22.0,14.0,24.0,,,23.0,17.0,23.0,,,,,25.0,,11.0,25.0,,21.0,,,24.0,,,21.0,,25.0,,23.0,20.0,22.0,23.0,24.0,,25.0,22.0,16.0,,,,20.0,,24.0,,,22.0,21.0,,,25.0,,25.0,22.0,24.0,,25.0,25.0,22.0,,22.0,25.0,,,22.0,
233,875,1126,N,xavier,64.0,-650,0.8666666666666667,3,W,143,23.0,22.0,22.0,14.0,24.0,,,23.0,17.0,23.0,,,,,25.0,,11.0,25.0,,21.0,,,24.0,,,21.0,,25.0,,23.0,20.0,22.0,23.0,24.0,,25.0,22.0,16.0,,,,20.0,,24.0,,,22.0,21.0,,,25.0,,25.0,22.0,24.0,,25.0,25.0,22.0,,22.0,25.0,,,22.0,
259,929,1127,N,xavier,87.0,-175,0.6363636363636364,3,W,143,23.0,22.0,22.0,14.0,24.0,,,23.0,17.0,23.0,,,,,25.0,,11.0,25.0,,21.0,,,24.0,,,21.0,,25.0,,23.0,20.0,22.0,23.0,24.0,,25.0,22.0,16.0,,,,20.0,,24.0,,,22.0,21.0,,,25.0,,25.0,22.0,24.0,,25.0,25.0,22.0,,22.0,25.0,,,22.0,
