,index,Date,VH,Team,Final,ML,Probability,Week,Result,Aggregate,elton-alexander,tyson-alger,mark-berman,john-bohnenkamp,dave-borges,rick-bozich,kevin-brockway,lauren-brownlow,jp-butler,jason-butt,jerry-carino,david-cloninger,david-cobb,mark-cooper,graham-couch,richard-croome,gary-damato,chris-dachille,seth-davis,luke-decock,doug-doughty,john-feinstein,justin-ferguson,marcus-fuller,chris-goff,geoff-grammer,doug-haller,bob-holt,cecil-hurt,justin-jackson,joe-juliano,paul-klee,joey-knight,theo-lawson,andrew-lopez,kevin-lyttle,scott-mansch,dave-matter,matt-mccoy,brian-mcinnis,john-mcnamara,kevin-mcnamara,craig-meyer,sheldon-mickles,antonio-morales,chris-murray,jesse-newell,thuc-nhi-nguyen,jon-nyatawa,zach-osterman,tony-parks,bj-rains,joe-rexrode,scott-richey,jon-rothstein,shannon-ryan,lindsay-schnell,carlos-silva,terry-toohey,matt-vautour,dick-vitale,brant-wilkerson,jon-wilner,norm-wood,scott-wolf,scott-gleeson,ben-steele
2085,7373,303,H,usc,72,-250,0.7142857142857143,17,L,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,25.0,,,,,,,,22.0,,,,
1981,7021,227,H,creighton,82,-425,0.8095238095238095,17,W,26,,25.0,,,,,25.0,,,,,21.0,,,,,,,,,,,,25.0,,25.0,,,,,,,,,,25.0,,24.0,25.0,25.0,24.0,,,,,,25.0,25.0,25.0,,25.0,,,,,,,,,23.0,,,23.0,,,,
2046,7270,303,V,creighton,81,115,0.46511627906976744,17,L,26,,25.0,,,,,25.0,,,,,21.0,,,,,,,,,,,,25.0,,25.0,,,,,,,,,,25.0,,24.0,25.0,25.0,24.0,,,,,,25.0,25.0,25.0,,25.0,,,,,,,,,23.0,,,23.0,,,,
1988,7029,227,H,st.-bonaventure,117,-145,0.5918367346938775,17,W,28,,,,,24.0,,,,25.0,,25.0,,,,,,,,,,,19.0,,,,,,22.0,,,,,,,,,,,,23.0,,24.0,,,,,,,,,,,,,,,,,24.0,,22.0,,,24.0,,,
2076,7348,303,V,st.-bonaventure,64,-135,0.574468085106383,17,W,28,,,,,24.0,,,,25.0,,25.0,,,,,,,,,,,19.0,,,,,,22.0,,,,,,,,,,,,23.0,,24.0,,,,,,,,,,,,,,,,,24.0,,22.0,,,24.0,,,
2004,7064,228,V,butler,68,-200,0.6666666666666666,17,L,34,,,25.0,,,,,,,22.0,,,,,,25.0,,,,,24.0,,,,,22.0,,,,,24.0,23.0,,,,,,,,,,,,,25.0,,19.0,,24.0,25.0,,,,,,,,,,22.0,,,,,25.0,,25.0
2049,7274,303,V,butler,70,135,0.425531914893617,17,L,34,,,25.0,,,,,,,22.0,,,,,,25.0,,,,,24.0,,,,,22.0,,,,,24.0,23.0,,,,,,,,,,,,,25.0,,19.0,,24.0,25.0,,,,,,,,,,22.0,,,,,25.0,,25.0
1985,7025,227,H,tcu,66,-300,0.75,17,W,41,,,24.0,,,,24.0,,24.0,24.0,,,25.0,25.0,24.0,,,,,24.0,21.0,,25.0,,,24.0,,,,25.0,,,,,25.0,24.0,,,,,25.0,,,25.0,,,18.0,,,,,,,,,,,25.0,,25.0,,,,,,,23.0
2060,7300,303,V,tcu,75,160,0.38461538461538464,17,L,41,,,24.0,,,,24.0,,24.0,24.0,,,25.0,25.0,24.0,,,,,24.0,21.0,,25.0,,,24.0,,,,25.0,,,,,25.0,24.0,,,,,25.0,,,25.0,,,18.0,,,,,,,,,,,25.0,,25.0,,,,,,,23.0
1994,7041,228,H,kentucky,96,-500,0.8333333333333334,17,W,174,,22.0,23.0,23.0,,24.0,23.0,22.0,22.0,21.0,24.0,,23.0,24.0,22.0,24.0,,23.0,22.0,,20.0,23.0,24.0,23.0,,,23.0,20.0,22.0,,23.0,20.0,25.0,24.0,22.0,21.0,,20.0,23.0,,,21.0,23.0,23.0,21.0,23.0,20.0,24.0,20.0,23.0,23.0,24.0,25.0,24.0,21.0,,,24.0,25.0,21.0,23.0,,,25.0,,23.0,21.0
2047,7272,303,V,kentucky,67,200,0.3333333333333333,17,L,174,,22.0,23.0,23.0,,24.0,23.0,22.0,22.0,21.0,24.0,,23.0,24.0,22.0,24.0,,23.0,22.0,,20.0,23.0,24.0,23.0,,,23.0,20.0,22.0,,23.0,20.0,25.0,24.0,22.0,21.0,,20.0,23.0,,,21.0,23.0,23.0,21.0,23.0,20.0,24.0,20.0,23.0,23.0,24.0,25.0,24.0,21.0,,,24.0,25.0,21.0,23.0,,,25.0,,23.0,21.0
2005,7076,228,V,nevada,101,-145,0.5918367346938775,17,W,378,20.0,20.0,19.0,18.0,18.0,21.0,20.0,20.0,20.0,20.0,20.0,22.0,22.0,19.0,20.0,22.0,,17.0,17.0,16.0,23.0,20.0,21.0,21.0,,18.0,21.0,,21.0,22.0,21.0,22.0,18.0,22.0,16.0,19.0,13.0,22.0,21.0,22.0,18.0,22.0,22.0,20.0,20.0,17.0,,18.0,23.0,21.0,22.0,18.0,22.0,18.0,18.0,16.0,,21.0,22.0,20.0,19.0,20.0,24.0,20.0,21.0,20.0,18.0
2082,7368,303,V,nevada,74,105,0.4878048780487805,17,L,378,20.0,20.0,19.0,18.0,18.0,21.0,20.0,20.0,20.0,20.0,20.0,22.0,22.0,19.0,20.0,22.0,,17.0,17.0,16.0,23.0,20.0,21.0,21.0,,18.0,21.0,,21.0,22.0,21.0,22.0,18.0,22.0,16.0,19.0,13.0,22.0,21.0,22.0,18.0,22.0,22.0,20.0,20.0,17.0,,18.0,23.0,21.0,22.0,18.0,22.0,18.0,18.0,16.0,,21.0,22.0,20.0,19.0,20.0,24.0,20.0,21.0,20.0,18.0
1970,6977,226,H,west-virginia,84,-400,0.8,17,W,424,21.0,18.0,21.0,19.0,21.0,25.0,21.0,17.0,19.0,18.0,21.0,24.0,18.0,17.0,16.0,18.0,,21.0,,21.0,18.0,24.0,18.0,22.0,,16.0,19.0,18.0,20.0,18.0,22.0,18.0,21.0,20.0,20.0,14.0,16.0,18.0,20.0,21.0,20.0,19.0,19.0,21.0,16.0,22.0,12.0,23.0,13.0,18.0,20.0,17.0,23.0,21.0,16.0,19.0,,20.0,20.0,18.0,21.0,18.0,16.0,23.0,19.0,15.0,
2041,7264,303,V,west-virginia,79,-240,0.7058823529411765,17,L,424,21.0,18.0,21.0,19.0,21.0,25.0,21.0,17.0,19.0,18.0,21.0,24.0,18.0,17.0,16.0,18.0,,21.0,,21.0,18.0,24.0,18.0,22.0,,16.0,19.0,18.0,20.0,18.0,22.0,18.0,21.0,20.0,20.0,14.0,16.0,18.0,20.0,21.0,20.0,19.0,19.0,21.0,16.0,22.0,12.0,23.0,13.0,18.0,20.0,17.0,23.0,21.0,16.0,19.0,,20.0,20.0,18.0,21.0,18.0,16.0,23.0,19.0,15.0,
2015,7135,301,H,arizona,75,-900,0.9,17,W,443,16.0,21.0,17.0,22.0,17.0,20.0,18.0,19.0,21.0,23.0,19.0,14.0,19.0,22.0,11.0,17.0,,15.0,20.0,22.0,15.0,,19.0,17.0,,20.0,20.0,24.0,19.0,19.0,17.0,19.0,20.0,17.0,21.0,22.0,19.0,19.0,17.0,,21.0,17.0,20.0,16.0,22.0,19.0,21.0,16.0,21.0,22.0,16.0,21.0,17.0,16.0,13.0,14.0,,15.0,19.0,,,19.0,17.0,18.0,22.0,21.0,17.0
2063,7305,303,H,arizona,66,NL,0.5,17,W,443,16.0,21.0,17.0,22.0,17.0,20.0,18.0,19.0,21.0,23.0,19.0,14.0,19.0,22.0,11.0,17.0,,15.0,20.0,22.0,15.0,,19.0,17.0,,20.0,20.0,24.0,19.0,19.0,17.0,19.0,20.0,17.0,21.0,22.0,19.0,19.0,17.0,,21.0,17.0,20.0,16.0,22.0,19.0,21.0,16.0,21.0,22.0,16.0,21.0,17.0,16.0,13.0,14.0,,15.0,19.0,,,19.0,17.0,18.0,22.0,21.0,17.0
2002,7061,228,H,clemson,76,-160,0.6153846153846154,17,W,493,17.0,14.0,20.0,14.0,20.0,15.0,19.0,18.0,14.0,17.0,18.0,19.0,17.0,18.0,18.0,20.0,,22.0,19.0,19.0,25.0,22.0,17.0,16.0,,19.0,18.0,19.0,16.0,20.0,18.0,14.0,19.0,13.0,18.0,15.0,24.0,15.0,19.0,15.0,19.0,20.0,17.0,17.0,18.0,16.0,22.0,19.0,16.0,20.0,17.0,16.0,21.0,20.0,22.0,20.0,,22.0,18.0,19.0,20.0,21.0,18.0,17.0,15.0,22.0,19.0
2053,7286,303,V,clemson,52,-110,0.5238095238095238,17,L,493,17.0,14.0,20.0,14.0,20.0,15.0,19.0,18.0,14.0,17.0,18.0,19.0,17.0,18.0,18.0,20.0,,22.0,19.0,19.0,25.0,22.0,17.0,16.0,,19.0,18.0,19.0,16.0,20.0,18.0,14.0,19.0,13.0,18.0,15.0,24.0,15.0,19.0,15.0,19.0,20.0,17.0,17.0,18.0,16.0,22.0,19.0,16.0,20.0,17.0,16.0,21.0,20.0,22.0,20.0,,22.0,18.0,19.0,20.0,21.0,18.0,17.0,15.0,22.0,19.0
1978,7015,227,H,rhode-island,48,-1400,0.9333333333333333,17,L,547,18.0,16.0,13.0,17.0,13.0,17.0,17.0,21.0,17.0,16.0,16.0,17.0,21.0,20.0,23.0,21.0,,12.0,14.0,17.0,17.0,13.0,20.0,19.0,,23.0,17.0,16.0,17.0,16.0,16.0,15.0,17.0,21.0,19.0,20.0,21.0,21.0,18.0,20.0,15.0,18.0,18.0,18.0,19.0,14.0,,17.0,19.0,17.0,19.0,19.0,19.0,14.0,14.0,22.0,,17.0,16.0,16.0,13.0,16.0,14.0,16.0,18.0,18.0,13.0
2026,7214,302,V,rhode-island,61,100,0.5,17,L,547,18.0,16.0,13.0,17.0,13.0,17.0,17.0,21.0,17.0,16.0,16.0,17.0,21.0,20.0,23.0,21.0,,12.0,14.0,17.0,17.0,13.0,20.0,19.0,,23.0,17.0,16.0,17.0,16.0,16.0,15.0,17.0,21.0,19.0,20.0,21.0,21.0,18.0,20.0,15.0,18.0,18.0,18.0,19.0,14.0,,17.0,19.0,17.0,19.0,19.0,19.0,14.0,14.0,22.0,,17.0,16.0,16.0,13.0,16.0,14.0,16.0,18.0,18.0,13.0
1973,7006,227,V,tennessee,76,105,0.4878048780487805,17,W,555,19.0,17.0,18.0,20.0,22.0,19.0,16.0,13.0,18.0,19.0,17.0,16.0,15.0,14.0,17.0,16.0,,19.0,18.0,14.0,19.0,18.0,16.0,20.0,,17.0,15.0,15.0,15.0,17.0,19.0,17.0,16.0,19.0,17.0,17.0,18.0,16.0,16.0,19.0,17.0,13.0,16.0,19.0,15.0,21.0,17.0,20.0,15.0,15.0,18.0,22.0,14.0,17.0,20.0,17.0,,19.0,21.0,15.0,17.0,15.0,21.0,19.0,16.0,17.0,20.0
2071,7325,303,H,tennessee,66,-420,0.8076923076923077,17,W,555,19.0,17.0,18.0,20.0,22.0,19.0,16.0,13.0,18.0,19.0,17.0,16.0,15.0,14.0,17.0,16.0,,19.0,18.0,14.0,19.0,18.0,16.0,20.0,,17.0,15.0,15.0,15.0,17.0,19.0,17.0,16.0,19.0,17.0,17.0,18.0,16.0,16.0,19.0,17.0,13.0,16.0,19.0,15.0,21.0,17.0,20.0,15.0,15.0,18.0,22.0,14.0,17.0,20.0,17.0,,19.0,21.0,15.0,17.0,15.0,21.0,19.0,16.0,17.0,20.0
2018,7143,301,N,michigan,77,-450,0.8181818181818182,17,W,741,14.0,19.0,14.0,16.0,15.0,16.0,15.0,12.0,16.0,13.0,15.0,12.0,12.0,15.0,8.0,11.0,,13.0,9.0,15.0,13.0,12.0,15.0,15.0,,12.0,16.0,17.0,18.0,12.0,15.0,16.0,12.0,16.0,13.0,18.0,11.0,12.0,13.0,13.0,14.0,16.0,14.0,15.0,17.0,18.0,14.0,13.0,17.0,14.0,15.0,13.0,12.0,19.0,15.0,12.0,,14.0,15.0,17.0,18.0,14.0,15.0,12.0,20.0,16.0,15.0
2031,7220,302,N,michigan,77,-240,0.7058823529411765,17,W,741,14.0,19.0,14.0,16.0,15.0,16.0,15.0,12.0,16.0,13.0,15.0,12.0,12.0,15.0,8.0,11.0,,13.0,9.0,15.0,13.0,12.0,15.0,15.0,,12.0,16.0,17.0,18.0,12.0,15.0,16.0,12.0,16.0,13.0,18.0,11.0,12.0,13.0,13.0,14.0,16.0,14.0,15.0,17.0,18.0,14.0,13.0,17.0,14.0,15.0,13.0,12.0,19.0,15.0,12.0,,14.0,15.0,17.0,18.0,14.0,15.0,12.0,20.0,16.0,15.0
2086,7378,303,N,michigan,75,200,0.3333333333333333,17,W,741,14.0,19.0,14.0,16.0,15.0,16.0,15.0,12.0,16.0,13.0,15.0,12.0,12.0,15.0,8.0,11.0,,13.0,9.0,15.0,13.0,12.0,15.0,15.0,,12.0,16.0,17.0,18.0,12.0,15.0,16.0,12.0,16.0,13.0,18.0,11.0,12.0,13.0,13.0,14.0,16.0,14.0,15.0,17.0,18.0,14.0,13.0,17.0,14.0,15.0,13.0,12.0,19.0,15.0,12.0,,14.0,15.0,17.0,18.0,14.0,15.0,12.0,20.0,16.0,15.0
2099,7468,304,N,michigan,75,150,0.4,17,W,741,14.0,19.0,14.0,16.0,15.0,16.0,15.0,12.0,16.0,13.0,15.0,12.0,12.0,15.0,8.0,11.0,,13.0,9.0,15.0,13.0,12.0,15.0,15.0,,12.0,16.0,17.0,18.0,12.0,15.0,16.0,12.0,16.0,13.0,18.0,11.0,12.0,13.0,13.0,14.0,16.0,14.0,15.0,17.0,18.0,14.0,13.0,17.0,14.0,15.0,13.0,12.0,19.0,15.0,12.0,,14.0,15.0,17.0,18.0,14.0,15.0,12.0,20.0,16.0,15.0
1979,7018,227,V,auburn,82,-120,0.5454545454545454,17,L,771,15.0,13.0,15.0,13.0,16.0,13.0,14.0,15.0,11.0,12.0,13.0,18.0,14.0,11.0,19.0,15.0,,18.0,12.0,13.0,14.0,17.0,10.0,12.0,,14.0,12.0,10.0,11.0,15.0,13.0,12.0,15.0,12.0,15.0,10.0,17.0,11.0,15.0,14.0,16.0,11.0,13.0,13.0,12.0,10.0,15.0,15.0,11.0,16.0,9.0,14.0,16.0,15.0,19.0,21.0,,18.0,12.0,14.0,14.0,17.0,20.0,15.0,13.0,14.0,11.0
2059,7299,303,H,auburn,79,-750,0.8823529411764706,17,W,771,15.0,13.0,15.0,13.0,16.0,13.0,14.0,15.0,11.0,12.0,13.0,18.0,14.0,11.0,19.0,15.0,,18.0,12.0,13.0,14.0,17.0,10.0,12.0,,14.0,12.0,10.0,11.0,15.0,13.0,12.0,15.0,12.0,15.0,10.0,17.0,11.0,15.0,14.0,16.0,11.0,13.0,13.0,12.0,10.0,15.0,15.0,11.0,16.0,9.0,14.0,16.0,15.0,19.0,21.0,,18.0,12.0,14.0,14.0,17.0,20.0,15.0,13.0,14.0,11.0
2034,7223,302,N,ohio-state,68,-260,0.7222222222222222,17,L,777,13.0,15.0,12.0,15.0,11.0,14.0,13.0,14.0,15.0,14.0,12.0,20.0,13.0,16.0,13.0,14.0,,16.0,11.0,12.0,12.0,14.0,14.0,11.0,,15.0,13.0,13.0,12.0,13.0,14.0,24.0,14.0,15.0,14.0,16.0,12.0,17.0,12.0,18.0,13.0,15.0,15.0,14.0,13.0,15.0,16.0,10.0,18.0,13.0,14.0,15.0,15.0,10.0,12.0,13.0,,16.0,14.0,13.0,15.0,12.0,13.0,11.0,14.0,12.0,10.0
1969,6976,226,V,texas-tech,74,300,0.25,17,L,874,10.0,12.0,16.0,12.0,14.0,11.0,12.0,11.0,10.0,11.0,14.0,15.0,16.0,10.0,10.0,12.0,,14.0,13.0,20.0,16.0,15.0,12.0,14.0,,10.0,10.0,12.0,13.0,14.0,10.0,9.0,13.0,14.0,12.0,13.0,23.0,13.0,14.0,12.0,10.0,8.0,10.0,10.0,11.0,11.0,11.0,12.0,10.0,12.0,11.0,11.0,13.0,9.0,17.0,15.0,,11.0,11.0,11.0,12.0,13.0,8.0,14.0,12.0,13.0,12.0
2061,7301,303,H,texas-tech,79,-190,0.6551724137931034,17,W,874,10.0,12.0,16.0,12.0,14.0,11.0,12.0,11.0,10.0,11.0,14.0,15.0,16.0,10.0,10.0,12.0,,14.0,13.0,20.0,16.0,15.0,12.0,14.0,,10.0,10.0,12.0,13.0,14.0,10.0,9.0,13.0,14.0,12.0,13.0,23.0,13.0,14.0,12.0,10.0,8.0,10.0,10.0,11.0,11.0,11.0,12.0,10.0,12.0,11.0,11.0,13.0,9.0,17.0,15.0,,11.0,11.0,11.0,12.0,13.0,8.0,14.0,12.0,13.0,12.0
2007,7098,301,V,wichita-state,75,-650,0.8666666666666667,17,W,930,12.0,11.0,9.0,11.0,8.0,12.0,11.0,16.0,13.0,10.0,11.0,8.0,11.0,12.0,14.0,13.0,,7.0,15.0,11.0,11.0,9.0,13.0,13.0,,13.0,14.0,11.0,14.0,11.0,12.0,13.0,9.0,11.0,10.0,11.0,10.0,14.0,11.0,8.0,12.0,14.0,11.0,11.0,14.0,12.0,13.0,14.0,14.0,10.0,13.0,10.0,10.0,12.0,9.0,11.0,,6.0,13.0,12.0,11.0,11.0,10.0,13.0,10.0,11.0,14.0
2096,7447,304,H,wichita-state,61,-160,0.6153846153846154,17,L,930,12.0,11.0,9.0,11.0,8.0,12.0,11.0,16.0,13.0,10.0,11.0,8.0,11.0,12.0,14.0,13.0,,7.0,15.0,11.0,11.0,9.0,13.0,13.0,,13.0,14.0,11.0,14.0,11.0,12.0,13.0,9.0,11.0,10.0,11.0,10.0,14.0,11.0,8.0,12.0,14.0,11.0,11.0,14.0,12.0,13.0,14.0,14.0,10.0,13.0,10.0,10.0,12.0,9.0,11.0,,6.0,13.0,12.0,11.0,11.0,10.0,13.0,10.0,11.0,14.0
2014,7128,301,V,cincinnati,78,-1100,0.9166666666666666,17,W,997,11.0,9.0,11.0,10.0,10.0,9.0,10.0,10.0,12.0,15.0,10.0,6.0,9.0,13.0,15.0,10.0,,8.0,16.0,10.0,10.0,10.0,11.0,9.0,,11.0,8.0,14.0,8.0,10.0,11.0,11.0,10.0,7.0,11.0,12.0,14.0,10.0,10.0,11.0,11.0,10.0,12.0,12.0,10.0,13.0,6.0,11.0,9.0,9.0,7.0,12.0,11.0,13.0,10.0,7.0,,10.0,10.0,8.0,9.0,9.0,11.0,10.0,9.0,10.0,16.0
2095,7446,304,V,cincinnati,62,140,0.4166666666666667,17,W,997,11.0,9.0,11.0,10.0,10.0,9.0,10.0,10.0,12.0,15.0,10.0,6.0,9.0,13.0,15.0,10.0,,8.0,16.0,10.0,10.0,10.0,11.0,9.0,,11.0,8.0,14.0,8.0,10.0,11.0,11.0,10.0,7.0,11.0,12.0,14.0,10.0,10.0,11.0,11.0,10.0,12.0,12.0,10.0,13.0,6.0,11.0,9.0,9.0,7.0,12.0,11.0,13.0,10.0,7.0,,10.0,10.0,8.0,9.0,9.0,11.0,10.0,9.0,10.0,16.0
1986,7027,227,H,north-carolina,88,-600,0.8571428571428571,17,L,1123,9.0,10.0,6.0,9.0,12.0,6.0,9.0,8.0,9.0,9.0,9.0,10.0,7.0,9.0,6.0,8.0,,11.0,6.0,4.0,9.0,5.0,9.0,10.0,,9.0,9.0,8.0,10.0,9.0,8.0,10.0,5.0,10.0,9.0,7.0,9.0,6.0,8.0,10.0,9.0,7.0,9.0,9.0,9.0,9.0,7.0,7.0,12.0,11.0,8.0,9.0,6.0,7.0,8.0,9.0,,7.0,8.0,10.0,10.0,7.0,12.0,6.0,11.0,9.0,8.0
2078,7356,303,V,north-carolina,64,280,0.2631578947368421,17,L,1123,9.0,10.0,6.0,9.0,12.0,6.0,9.0,8.0,9.0,9.0,9.0,10.0,7.0,9.0,6.0,8.0,,11.0,6.0,4.0,9.0,5.0,9.0,10.0,,9.0,9.0,8.0,10.0,9.0,8.0,10.0,5.0,10.0,9.0,7.0,9.0,6.0,8.0,10.0,9.0,7.0,9.0,9.0,9.0,9.0,7.0,7.0,12.0,11.0,8.0,9.0,6.0,7.0,8.0,9.0,,7.0,8.0,10.0,10.0,7.0,12.0,6.0,11.0,9.0,8.0
2035,7225,302,N,purdue,82,-2000,0.9523809523809523,17,W,1159,8.0,7.0,10.0,7.0,9.0,10.0,8.0,9.0,7.0,8.0,8.0,9.0,8.0,7.0,7.0,9.0,,10.0,8.0,7.0,4.0,11.0,6.0,7.0,,7.0,6.0,7.0,6.0,8.0,7.0,7.0,11.0,8.0,8.0,9.0,3.0,5.0,9.0,9.0,8.0,9.0,6.0,8.0,8.0,8.0,5.0,8.0,8.0,7.0,10.0,8.0,8.0,11.0,11.0,10.0,,13.0,9.0,7.0,8.0,6.0,5.0,9.0,6.0,8.0,7.0
2089,7381,303,N,purdue,78,-400,0.8,17,W,1159,8.0,7.0,10.0,7.0,9.0,10.0,8.0,9.0,7.0,8.0,8.0,9.0,8.0,7.0,7.0,9.0,,10.0,8.0,7.0,4.0,11.0,6.0,7.0,,7.0,6.0,7.0,6.0,8.0,7.0,7.0,11.0,8.0,8.0,9.0,3.0,5.0,9.0,9.0,8.0,9.0,6.0,8.0,8.0,8.0,5.0,8.0,8.0,7.0,10.0,8.0,8.0,11.0,11.0,10.0,,13.0,9.0,7.0,8.0,6.0,5.0,9.0,6.0,8.0,7.0
2100,7469,304,N,purdue,66,-180,0.6428571428571429,17,L,1159,8.0,7.0,10.0,7.0,9.0,10.0,8.0,9.0,7.0,8.0,8.0,9.0,8.0,7.0,7.0,9.0,,10.0,8.0,7.0,4.0,11.0,6.0,7.0,,7.0,6.0,7.0,6.0,8.0,7.0,7.0,11.0,8.0,8.0,9.0,3.0,5.0,9.0,9.0,8.0,9.0,6.0,8.0,8.0,8.0,5.0,8.0,8.0,7.0,10.0,8.0,8.0,11.0,11.0,10.0,,13.0,9.0,7.0,8.0,6.0,5.0,9.0,6.0,8.0,7.0
2090,7391,303,N,gonzaga,83,NL,0.5,17,W,1210,6.0,5.0,8.0,8.0,6.0,8.0,7.0,4.0,8.0,7.0,6.0,4.0,10.0,8.0,12.0,5.0,,4.0,10.0,9.0,8.0,3.0,8.0,4.0,,8.0,11.0,9.0,7.0,4.0,9.0,8.0,7.0,5.0,7.0,8.0,5.0,9.0,6.0,4.0,5.0,12.0,8.0,6.0,7.0,7.0,9.0,9.0,7.0,5.0,12.0,7.0,5.0,5.0,6.0,5.0,,5.0,7.0,9.0,7.0,8.0,9.0,8.0,5.0,7.0,9.0
1968,6975,226,H,kansas,80,-1000,0.9090909090909091,17,W,1252,7.0,8.0,5.0,6.0,7.0,7.0,6.0,6.0,6.0,5.0,7.0,7.0,6.0,5.0,9.0,6.0,,9.0,5.0,8.0,7.0,7.0,7.0,8.0,,6.0,7.0,6.0,9.0,5.0,6.0,5.0,8.0,9.0,6.0,6.0,7.0,8.0,7.0,6.0,7.0,5.0,5.0,7.0,6.0,6.0,8.0,5.0,4.0,8.0,6.0,6.0,9.0,6.0,3.0,4.0,,8.0,6.0,6.0,4.0,10.0,6.0,5.0,8.0,4.0,5.0
2066,7308,303,V,kansas,64,-175,0.6363636363636364,17,L,1252,7.0,8.0,5.0,6.0,7.0,7.0,6.0,6.0,6.0,5.0,7.0,7.0,6.0,5.0,9.0,6.0,,9.0,5.0,8.0,7.0,7.0,7.0,8.0,,6.0,7.0,6.0,9.0,5.0,6.0,5.0,8.0,9.0,6.0,6.0,7.0,8.0,7.0,6.0,7.0,5.0,5.0,7.0,6.0,6.0,8.0,5.0,4.0,8.0,6.0,6.0,9.0,6.0,3.0,4.0,,8.0,6.0,6.0,4.0,10.0,6.0,5.0,8.0,4.0,5.0
1965,6972,226,V,duke,63,-250,0.7142857142857143,17,L,1340,5.0,6.0,3.0,5.0,5.0,3.0,3.0,7.0,5.0,6.0,5.0,11.0,4.0,6.0,4.0,4.0,,3.0,7.0,3.0,3.0,6.0,5.0,5.0,,4.0,5.0,5.0,5.0,3.0,4.0,3.0,6.0,6.0,5.0,4.0,6.0,7.0,3.0,5.0,4.0,3.0,7.0,5.0,5.0,5.0,2.0,6.0,5.0,6.0,5.0,5.0,7.0,8.0,5.0,8.0,,9.0,5.0,5.0,3.0,4.0,4.0,7.0,7.0,3.0,6.0
2079,7357,303,H,duke,74,-360,0.782608695652174,17,W,1340,5.0,6.0,3.0,5.0,5.0,3.0,3.0,7.0,5.0,6.0,5.0,11.0,4.0,6.0,4.0,4.0,,3.0,7.0,3.0,3.0,6.0,5.0,5.0,,4.0,5.0,5.0,5.0,3.0,4.0,3.0,6.0,6.0,5.0,4.0,6.0,7.0,3.0,5.0,4.0,3.0,7.0,5.0,5.0,5.0,2.0,6.0,5.0,6.0,5.0,5.0,7.0,8.0,5.0,8.0,,9.0,5.0,5.0,3.0,4.0,4.0,7.0,7.0,3.0,6.0
1998,7056,228,V,villanova,69,-400,0.8,17,W,1398,3.0,3.0,7.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,2.0,7.0,,6.0,3.0,6.0,5.0,8.0,3.0,6.0,,3.0,3.0,3.0,2.0,7.0,5.0,2.0,3.0,4.0,4.0,3.0,8.0,3.0,4.0,7.0,6.0,6.0,3.0,4.0,3.0,3.0,3.0,4.0,6.0,3.0,3.0,3.0,4.0,3.0,7.0,3.0,,3.0,3.0,3.0,5.0,5.0,7.0,3.0,3.0,6.0,3.0
2045,7269,303,H,villanova,97,-3500,0.9722222222222222,17,W,1398,3.0,3.0,7.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,2.0,7.0,,6.0,3.0,6.0,5.0,8.0,3.0,6.0,,3.0,3.0,3.0,2.0,7.0,5.0,2.0,3.0,4.0,4.0,3.0,8.0,3.0,4.0,7.0,6.0,6.0,3.0,4.0,3.0,3.0,3.0,4.0,6.0,3.0,3.0,3.0,4.0,3.0,7.0,3.0,,3.0,3.0,3.0,5.0,5.0,7.0,3.0,3.0,6.0,3.0
1992,7037,228,H,xavier,84,-700,0.875,17,W,1399,4.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,3.0,,5.0,4.0,5.0,6.0,4.0,4.0,3.0,,5.0,4.0,4.0,4.0,6.0,3.0,6.0,4.0,3.0,3.0,5.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,10.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,6.0,,4.0,4.0,4.0,6.0,3.0,3.0,4.0,4.0,5.0,4.0
2039,7258,303,V,xavier,65,-360,0.782608695652174,17,W,1399,4.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,3.0,,5.0,4.0,5.0,6.0,4.0,4.0,3.0,,5.0,4.0,4.0,4.0,6.0,3.0,6.0,4.0,3.0,3.0,5.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,10.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,6.0,,4.0,4.0,4.0,6.0,3.0,3.0,4.0,4.0,5.0,4.0
2030,7219,302,N,michigan-state,63,-800,0.8888888888888888,17,W,1547,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,1.0,,2.0,2.0,1.0,3.0,1.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
