,index,Date,VH,Team,Final,ML,Probability,Week,Result,Aggregate,elton-alexander,tyson-alger,mike-barber,john-bohnenkamp,dave-borges,rick-bozich,kevin-brockway,jp-butler,jason-butt,christian-caple,jerry-carino,david-cloninger,richard-croome,chris-dachille,seth-davis,doug-doughty,john-feinstein,justin-ferguson,clay-fowler,marcus-fuller,chris-goff,cormac-gordon,geoff-grammer,doug-haller,kelly-hines,bob-holt,cecil-hurt,joe-juliano,hugh-kellenberger,paul-klee,joe-leadingham,andrew-lopez,kevin-lyttle,scott-mansch,matt-mccoy,john-mcnamara,kevin-mcnamara,craig-meyer,sheldon-mickles,mandy-mitchell,chris-murray,patrick-murray,jon-nyatawa,dana-oneil,zach-osterman,tod-palmer,tony-parks,soren-petro,krista-pirtle,bj-rains,scott-richey,jon-rothstein,shannon-ryan,stephen-schramm,terry-toohey,matt-vautour,matt-velazquez,mitch-vingle,dick-vitale,jon-wilner,steve-wiseman,scott-wolf,mark-berman,craig-handel,graham-couch
1604,6428,222,V,oregon,68,-175,0.6363636363636364,16,W,1276,6.0,4.0,6.0,8.0,8.0,6.0,6.0,7.0,6.0,5.0,6.0,8.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,10.0,5.0,7.0,6.0,,6.0,6.0,5.0,8.0,11.0,4.0,6.0,6.0,4.0,7.0,4.0,6.0,7.0,7.0,5.0,6.0,5.0,4.0,7.0,7.0,8.0,5.0,8.0,7.0,6.0,4.0,6.0,5.0,6.0,4.0,7.0,6.0,4.0,7.0,6.0,7.0,8.0,4.0,4.0,6.0,5.0
1654,6646,225,V,oregon,75,-300,0.75,16,W,1276,6.0,4.0,6.0,8.0,8.0,6.0,6.0,7.0,6.0,5.0,6.0,8.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,10.0,5.0,7.0,6.0,,6.0,6.0,5.0,8.0,11.0,4.0,6.0,6.0,4.0,7.0,4.0,6.0,7.0,7.0,5.0,6.0,5.0,4.0,7.0,7.0,8.0,5.0,8.0,7.0,6.0,4.0,6.0,5.0,6.0,4.0,7.0,6.0,4.0,7.0,6.0,7.0,8.0,4.0,4.0,6.0,5.0
1614,6492,223,V,ucla,87,-2000,0.9523809523809523,16,W,1300,5.0,6.0,5.0,5.0,3.0,9.0,5.0,6.0,4.0,7.0,5.0,6.0,4.0,5.0,7.0,7.0,5.0,5.0,5.0,5.0,8.0,6.0,4.0,,5.0,5.0,4.0,6.0,6.0,10.0,5.0,3.0,8.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,4.0,6.0,6.0,4.0,6.0,9.0,5.0,4.0,4.0,6.0,5.0,7.0,4.0,6.0,4.0,5.0,7.0,5.0,4.0,10.0,5.0,11.0,6.0,9.0,6.0
1674,6722,225,V,ucla,77,105,0.4878048780487805,16,W,1300,5.0,6.0,5.0,5.0,3.0,9.0,5.0,6.0,4.0,7.0,5.0,6.0,4.0,5.0,7.0,7.0,5.0,5.0,5.0,5.0,8.0,6.0,4.0,,5.0,5.0,4.0,6.0,6.0,10.0,5.0,3.0,8.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,4.0,6.0,6.0,4.0,6.0,9.0,5.0,4.0,4.0,6.0,5.0,7.0,4.0,6.0,4.0,5.0,7.0,5.0,4.0,10.0,5.0,11.0,6.0,9.0,6.0
1618,6497,223,H,arizona,90,-550,0.8461538461538461,16,W,1336,4.0,5.0,4.0,4.0,5.0,8.0,4.0,5.0,5.0,6.0,4.0,4.0,6.0,7.0,6.0,4.0,4.0,4.0,4.0,4.0,7.0,4.0,5.0,,4.0,4.0,6.0,4.0,5.0,7.0,4.0,5.0,6.0,4.0,6.0,4.0,4.0,4.0,4.0,7.0,6.0,5.0,5.0,5.0,4.0,8.0,4.0,5.0,5.0,5.0,4.0,6.0,9.0,5.0,5.0,4.0,5.0,4.0,8.0,6.0,4.0,5.0,5.0,8.0,7.0
1675,6723,225,H,arizona,72,-125,0.5555555555555556,16,L,1336,4.0,5.0,4.0,4.0,5.0,8.0,4.0,5.0,5.0,6.0,4.0,4.0,6.0,7.0,6.0,4.0,4.0,4.0,4.0,4.0,7.0,4.0,5.0,,4.0,4.0,6.0,4.0,5.0,7.0,4.0,5.0,6.0,4.0,6.0,4.0,4.0,4.0,4.0,7.0,6.0,5.0,5.0,5.0,4.0,8.0,4.0,5.0,5.0,5.0,4.0,6.0,9.0,5.0,5.0,4.0,5.0,4.0,8.0,6.0,4.0,5.0,5.0,8.0,7.0
1591,6397,222,H,kansas,87,-1050,0.9130434782608695,16,W,1480,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0
1658,6676,225,V,kansas,77,-450,0.8181818181818182,16,W,1480,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0
1609,6433,222,H,villanova,66,-600,0.8571428571428571,16,L,1532,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0
1646,6617,225,H,villanova,79,-750,0.8823529411764706,16,W,1532,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0
1620,6504,223,V,gonzaga,96,-13500,0.9926470588235294,16,W,1593,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
1673,6721,225,H,gonzaga,71,-5000,0.9803921568627451,16,L,1593,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
1696,6858,228,V,maryland,79,-240,0.7058823529411765,17,W,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1712,6910,301,V,arkansas,65,425,0.19047619047619047,17,L,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,
1741,7067,303,H,princeton,73,-340,0.7727272727272727,17,W,1,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,7151,304,H,arkansas,85,-310,0.7560975609756098,17,W,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,
1780,7209,304,H,princeton,85,NL,0.5,17,W,1,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1796,7267,304,N,byu,89,-400,0.8,17,W,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1801,7313,304,H,maryland,63,-210,0.6774193548387096,17,W,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1695,6839,227,H,virginia-tech,66,-105,0.5121951219512195,17,W,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,
1734,6971,301,H,vermont,86,-16500,0.9939759036144579,17,W,2,,,,,,,,,,,,,,25.0,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1778,7201,304,H,virginia-tech,84,-125,0.5555555555555556,17,L,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,
1727,6944,301,V,michigan-state,70,100,0.5,17,L,3,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,7113,303,N,monmouth,84,-700,0.875,17,W,3,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,7312,304,V,michigan-state,60,180,0.35714285714285715,17,L,3,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1809,7339,305,N,monmouth,85,-320,0.7619047619047619,17,L,3,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1728,6949,301,H,usc,87,-1800,0.9473684210526315,17,W,7,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,
1784,7221,304,H,usc,74,-2000,0.9523809523809523,17,W,7,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,
1705,6885,228,H,creighton,82,-500,0.8333333333333334,17,W,12,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,25.0,,,,,,25.0,,,,,,,,,21.0,,,,24.0,,,,,,24.0,,,,
1766,7162,304,V,creighton,83,175,0.36363636363636365,17,L,12,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,25.0,,,,,,25.0,,,,,,,,,21.0,,,,24.0,,,,,,24.0,,,,
1714,6914,301,V,michigan,65,-135,0.574468085106383,17,L,14,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,24.0
1806,7326,305,V,michigan,93,-240,0.7058823529411765,17,W,14,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,24.0
1720,6933,301,H,dayton,79,-200,0.6666666666666666,17,W,32,22.0,,,,25.0,,,25.0,,,24.0,,,23.0,,24.0,,25.0,24.0,,,,,,,,,23.0,,,,25.0,,,25.0,,22.0,24.0,,,,,,,,,,,,,,,,,,24.0,,,,25.0,,,25.0,,25.0
1787,7230,304,V,dayton,81,-180,0.6428571428571429,17,L,32,22.0,,,,25.0,,,25.0,,,24.0,,,23.0,,24.0,,25.0,24.0,,,,,,,,,23.0,,,,25.0,,,25.0,,22.0,24.0,,,,,,,,,,,,,,,,,,24.0,,,,25.0,,,25.0,,25.0
1710,6894,228,V,oklahoma-state,83,155,0.39215686274509803,17,L,51,,,,25.0,,,,,21.0,,,,25.0,,24.0,,,,,,25.0,,19.0,,25.0,24.0,25.0,,24.0,24.0,,,23.0,,,,25.0,,25.0,25.0,,,24.0,,,22.0,,,22.0,23.0,24.0,,25.0,25.0,,,,25.0,,,25.0,25.0,,,
1783,7217,304,H,oklahoma-state,85,105,0.4878048780487805,17,L,51,,,,25.0,,,,,21.0,,,,25.0,,24.0,,,,,,25.0,,19.0,,25.0,24.0,25.0,,24.0,24.0,,,23.0,,,,25.0,,25.0,25.0,,,24.0,,,22.0,,,22.0,23.0,24.0,,25.0,25.0,,,,25.0,,,25.0,25.0,,,
1711,6895,228,H,iowa-state,86,-175,0.6363636363636364,17,W,164,,24.0,22.0,21.0,24.0,22.0,,23.0,23.0,24.0,25.0,25.0,21.0,,20.0,22.0,23.0,24.0,,24.0,21.0,20.0,20.0,,,,,,21.0,25.0,23.0,23.0,22.0,,,,24.0,25.0,24.0,23.0,,24.0,21.0,24.0,24.0,25.0,21.0,21.0,21.0,22.0,,20.0,,24.0,23.0,20.0,23.0,23.0,25.0,,21.0,24.0,20.0,,20.0
1745,7086,303,V,iowa-state,76,290,0.2564102564102564,17,L,164,,24.0,22.0,21.0,24.0,22.0,,23.0,23.0,24.0,25.0,25.0,21.0,,20.0,22.0,23.0,24.0,,24.0,21.0,20.0,20.0,,,,,,21.0,25.0,23.0,23.0,22.0,,,,24.0,25.0,24.0,23.0,,24.0,21.0,24.0,24.0,25.0,21.0,21.0,21.0,22.0,,20.0,,24.0,23.0,20.0,23.0,23.0,25.0,,21.0,24.0,20.0,,20.0
1689,6821,227,H,virginia,53,150,0.4,17,W,193,,22.0,19.0,23.0,,25.0,,22.0,20.0,25.0,23.0,20.0,22.0,,,23.0,,23.0,22.0,23.0,24.0,25.0,23.0,,23.0,25.0,22.0,25.0,20.0,23.0,,,,24.0,22.0,22.0,,,21.0,21.0,23.0,23.0,,23.0,22.0,19.0,,19.0,25.0,21.0,19.0,22.0,24.0,22.0,22.0,22.0,20.0,,21.0,17.0,,22.0,,15.0,22.0
1754,7133,304,H,virginia,67,-700,0.875,17,W,193,,22.0,19.0,23.0,,25.0,,22.0,20.0,25.0,23.0,20.0,22.0,,,23.0,,23.0,22.0,23.0,24.0,25.0,23.0,,23.0,25.0,22.0,25.0,20.0,23.0,,,,24.0,22.0,22.0,,,21.0,21.0,23.0,23.0,,23.0,22.0,19.0,,19.0,25.0,21.0,19.0,22.0,24.0,22.0,22.0,22.0,20.0,,21.0,17.0,,22.0,,15.0,22.0
1738,7009,302,H,wisconsin,57,-900,0.9,17,L,206,,21.0,,22.0,,24.0,22.0,21.0,24.0,22.0,22.0,16.0,24.0,,,,,20.0,18.0,,23.0,24.0,25.0,,21.0,23.0,17.0,20.0,18.0,,22.0,20.0,,20.0,24.0,23.0,20.0,22.0,22.0,,21.0,21.0,,22.0,21.0,16.0,23.0,,,25.0,,23.0,23.0,20.0,25.0,23.0,22.0,21.0,23.0,19.0,,20.0,,22.0,
1802,7315,305,H,wisconsin,66,-450,0.8181818181818182,17,W,206,,21.0,,22.0,,24.0,22.0,21.0,24.0,22.0,22.0,16.0,24.0,,,,,20.0,18.0,,23.0,24.0,25.0,,21.0,23.0,17.0,20.0,18.0,,22.0,20.0,,20.0,24.0,23.0,20.0,22.0,22.0,,21.0,21.0,,22.0,21.0,16.0,23.0,,,25.0,,23.0,23.0,20.0,25.0,23.0,22.0,21.0,23.0,19.0,,20.0,,22.0,
1748,7093,303,N,wichita-state,82,NL,0.5,17,W,244,21.0,23.0,25.0,24.0,20.0,18.0,21.0,24.0,,21.0,19.0,23.0,23.0,19.0,,21.0,12.0,22.0,23.0,22.0,,22.0,21.0,,22.0,22.0,24.0,22.0,23.0,16.0,24.0,21.0,19.0,23.0,23.0,21.0,,19.0,23.0,22.0,24.0,,23.0,21.0,23.0,24.0,17.0,20.0,23.0,24.0,,,19.0,23.0,21.0,25.0,,24.0,22.0,21.0,23.0,21.0,22.0,21.0,23.0
1795,7265,304,N,wichita-state,78,-2500,0.9615384615384616,17,W,244,21.0,23.0,25.0,24.0,20.0,18.0,21.0,24.0,,21.0,19.0,23.0,23.0,19.0,,21.0,12.0,22.0,23.0,22.0,,22.0,21.0,,22.0,22.0,24.0,22.0,23.0,16.0,24.0,21.0,19.0,23.0,23.0,21.0,,19.0,23.0,22.0,24.0,,23.0,21.0,23.0,24.0,17.0,20.0,23.0,24.0,,,19.0,23.0,21.0,25.0,,24.0,22.0,21.0,23.0,21.0,22.0,21.0,23.0
1807,7332,305,N,wichita-state,71,-300,0.75,17,W,244,21.0,23.0,25.0,24.0,20.0,18.0,21.0,24.0,,21.0,19.0,23.0,23.0,19.0,,21.0,12.0,22.0,23.0,22.0,,22.0,21.0,,22.0,22.0,24.0,22.0,23.0,16.0,24.0,21.0,19.0,23.0,23.0,21.0,,19.0,23.0,22.0,24.0,,23.0,21.0,23.0,24.0,17.0,20.0,23.0,24.0,,,19.0,23.0,21.0,25.0,,24.0,22.0,21.0,23.0,21.0,22.0,21.0,23.0
1718,6927,301,H,notre-dame,82,-2000,0.9523809523809523,17,W,475,19.0,17.0,18.0,16.0,22.0,17.0,17.0,15.0,15.0,20.0,18.0,21.0,20.0,18.0,22.0,19.0,19.0,19.0,21.0,20.0,17.0,17.0,17.0,,17.0,21.0,15.0,19.0,,21.0,20.0,22.0,18.0,21.0,20.0,16.0,12.0,21.0,20.0,16.0,19.0,20.0,14.0,18.0,18.0,18.0,22.0,15.0,20.0,18.0,22.0,17.0,14.0,16.0,20.0,15.0,15.0,16.0,19.0,23.0,19.0,16.0,15.0,25.0,
1758,7146,304,V,notre-dame,64,290,0.2564102564102564,17,L,475,19.0,17.0,18.0,16.0,22.0,17.0,17.0,15.0,15.0,20.0,18.0,21.0,20.0,18.0,22.0,19.0,19.0,19.0,21.0,20.0,17.0,17.0,17.0,,17.0,21.0,15.0,19.0,,21.0,20.0,22.0,18.0,21.0,20.0,16.0,12.0,21.0,20.0,16.0,19.0,20.0,14.0,18.0,18.0,18.0,22.0,15.0,20.0,18.0,22.0,17.0,14.0,16.0,20.0,15.0,15.0,16.0,19.0,23.0,19.0,16.0,15.0,25.0,
1735,6983,302,H,cincinnati,65,-350,0.7777777777777778,17,W,494,18.0,18.0,17.0,18.0,15.0,21.0,20.0,17.0,18.0,18.0,20.0,15.0,17.0,21.0,12.0,20.0,21.0,21.0,14.0,15.0,19.0,19.0,24.0,,19.0,18.0,19.0,18.0,22.0,18.0,18.0,18.0,20.0,17.0,19.0,20.0,18.0,14.0,18.0,24.0,20.0,15.0,20.0,19.0,13.0,21.0,20.0,22.0,16.0,19.0,17.0,18.0,22.0,19.0,19.0,17.0,19.0,17.0,18.0,15.0,14.0,15.0,19.0,19.0,19.0
1803,7316,305,V,cincinnati,67,-300,0.75,17,W,494,18.0,18.0,17.0,18.0,15.0,21.0,20.0,17.0,18.0,18.0,20.0,15.0,17.0,21.0,12.0,20.0,21.0,21.0,14.0,15.0,19.0,19.0,24.0,,19.0,18.0,19.0,18.0,22.0,18.0,18.0,18.0,20.0,17.0,19.0,20.0,18.0,14.0,18.0,24.0,20.0,15.0,20.0,19.0,13.0,21.0,20.0,22.0,16.0,19.0,17.0,18.0,22.0,19.0,19.0,17.0,19.0,17.0,18.0,15.0,14.0,15.0,19.0,19.0,19.0
1701,6867,228,H,duke,75,-310,0.7560975609756098,17,W,610,14.0,14.0,14.0,15.0,18.0,20.0,18.0,18.0,19.0,16.0,21.0,19.0,16.0,22.0,19.0,15.0,17.0,18.0,17.0,16.0,18.0,16.0,15.0,,16.0,16.0,14.0,15.0,19.0,17.0,19.0,19.0,17.0,18.0,15.0,17.0,21.0,18.0,15.0,12.0,18.0,14.0,15.0,16.0,15.0,17.0,19.0,14.0,15.0,15.0,16.0,15.0,12.0,13.0,16.0,13.0,13.0,15.0,16.0,14.0,18.0,18.0,18.0,20.0,16.0
1788,7232,304,V,duke,83,290,0.2564102564102564,17,L,610,14.0,14.0,14.0,15.0,18.0,20.0,18.0,18.0,19.0,16.0,21.0,19.0,16.0,22.0,19.0,15.0,17.0,18.0,17.0,16.0,18.0,16.0,15.0,,16.0,16.0,14.0,15.0,19.0,17.0,19.0,19.0,17.0,18.0,15.0,17.0,21.0,18.0,15.0,12.0,18.0,14.0,15.0,16.0,15.0,17.0,19.0,14.0,15.0,15.0,16.0,15.0,12.0,13.0,16.0,13.0,13.0,15.0,16.0,14.0,18.0,18.0,18.0,20.0,16.0
1699,6865,228,H,purdue,86,-750,0.8823529411764706,17,W,643,13.0,16.0,15.0,20.0,14.0,16.0,16.0,16.0,16.0,17.0,16.0,13.0,18.0,16.0,15.0,13.0,16.0,13.0,15.0,14.0,15.0,14.0,14.0,,18.0,17.0,20.0,16.0,16.0,20.0,17.0,17.0,16.0,10.0,17.0,19.0,17.0,17.0,16.0,19.0,14.0,16.0,19.0,17.0,17.0,15.0,18.0,13.0,13.0,20.0,15.0,16.0,17.0,15.0,17.0,16.0,18.0,19.0,12.0,12.0,15.0,19.0,17.0,18.0,10.0
1810,7358,305,V,purdue,69,-170,0.6296296296296297,17,W,643,13.0,16.0,15.0,20.0,14.0,16.0,16.0,16.0,16.0,17.0,16.0,13.0,18.0,16.0,15.0,13.0,16.0,13.0,15.0,14.0,15.0,14.0,14.0,,18.0,17.0,20.0,16.0,16.0,20.0,17.0,17.0,16.0,10.0,17.0,19.0,17.0,17.0,16.0,19.0,14.0,16.0,19.0,17.0,17.0,15.0,18.0,13.0,13.0,20.0,15.0,16.0,17.0,15.0,17.0,16.0,18.0,19.0,12.0,12.0,15.0,19.0,17.0,18.0,10.0
1700,6866,228,V,florida-state,70,260,0.2777777777777778,17,L,708,16.0,13.0,20.0,13.0,13.0,13.0,12.0,14.0,17.0,13.0,14.0,22.0,14.0,13.0,16.0,11.0,20.0,16.0,13.0,19.0,16.0,13.0,18.0,,13.0,15.0,16.0,12.0,14.0,15.0,14.0,14.0,14.0,19.0,13.0,13.0,13.0,15.0,17.0,11.0,17.0,12.0,13.0,15.0,19.0,13.0,14.0,16.0,19.0,14.0,13.0,19.0,15.0,17.0,11.0,19.0,17.0,13.0,15.0,13.0,17.0,14.0,16.0,13.0,15.0
1775,7183,304,H,florida-state,66,-310,0.7560975609756098,17,W,708,16.0,13.0,20.0,13.0,13.0,13.0,12.0,14.0,17.0,13.0,14.0,22.0,14.0,13.0,16.0,11.0,20.0,16.0,13.0,19.0,16.0,13.0,18.0,,13.0,15.0,16.0,12.0,14.0,15.0,14.0,14.0,14.0,19.0,13.0,13.0,13.0,15.0,17.0,11.0,17.0,12.0,13.0,15.0,19.0,13.0,14.0,16.0,19.0,14.0,13.0,19.0,15.0,17.0,11.0,19.0,17.0,13.0,15.0,13.0,17.0,14.0,16.0,13.0,15.0
1769,7165,304,H,butler,64,-420,0.8076923076923077,17,L,782,20.0,11.0,21.0,12.0,19.0,15.0,13.0,11.0,14.0,15.0,11.0,14.0,12.0,15.0,17.0,17.0,11.0,14.0,16.0,12.0,10.0,15.0,22.0,,11.0,11.0,12.0,14.0,15.0,10.0,16.0,16.0,10.0,15.0,12.0,15.0,14.0,13.0,12.0,15.0,11.0,13.0,16.0,14.0,11.0,14.0,16.0,18.0,14.0,13.0,14.0,10.0,13.0,18.0,13.0,11.0,10.0,12.0,20.0,16.0,13.0,10.0,13.0,10.0,11.0
1713,6911,301,H,florida,78,-550,0.8461538461538461,17,W,796,12.0,15.0,11.0,14.0,10.0,14.0,14.0,13.0,10.0,12.0,15.0,17.0,15.0,12.0,11.0,14.0,13.0,11.0,10.0,17.0,13.0,12.0,11.0,,15.0,14.0,13.0,17.0,12.0,13.0,12.0,13.0,13.0,12.0,16.0,18.0,11.0,16.0,14.0,13.0,12.0,17.0,18.0,13.0,14.0,12.0,11.0,11.0,12.0,16.0,20.0,13.0,18.0,14.0,12.0,14.0,14.0,14.0,11.0,18.0,16.0,13.0,11.0,14.0,12.0
1764,7154,304,V,florida,71,-170,0.6296296296296297,17,L,796,12.0,15.0,11.0,14.0,10.0,14.0,14.0,13.0,10.0,12.0,15.0,17.0,15.0,12.0,11.0,14.0,13.0,11.0,10.0,17.0,13.0,12.0,11.0,,15.0,14.0,13.0,17.0,12.0,13.0,12.0,13.0,13.0,12.0,16.0,18.0,11.0,16.0,14.0,13.0,12.0,17.0,18.0,13.0,14.0,12.0,11.0,11.0,12.0,16.0,20.0,13.0,18.0,14.0,12.0,14.0,14.0,14.0,11.0,18.0,16.0,13.0,11.0,14.0,12.0
1691,6823,227,H,baylor,71,-110,0.5238095238095238,17,W,908,11.0,10.0,16.0,11.0,16.0,11.0,11.0,10.0,12.0,14.0,12.0,12.0,11.0,14.0,14.0,12.0,14.0,12.0,11.0,11.0,11.0,11.0,12.0,,10.0,12.0,11.0,11.0,10.0,9.0,11.0,11.0,12.0,16.0,11.0,11.0,16.0,11.0,11.0,14.0,13.0,9.0,12.0,12.0,8.0,10.0,12.0,12.0,11.0,10.0,12.0,14.0,11.0,8.0,15.0,12.0,12.0,11.0,13.0,10.0,12.0,12.0,14.0,11.0,14.0
1773,7180,304,V,baylor,75,-260,0.7222222222222222,17,W,908,11.0,10.0,16.0,11.0,16.0,11.0,11.0,10.0,12.0,14.0,12.0,12.0,11.0,14.0,14.0,12.0,14.0,12.0,11.0,11.0,11.0,11.0,12.0,,10.0,12.0,11.0,11.0,10.0,9.0,11.0,11.0,12.0,16.0,11.0,11.0,16.0,11.0,11.0,14.0,13.0,9.0,12.0,12.0,8.0,10.0,12.0,12.0,11.0,10.0,12.0,14.0,11.0,8.0,15.0,12.0,12.0,11.0,13.0,10.0,12.0,12.0,14.0,11.0,14.0
1690,6822,227,V,west-virginia,62,-110,0.5238095238095238,17,L,1022,9.0,12.0,9.0,10.0,12.0,10.0,10.0,12.0,9.0,10.0,10.0,9.0,10.0,6.0,13.0,10.0,10.0,10.0,12.0,10.0,12.0,9.0,10.0,,12.0,9.0,10.0,9.0,8.0,11.0,10.0,9.0,11.0,11.0,10.0,9.0,9.0,10.0,10.0,10.0,10.0,8.0,9.0,10.0,12.0,11.0,9.0,9.0,10.0,11.0,11.0,8.0,10.0,10.0,10.0,10.0,11.0,10.0,10.0,11.0,10.0,7.0,8.0,12.0,13.0
1746,7087,303,H,west-virginia,87,-350,0.7777777777777778,17,W,1022,9.0,12.0,9.0,10.0,12.0,10.0,10.0,12.0,9.0,10.0,10.0,9.0,10.0,6.0,13.0,10.0,10.0,10.0,12.0,10.0,12.0,9.0,10.0,,12.0,9.0,10.0,9.0,8.0,11.0,10.0,9.0,11.0,11.0,10.0,9.0,9.0,10.0,10.0,10.0,10.0,8.0,9.0,10.0,12.0,11.0,9.0,9.0,10.0,11.0,11.0,8.0,10.0,10.0,10.0,10.0,11.0,10.0,10.0,11.0,10.0,7.0,8.0,12.0,13.0
