,index,Date,VH,Team,Final,ML,Probability,Week,Result,Aggregate,elton-alexander,tyson-alger,mike-barber,john-bohnenkamp,dave-borges,rick-bozich,kevin-brockway,jp-butler,jason-butt,christian-caple,jerry-carino,david-cloninger,richard-croome,chris-dachille,seth-davis,doug-doughty,john-feinstein,justin-ferguson,clay-fowler,marcus-fuller,chris-goff,cormac-gordon,geoff-grammer,doug-haller,kelly-hines,bob-holt,cecil-hurt,joe-juliano,hugh-kellenberger,paul-klee,joe-leadingham,andrew-lopez,kevin-lyttle,scott-mansch,matt-mccoy,john-mcnamara,kevin-mcnamara,craig-meyer,sheldon-mickles,mandy-mitchell,chris-murray,patrick-murray,jon-nyatawa,dana-oneil,zach-osterman,tod-palmer,tony-parks,soren-petro,krista-pirtle,bj-rains,scott-richey,jon-rothstein,shannon-ryan,stephen-schramm,terry-toohey,matt-vautour,matt-velazquez,mitch-vingle,dick-vitale,jon-wilner,steve-wiseman,scott-wolf,mark-berman,craig-handel,graham-couch
1708,6891,228,H,kentucky,73,-700,0.875,17,W,1102,8.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,7.0,9.0,9.0,10.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,5.0,9.0,10.0,9.0,,9.0,8.0,9.0,10.0,11.0,12.0,9.0,7.0,9.0,6.0,9.0,6.0,10.0,8.0,8.0,9.0,7.0,11.0,8.0,9.0,10.0,9.0,8.0,6.0,9.0,9.0,8.0,11.0,8.0,11.0,9.0,9.0,9.0,8.0,8.0,9.0,7.0,11.0,10.0,9.0,9.0
1755,7134,304,V,kentucky,71,-300,0.75,17,W,1102,8.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,7.0,9.0,9.0,10.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,5.0,9.0,10.0,9.0,,9.0,8.0,9.0,10.0,11.0,12.0,9.0,7.0,9.0,6.0,9.0,6.0,10.0,8.0,8.0,9.0,7.0,11.0,8.0,9.0,10.0,9.0,8.0,6.0,9.0,9.0,8.0,11.0,8.0,11.0,9.0,9.0,9.0,8.0,8.0,9.0,7.0,11.0,10.0,9.0,9.0
1723,6938,301,V,louisville,81,-185,0.6491228070175439,17,L,1158,10.0,8.0,7.0,8.0,8.0,5.0,8.0,8.0,11.0,7.0,8.0,8.0,8.0,8.0,6.0,9.0,7.0,8.0,8.0,8.0,7.0,6.0,8.0,,8.0,10.0,8.0,8.0,9.0,4.0,8.0,10.0,8.0,9.0,7.0,10.0,7.0,9.0,9.0,8.0,8.0,10.0,10.0,8.0,6.0,7.0,10.0,7.0,8.0,8.0,9.0,6.0,7.0,9.0,8.0,8.0,7.0,9.0,6.0,7.0,9.0,8.0,9.0,8.0,3.0
1759,7147,304,H,louisville,71,-350,0.7777777777777778,17,W,1158,10.0,8.0,7.0,8.0,8.0,5.0,8.0,8.0,11.0,7.0,8.0,8.0,8.0,8.0,6.0,9.0,7.0,8.0,8.0,8.0,7.0,6.0,8.0,,8.0,10.0,8.0,8.0,9.0,4.0,8.0,10.0,8.0,9.0,7.0,10.0,7.0,9.0,9.0,8.0,8.0,10.0,10.0,8.0,6.0,7.0,10.0,7.0,8.0,8.0,9.0,6.0,7.0,9.0,8.0,8.0,7.0,9.0,6.0,7.0,9.0,8.0,9.0,8.0,3.0
1777,7194,304,V,arizona,73,-450,0.8181818181818182,17,W,1207,5.0,7.0,10.0,6.0,7.0,8.0,7.0,7.0,5.0,8.0,7.0,5.0,7.0,10.0,8.0,6.0,8.0,7.0,4.0,7.0,8.0,7.0,7.0,,7.0,7.0,7.0,7.0,3.0,8.0,3.0,8.0,7.0,7.0,8.0,8.0,6.0,6.0,7.0,7.0,9.0,7.0,7.0,7.0,9.0,8.0,7.0,10.0,7.0,7.0,7.0,9.0,9.0,7.0,6.0,7.0,8.0,7.0,9.0,8.0,5.0,9.0,7.0,7.0,7.0
1779,7206,304,V,oregon,80,NL,0.5,17,W,1321,6.0,5.0,6.0,7.0,6.0,6.0,6.0,6.0,4.0,4.0,5.0,7.0,5.0,4.0,7.0,3.0,3.0,6.0,7.0,9.0,6.0,8.0,6.0,,6.0,4.0,6.0,6.0,6.0,6.0,6.0,3.0,5.0,5.0,2.0,4.0,4.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,7.0,3.0,6.0,4.0,6.0,5.0,5.0,3.0,6.0,5.0,7.0,5.0,6.0,5.0,7.0,6.0,6.0,4.0,4.0,5.0,6.0
1688,6820,227,V,north-carolina,43,-170,0.6296296296296297,17,L,1361,7.0,6.0,3.0,5.0,3.0,2.0,5.0,5.0,8.0,2.0,6.0,6.0,6.0,5.0,2.0,7.0,6.0,5.0,5.0,6.0,3.0,2.0,2.0,,5.0,6.0,5.0,5.0,5.0,2.0,7.0,6.0,3.0,8.0,5.0,5.0,5.0,7.0,6.0,3.0,5.0,6.0,2.0,4.0,5.0,4.0,5.0,5.0,3.0,6.0,6.0,4.0,5.0,6.0,5.0,6.0,4.0,6.0,4.0,2.0,3.0,2.0,3.0,4.0,8.0
1789,7233,304,H,north-carolina,90,-350,0.7777777777777778,17,W,1361,7.0,6.0,3.0,5.0,3.0,2.0,5.0,5.0,8.0,2.0,6.0,6.0,6.0,5.0,2.0,7.0,6.0,5.0,5.0,6.0,3.0,2.0,2.0,,5.0,6.0,5.0,5.0,5.0,2.0,7.0,6.0,3.0,8.0,5.0,5.0,5.0,7.0,6.0,3.0,5.0,6.0,2.0,4.0,5.0,4.0,5.0,5.0,3.0,6.0,6.0,4.0,5.0,6.0,5.0,6.0,4.0,6.0,4.0,2.0,3.0,2.0,3.0,4.0,8.0
1797,7271,304,N,gonzaga,82,-21500,0.9953703703703703,17,W,1396,3.0,4.0,5.0,4.0,5.0,4.0,2.0,2.0,6.0,6.0,3.0,4.0,3.0,7.0,5.0,5.0,4.0,4.0,6.0,4.0,4.0,4.0,4.0,,4.0,5.0,4.0,4.0,2.0,5.0,4.0,4.0,4.0,3.0,6.0,1.0,8.0,4.0,4.0,6.0,3.0,2.0,4.0,5.0,3.0,6.0,2.0,8.0,5.0,4.0,1.0,7.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,8.0,5.0,6.0,2.0,4.0
1731,6955,301,H,ucla,98,-15000,0.9933774834437086,17,W,1453,2.0,3.0,4.0,3.0,1.0,7.0,3.0,4.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,5.0,5.0,3.0,,3.0,2.0,3.0,2.0,7.0,7.0,2.0,1.0,6.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,5.0,4.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,2.0,1.0,5.0,2.0,5.0,5.0,4.0,6.0,2.0,6.0,5.0
1792,7245,304,H,ucla,77,NL,0.5,17,W,1453,2.0,3.0,4.0,3.0,1.0,7.0,3.0,4.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,5.0,5.0,3.0,,3.0,2.0,3.0,2.0,7.0,7.0,2.0,1.0,6.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,5.0,4.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,2.0,1.0,5.0,2.0,5.0,5.0,4.0,6.0,2.0,6.0,5.0
1752,7130,304,V,villanova,81,-500,0.8333333333333334,17,W,1463,4.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,5.0,2.0,3.0,4.0,2.0,4.0,4.0,5.0,3.0,1.0,3.0,2.0,3.0,5.0,,2.0,3.0,2.0,3.0,4.0,3.0,5.0,5.0,2.0,4.0,4.0,7.0,3.0,2.0,2.0,2.0,2.0,3.0,6.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,3.0,5.0,2.0,4.0,4.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,5.0,3.0,1.0
1694,6835,227,H,kansas,73,-3000,0.967741935483871,17,W,1593,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
1782,7216,304,V,kansas,90,-125,0.5555555555555556,17,W,1593,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
1972,7863,316,N,northwestern,68,115,0.46511627906976744,19,W,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0
1979,7887,317,N,arkansas,77,-105,0.5121951219512195,19,W,1,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,7924,318,N,northwestern,73,525,0.16,19,L,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0
2012,7932,319,N,arkansas,65,700,0.125,19,L,1,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,7886,317,N,seton-hall,71,-115,0.5348837209302325,19,L,2,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,
1955,7838,316,N,virginia-tech,74,210,0.3225806451612903,19,L,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,
1967,7854,316,N,vermont,70,340,0.22727272727272727,19,L,4,,,,,,,,,,,,,,23.0,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,7840,316,N,princeton,58,235,0.29850746268656714,19,L,5,,,,,25.0,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,
1965,7852,316,N,nevada,73,240,0.29411764705882354,19,L,5,,,,,,,,,,,,,,24.0,25.0,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981,7890,317,N,oklahoma-state,91,120,0.45454545454545453,19,L,8,,,,,,,,,,,,,,,,,,,,,23.0,,24.0,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,25.0,,,,,,,
1993,7907,317,N,creighton,72,115,0.46511627906976744,19,L,10,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,21.0,,,,,,,,,24.0,,,,
1992,7906,317,N,rhode-island,84,-135,0.574468085106383,19,W,13,,,,,24.0,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,
2024,7944,319,N,rhode-island,72,200,0.3333333333333333,19,L,13,,,,,24.0,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,
1956,7839,316,N,wisconsin,84,-250,0.7142857142857143,19,W,148,24.0,24.0,24.0,23.0,16.0,,18.0,23.0,,25.0,,19.0,22.0,,19.0,23.0,22.0,24.0,,25.0,,25.0,,,,25.0,20.0,21.0,24.0,24.0,25.0,20.0,,24.0,24.0,,24.0,21.0,,25.0,,25.0,,,25.0,21.0,23.0,22.0,25.0,,,,24.0,24.0,25.0,17.0,21.0,,24.0,25.0,,25.0,25.0,21.0,17.0
1999,7914,318,N,wisconsin,65,230,0.30303030303030304,19,W,148,24.0,24.0,24.0,23.0,16.0,,18.0,23.0,,25.0,,19.0,22.0,,19.0,23.0,22.0,24.0,,25.0,,25.0,,,,25.0,20.0,21.0,24.0,24.0,25.0,20.0,,24.0,24.0,,24.0,21.0,,25.0,,25.0,,,25.0,21.0,23.0,22.0,25.0,,,,24.0,24.0,25.0,17.0,21.0,,24.0,25.0,,25.0,25.0,21.0,17.0
2040,7998,324,N,wisconsin,83,-105,0.5121951219512195,19,L,148,24.0,24.0,24.0,23.0,16.0,,18.0,23.0,,25.0,,19.0,22.0,,19.0,23.0,22.0,24.0,,25.0,,25.0,,,,25.0,20.0,21.0,24.0,24.0,25.0,20.0,,24.0,24.0,,24.0,21.0,,25.0,,25.0,,,25.0,21.0,23.0,22.0,25.0,,,,24.0,24.0,25.0,17.0,21.0,,24.0,25.0,,25.0,25.0,21.0,17.0
1960,7845,316,N,virginia,76,-350,0.7777777777777778,19,W,236,20.0,22.0,21.0,22.0,22.0,25.0,24.0,21.0,19.0,21.0,24.0,22.0,20.0,,21.0,24.0,,19.0,22.0,20.0,22.0,19.0,21.0,,22.0,,25.0,24.0,22.0,22.0,,,,22.0,23.0,23.0,21.0,24.0,23.0,20.0,25.0,22.0,20.0,24.0,22.0,22.0,25.0,19.0,23.0,21.0,22.0,,19.0,21.0,19.0,24.0,22.0,24.0,22.0,19.0,23.0,23.0,21.0,18.0,24.0
2001,7916,318,N,virginia,39,105,0.4878048780487805,19,L,236,20.0,22.0,21.0,22.0,22.0,25.0,24.0,21.0,19.0,21.0,24.0,22.0,20.0,,21.0,24.0,,19.0,22.0,20.0,22.0,19.0,21.0,,22.0,,25.0,24.0,22.0,22.0,,,,22.0,23.0,23.0,21.0,24.0,23.0,20.0,25.0,22.0,20.0,24.0,22.0,22.0,25.0,19.0,23.0,21.0,22.0,,19.0,21.0,19.0,24.0,22.0,24.0,22.0,19.0,23.0,23.0,21.0,18.0,24.0
1982,7891,317,N,michigan,92,-140,0.5833333333333334,19,W,252,,25.0,17.0,25.0,,20.0,,25.0,23.0,15.0,21.0,,21.0,20.0,14.0,20.0,20.0,25.0,24.0,24.0,25.0,,22.0,,23.0,19.0,23.0,,,,24.0,19.0,22.0,23.0,19.0,24.0,23.0,25.0,25.0,,23.0,24.0,21.0,16.0,24.0,20.0,22.0,21.0,24.0,,17.0,15.0,13.0,25.0,24.0,22.0,20.0,23.0,16.0,24.0,22.0,24.0,22.0,24.0,11.0
2016,7936,319,N,michigan,73,140,0.4166666666666667,19,W,252,,25.0,17.0,25.0,,20.0,,25.0,23.0,15.0,21.0,,21.0,20.0,14.0,20.0,20.0,25.0,24.0,24.0,25.0,,22.0,,23.0,19.0,23.0,,,,24.0,19.0,22.0,23.0,19.0,24.0,23.0,25.0,25.0,,23.0,24.0,21.0,16.0,24.0,20.0,22.0,21.0,24.0,,17.0,15.0,13.0,25.0,24.0,22.0,20.0,23.0,16.0,24.0,22.0,24.0,22.0,24.0,11.0
2034,7992,323,N,michigan,68,-110,0.5238095238095238,19,L,252,,25.0,17.0,25.0,,20.0,,25.0,23.0,15.0,21.0,,21.0,20.0,14.0,20.0,20.0,25.0,24.0,24.0,25.0,,22.0,,23.0,19.0,23.0,,,,24.0,19.0,22.0,23.0,19.0,24.0,23.0,25.0,25.0,,23.0,24.0,21.0,16.0,24.0,20.0,22.0,21.0,24.0,,17.0,15.0,13.0,25.0,24.0,22.0,20.0,23.0,16.0,24.0,22.0,24.0,22.0,24.0,11.0
1969,7859,316,N,butler,76,-700,0.875,19,W,349,21.0,15.0,25.0,24.0,,22.0,19.0,19.0,22.0,24.0,23.0,21.0,,,20.0,25.0,19.0,21.0,18.0,15.0,18.0,20.0,,,20.0,23.0,13.0,19.0,20.0,16.0,20.0,23.0,19.0,17.0,21.0,22.0,20.0,20.0,22.0,19.0,21.0,18.0,23.0,22.0,19.0,17.0,,,18.0,15.0,21.0,,22.0,23.0,20.0,20.0,17.0,20.0,23.0,23.0,14.0,13.0,,13.0,20.0
2005,7921,318,N,butler,74,-145,0.5918367346938775,19,W,349,21.0,15.0,25.0,24.0,,22.0,19.0,19.0,22.0,24.0,23.0,21.0,,,20.0,25.0,19.0,21.0,18.0,15.0,18.0,20.0,,,20.0,23.0,13.0,19.0,20.0,16.0,20.0,23.0,19.0,17.0,21.0,22.0,20.0,20.0,22.0,19.0,21.0,18.0,23.0,22.0,19.0,17.0,,,18.0,15.0,21.0,,22.0,23.0,20.0,20.0,17.0,20.0,23.0,23.0,14.0,13.0,,13.0,20.0
2046,8004,324,N,butler,80,280,0.2631578947368421,19,L,349,21.0,15.0,25.0,24.0,,22.0,19.0,19.0,22.0,24.0,23.0,21.0,,,20.0,25.0,19.0,21.0,18.0,15.0,18.0,20.0,,,20.0,23.0,13.0,19.0,20.0,16.0,20.0,23.0,19.0,17.0,21.0,22.0,20.0,20.0,22.0,19.0,21.0,18.0,23.0,22.0,19.0,17.0,,,18.0,15.0,21.0,,22.0,23.0,20.0,20.0,17.0,20.0,23.0,23.0,14.0,13.0,,13.0,20.0
1961,7847,316,N,florida,80,-500,0.8333333333333334,19,W,383,17.0,21.0,19.0,20.0,21.0,21.0,17.0,20.0,18.0,22.0,22.0,20.0,19.0,21.0,,22.0,,17.0,11.0,19.0,20.0,18.0,20.0,,21.0,22.0,16.0,18.0,19.0,21.0,19.0,22.0,25.0,16.0,22.0,21.0,22.0,18.0,20.0,21.0,17.0,21.0,24.0,23.0,20.0,19.0,20.0,18.0,17.0,17.0,23.0,,,20.0,18.0,21.0,18.0,19.0,15.0,22.0,12.0,20.0,20.0,23.0,22.0
2002,7917,318,N,florida,65,-125,0.5555555555555556,19,W,383,17.0,21.0,19.0,20.0,21.0,21.0,17.0,20.0,18.0,22.0,22.0,20.0,19.0,21.0,,22.0,,17.0,11.0,19.0,20.0,18.0,20.0,,21.0,22.0,16.0,18.0,19.0,21.0,19.0,22.0,25.0,16.0,22.0,21.0,22.0,18.0,20.0,21.0,17.0,21.0,24.0,23.0,20.0,19.0,20.0,18.0,17.0,17.0,23.0,,,20.0,18.0,21.0,18.0,19.0,15.0,22.0,12.0,20.0,20.0,23.0,22.0
2041,7999,324,N,florida,84,-115,0.5348837209302325,19,W,383,17.0,21.0,19.0,20.0,21.0,21.0,17.0,20.0,18.0,22.0,22.0,20.0,19.0,21.0,,22.0,,17.0,11.0,19.0,20.0,18.0,20.0,,21.0,22.0,16.0,18.0,19.0,21.0,19.0,22.0,25.0,16.0,22.0,21.0,22.0,18.0,20.0,21.0,17.0,21.0,24.0,23.0,20.0,19.0,20.0,18.0,17.0,17.0,23.0,,,20.0,18.0,21.0,18.0,19.0,15.0,22.0,12.0,20.0,20.0,23.0,22.0
2053,8015,326,N,florida,70,-160,0.6153846153846154,19,L,383,17.0,21.0,19.0,20.0,21.0,21.0,17.0,20.0,18.0,22.0,22.0,20.0,19.0,21.0,,22.0,,17.0,11.0,19.0,20.0,18.0,20.0,,21.0,22.0,16.0,18.0,19.0,21.0,19.0,22.0,25.0,16.0,22.0,21.0,22.0,18.0,20.0,21.0,17.0,21.0,24.0,23.0,20.0,19.0,20.0,18.0,17.0,17.0,23.0,,,20.0,18.0,21.0,18.0,19.0,15.0,22.0,12.0,20.0,20.0,23.0,22.0
1984,7894,317,N,wichita-state,64,-270,0.7297297297297297,19,W,430,18.0,23.0,23.0,21.0,18.0,13.0,21.0,22.0,21.0,18.0,20.0,17.0,23.0,11.0,,13.0,12.0,14.0,23.0,22.0,24.0,23.0,19.0,,19.0,15.0,19.0,22.0,17.0,18.0,17.0,16.0,18.0,20.0,20.0,18.0,18.0,19.0,19.0,22.0,18.0,23.0,18.0,14.0,21.0,23.0,11.0,17.0,19.0,22.0,24.0,16.0,16.0,18.0,21.0,25.0,25.0,22.0,21.0,20.0,21.0,21.0,19.0,16.0,21.0
2018,7938,319,N,wichita-state,62,150,0.4,19,L,430,18.0,23.0,23.0,21.0,18.0,13.0,21.0,22.0,21.0,18.0,20.0,17.0,23.0,11.0,,13.0,12.0,14.0,23.0,22.0,24.0,23.0,19.0,,19.0,15.0,19.0,22.0,17.0,18.0,17.0,16.0,18.0,20.0,20.0,18.0,18.0,19.0,19.0,22.0,18.0,23.0,18.0,14.0,21.0,23.0,11.0,17.0,19.0,22.0,24.0,16.0,16.0,18.0,21.0,25.0,25.0,22.0,21.0,20.0,21.0,21.0,19.0,16.0,21.0
1996,7911,317,N,cincinnati,75,-160,0.6153846153846154,19,W,511,15.0,19.0,18.0,18.0,13.0,23.0,20.0,18.0,15.0,16.0,17.0,11.0,18.0,19.0,18.0,19.0,14.0,20.0,16.0,16.0,19.0,21.0,23.0,,18.0,14.0,21.0,14.0,15.0,20.0,14.0,15.0,20.0,18.0,15.0,16.0,17.0,16.0,18.0,17.0,22.0,19.0,19.0,20.0,17.0,24.0,21.0,24.0,16.0,19.0,19.0,19.0,20.0,17.0,23.0,18.0,23.0,17.0,20.0,16.0,17.0,16.0,15.0,20.0,18.0
2026,7946,319,N,cincinnati,67,175,0.36363636363636365,19,L,511,15.0,19.0,18.0,18.0,13.0,23.0,20.0,18.0,15.0,16.0,17.0,11.0,18.0,19.0,18.0,19.0,14.0,20.0,16.0,16.0,19.0,21.0,23.0,,18.0,14.0,21.0,14.0,15.0,20.0,14.0,15.0,20.0,18.0,15.0,16.0,17.0,16.0,18.0,17.0,22.0,19.0,19.0,20.0,17.0,24.0,21.0,24.0,16.0,19.0,19.0,19.0,20.0,17.0,23.0,18.0,23.0,17.0,20.0,16.0,17.0,16.0,15.0,20.0,18.0
1966,7853,316,N,iowa-state,84,-280,0.7368421052631579,19,W,555,22.0,18.0,13.0,14.0,23.0,19.0,23.0,17.0,12.0,14.0,15.0,18.0,15.0,12.0,22.0,17.0,18.0,23.0,21.0,18.0,17.0,13.0,18.0,,15.0,16.0,22.0,17.0,21.0,19.0,22.0,,14.0,21.0,18.0,15.0,19.0,22.0,16.0,15.0,19.0,15.0,14.0,17.0,16.0,16.0,12.0,15.0,15.0,18.0,18.0,14.0,14.0,19.0,12.0,16.0,19.0,16.0,17.0,17.0,19.0,19.0,14.0,22.0,16.0
2006,7922,318,N,iowa-state,76,100,0.5,19,L,555,22.0,18.0,13.0,14.0,23.0,19.0,23.0,17.0,12.0,14.0,15.0,18.0,15.0,12.0,22.0,17.0,18.0,23.0,21.0,18.0,17.0,13.0,18.0,,15.0,16.0,22.0,17.0,21.0,19.0,22.0,,14.0,21.0,18.0,15.0,19.0,22.0,16.0,15.0,19.0,15.0,14.0,17.0,16.0,16.0,12.0,15.0,15.0,18.0,18.0,14.0,14.0,19.0,12.0,16.0,19.0,16.0,17.0,17.0,19.0,19.0,14.0,22.0,16.0
1962,7849,316,N,florida-state,86,-800,0.8888888888888888,19,W,561,16.0,17.0,22.0,16.0,17.0,16.0,16.0,15.0,20.0,20.0,18.0,24.0,14.0,17.0,16.0,16.0,,16.0,19.0,23.0,14.0,16.0,16.0,,16.0,18.0,17.0,16.0,18.0,17.0,15.0,17.0,16.0,,17.0,19.0,15.0,14.0,17.0,14.0,15.0,17.0,16.0,19.0,15.0,13.0,19.0,20.0,22.0,13.0,16.0,13.0,23.0,16.0,17.0,19.0,12.0,15.0,18.0,18.0,11.0,15.0,18.0,15.0,
2004,7919,318,N,florida-state,66,-370,0.7872340425531915,19,L,561,16.0,17.0,22.0,16.0,17.0,16.0,16.0,15.0,20.0,20.0,18.0,24.0,14.0,17.0,16.0,16.0,,16.0,19.0,23.0,14.0,16.0,16.0,,16.0,18.0,17.0,16.0,18.0,17.0,15.0,17.0,16.0,,17.0,19.0,15.0,14.0,17.0,14.0,15.0,17.0,16.0,19.0,15.0,13.0,19.0,20.0,22.0,13.0,16.0,13.0,23.0,16.0,17.0,19.0,12.0,15.0,18.0,18.0,11.0,15.0,18.0,15.0,
1968,7855,316,N,purdue,80,-410,0.803921568627451,19,W,641,14.0,16.0,20.0,17.0,14.0,17.0,14.0,16.0,17.0,17.0,14.0,14.0,17.0,18.0,15.0,18.0,21.0,15.0,12.0,14.0,16.0,17.0,12.0,,14.0,20.0,14.0,15.0,14.0,23.0,16.0,21.0,17.0,13.0,14.0,14.0,13.0,15.0,15.0,13.0,14.0,16.0,17.0,18.0,18.0,18.0,17.0,12.0,14.0,16.0,15.0,17.0,18.0,15.0,16.0,13.0,15.0,18.0,13.0,14.0,20.0,18.0,17.0,25.0,13.0
2007,7923,318,N,purdue,80,-120,0.5454545454545454,19,W,641,14.0,16.0,20.0,17.0,14.0,17.0,14.0,16.0,17.0,17.0,14.0,14.0,17.0,18.0,15.0,18.0,21.0,15.0,12.0,14.0,16.0,17.0,12.0,,14.0,20.0,14.0,15.0,14.0,23.0,16.0,21.0,17.0,13.0,14.0,14.0,13.0,15.0,15.0,13.0,14.0,16.0,17.0,18.0,18.0,18.0,17.0,12.0,14.0,16.0,15.0,17.0,18.0,15.0,16.0,13.0,15.0,18.0,13.0,14.0,20.0,18.0,17.0,25.0,13.0
2032,7990,323,N,purdue,66,230,0.30303030303030304,19,L,641,14.0,16.0,20.0,17.0,14.0,17.0,14.0,16.0,17.0,17.0,14.0,14.0,17.0,18.0,15.0,18.0,21.0,15.0,12.0,14.0,16.0,17.0,12.0,,14.0,20.0,14.0,15.0,14.0,23.0,16.0,21.0,17.0,13.0,14.0,14.0,13.0,15.0,15.0,13.0,14.0,16.0,17.0,18.0,18.0,18.0,17.0,12.0,14.0,16.0,15.0,17.0,18.0,15.0,16.0,13.0,15.0,18.0,13.0,14.0,20.0,18.0,17.0,25.0,13.0
1958,7841,316,N,notre-dame,60,-275,0.7333333333333333,19,W,674,23.0,12.0,12.0,11.0,15.0,15.0,15.0,12.0,14.0,19.0,13.0,23.0,16.0,15.0,13.0,15.0,15.0,18.0,17.0,17.0,13.0,12.0,14.0,,13.0,17.0,15.0,20.0,16.0,15.0,18.0,14.0,13.0,19.0,16.0,17.0,14.0,17.0,14.0,12.0,16.0,13.0,13.0,13.0,11.0,15.0,18.0,13.0,21.0,23.0,14.0,,17.0,14.0,13.0,14.0,16.0,14.0,12.0,15.0,18.0,14.0,12.0,17.0,19.0
1997,7912,318,N,notre-dame,71,130,0.43478260869565216,19,L,674,23.0,12.0,12.0,11.0,15.0,15.0,15.0,12.0,14.0,19.0,13.0,23.0,16.0,15.0,13.0,15.0,15.0,18.0,17.0,17.0,13.0,12.0,14.0,,13.0,17.0,15.0,20.0,16.0,15.0,18.0,14.0,13.0,19.0,16.0,17.0,14.0,17.0,14.0,12.0,16.0,13.0,13.0,13.0,11.0,15.0,18.0,13.0,21.0,23.0,14.0,,17.0,14.0,13.0,14.0,16.0,14.0,12.0,15.0,18.0,14.0,12.0,17.0,19.0
1959,7843,316,N,west-virginia,86,-1100,0.9166666666666666,19,W,830,12.0,14.0,15.0,15.0,11.0,11.0,13.0,13.0,9.0,11.0,16.0,12.0,11.0,13.0,17.0,14.0,13.0,11.0,15.0,13.0,15.0,15.0,13.0,,17.0,12.0,12.0,13.0,13.0,13.0,10.0,9.0,15.0,15.0,12.0,13.0,16.0,11.0,13.0,18.0,13.0,11.0,11.0,12.0,14.0,10.0,13.0,11.0,12.0,14.0,11.0,12.0,15.0,12.0,14.0,15.0,13.0,12.0,14.0,12.0,15.0,17.0,11.0,12.0,14.0
