,index,Date,VH,Team,Final,ML,Probability,Week,Result,Aggregate,elton-alexander,tyson-alger,jim-benson,mark-berman,john-bohnenkamp,dave-borges,rick-bozich,aaron-brenner,kevin-brockway,jp-butler,christian-caple,jerry-carino,andrew-carter,chris-dachille,kieran-darcy,seth-davis,doug-doughty,jay-drew,jeff-faraudo,john-feinstein,ben-frederickson,chris-goff,cormac-gordon,geoff-grammer,doug-haller,kelly-hines,bob-holt,brian-howell,cecil-hurt,marcus-jackson,joey-johnston,joe-juliano,tom-keegan,bill-knight,chris-lang,kevin-lyttle,fletcher-mackel,scott-mansch,brandon-marcello,matt-mccoy,john-mcnamara,kevin-mcnamara,ron-morris,chris-murray,zach-osterman,soren-petro,steve-pivovar,bj-rains,joe-rexrode,randy-rosetta,daniel-shirley,jason-smith,bret-strelow,terry-toohey,matt-vautour,matt-velazquez,mitch-vingle,dick-vitale,john-werner,tj-werre,gary-williams,jon-wilner,steve-wiseman,scott-wolf,paul-zeise
69,254,1117,V,louisiana-tech,75,-225,0.6923076923076923,2,L,9,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,25.0,25.0,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,
156,525,1121,H,louisiana-tech,73,-650,0.8666666666666667,2,W,9,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,25.0,25.0,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,
178,607,1122,H,louisiana-tech,63,-645,0.8657718120805369,2,W,9,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,25.0,25.0,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,
192,675,1123,H,louisiana-tech,76,-40500,0.9975369458128078,2,W,9,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,25.0,25.0,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,
137,474,1121,V,pittsburgh,70,-910,0.900990099009901,2,L,10,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,24.0,,,,23.0,,,,,,,,,,,,,25.0
167,571,1122,N,notre-dame,81,-215,0.6825396825396826,2,W,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,25.0,,,,
187,655,1123,N,notre-dame,74,-195,0.6610169491525424,2,L,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,25.0,,,,
108,373,1119,H,arkansas,83,-1180,0.921875,2,W,23,,,,,,,21.0,,24.0,,,,,,,,,,,,25.0,,,,,,,,24.0,,24.0,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,24.0,,
136,472,1121,V,kansas-state,60,-150,0.6,2,L,29,,,,22.0,,,,,,,,,24.0,,,,,25.0,,,,,,,,,,,,,,,,24.0,,24.0,,,,,,18.0,25.0,,,24.0,,,,,,,,,,,19.0,,,,,,,,
127,449,1120,H,ucla,107,NL,0.5,2,W,41,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,25.0,19.0,,25.0,,,,,,,19.0,,22.0,,,,,24.0,,,,,21.0,,,,,,,18.0,,24.0,,,,,,
181,643,1123,H,ucla,77,-620,0.8611111111111112,2,W,41,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,25.0,19.0,,25.0,,,,,,,19.0,,22.0,,,,,24.0,,,,,21.0,,,,,,,18.0,,24.0,,,,,,
78,281,1117,H,iowa,87,-3238,0.9700419412822049,2,W,48,,,,,,,17.0,20.0,18.0,,,,25.0,,,,,,,,,,,,,,,,,,,,,,25.0,20.0,23.0,24.0,,25.0,,,,,,23.0,,,24.0,,,,,24.0,,,,24.0,,,,,,24.0,
122,431,1120,N,iowa,57,155,0.39215686274509803,2,L,48,,,,,,,17.0,20.0,18.0,,,,25.0,,,,,,,,,,,,,,,,,,,,,,25.0,20.0,23.0,24.0,,25.0,,,,,,23.0,,,24.0,,,,,24.0,,,,24.0,,,,,,24.0,
147,508,1121,N,iowa,63,-140,0.5833333333333334,2,L,48,,,,,,,17.0,20.0,18.0,,,,25.0,,,,,,,,,,,,,,,,,,,,,,25.0,20.0,23.0,24.0,,25.0,,,,,,23.0,,,24.0,,,,,24.0,,,,24.0,,,,,,24.0,
76,271,1117,H,colorado,90,-645,0.8657718120805369,2,W,52,,,,19.0,,,,,,,,,,,,,,,14.0,,,,22.0,25.0,23.0,,,24.0,,,,,,,,,,,,,,,19.0,,,,,,,17.0,,,,,,,,,,,,,19.0,,
163,566,1122,V,colorado,33,-125,0.5555555555555556,2,L,52,,,,19.0,,,,,,,,,,,,,,,14.0,,,,22.0,25.0,23.0,,,24.0,,,,,,,,,,,,,,,19.0,,,,,,,17.0,,,,,,,,,,,,,19.0,,
151,516,1121,N,stanford,89,-405,0.801980198019802,2,W,63,,,,21.0,25.0,23.0,18.0,,,24.0,,,23.0,,24.0,,,,24.0,,24.0,,,,,,25.0,,25.0,23.0,,25.0,,,,,,,25.0,,25.0,,12.0,,25.0,,,25.0,,,25.0,,25.0,,25.0,,,,,23.0,,,21.0,,
176,604,1122,N,stanford,59,455,0.18018018018018017,2,L,63,,,,21.0,25.0,23.0,18.0,,,24.0,,,23.0,,24.0,,,,24.0,,24.0,,,,,,25.0,,25.0,23.0,,25.0,,,,,,,25.0,,25.0,,12.0,,25.0,,,25.0,,,25.0,,25.0,,25.0,,,,,23.0,,,21.0,,
81,295,1117,H,michigan,77,-3500,0.9722222222222222,2,W,177,24.0,22.0,,,,20.0,,,25.0,25.0,25.0,24.0,22.0,24.0,23.0,16.0,24.0,18.0,,19.0,23.0,,,21.0,24.0,24.0,22.0,,20.0,,,24.0,22.0,23.0,23.0,,,18.0,21.0,24.0,,,,20.0,19.0,16.0,23.0,23.0,16.0,,20.0,25.0,,,24.0,22.0,20.0,25.0,23.0,25.0,24.0,25.0,22.0,21.0,
112,401,1120,H,michigan,71,NL,0.5,2,W,177,24.0,22.0,,,,20.0,,,25.0,25.0,25.0,24.0,22.0,24.0,23.0,16.0,24.0,18.0,,19.0,23.0,,,21.0,24.0,24.0,22.0,,20.0,,,24.0,22.0,23.0,23.0,,,18.0,21.0,24.0,,,,20.0,19.0,16.0,23.0,23.0,16.0,,20.0,25.0,,,24.0,22.0,20.0,25.0,23.0,25.0,24.0,25.0,22.0,21.0,
123,432,1120,N,syracuse,59,-240,0.7058823529411765,2,L,190,23.0,23.0,22.0,,23.0,24.0,,,21.0,23.0,24.0,23.0,21.0,25.0,22.0,,22.0,23.0,25.0,15.0,22.0,,25.0,19.0,22.0,22.0,21.0,22.0,,21.0,22.0,22.0,25.0,22.0,,,,23.0,23.0,21.0,23.0,,,22.0,22.0,,22.0,,22.0,16.0,21.0,24.0,19.0,23.0,,24.0,22.0,20.0,21.0,,23.0,,23.0,22.0,24.0
148,509,1121,N,syracuse,66,120,0.45454545454545453,2,W,190,23.0,23.0,22.0,,23.0,24.0,,,21.0,23.0,24.0,23.0,21.0,25.0,22.0,,22.0,23.0,25.0,15.0,22.0,,25.0,19.0,22.0,22.0,21.0,22.0,,21.0,22.0,22.0,25.0,22.0,,,,23.0,23.0,21.0,23.0,,,22.0,22.0,,22.0,,22.0,16.0,21.0,24.0,19.0,23.0,,24.0,22.0,20.0,21.0,,23.0,,23.0,22.0,24.0
161,558,1122,V,nebraska,62,-120,0.5454545454545454,2,L,298,21.0,20.0,16.0,15.0,21.0,,14.0,,23.0,21.0,19.0,21.0,17.0,23.0,25.0,23.0,23.0,22.0,18.0,,,,,23.0,18.0,21.0,23.0,16.0,,25.0,21.0,20.0,16.0,25.0,19.0,,18.0,21.0,24.0,,22.0,17.0,,21.0,23.0,25.0,25.0,22.0,15.0,,23.0,21.0,22.0,20.0,19.0,21.0,25.0,18.0,,18.0,21.0,11.0,12.0,25.0,22.0
93,323,1118,H,ohio-state,74,-865,0.8963730569948186,2,W,361,20.0,19.0,25.0,,22.0,22.0,20.0,,19.0,19.0,20.0,20.0,,18.0,19.0,25.0,18.0,20.0,,23.0,18.0,,19.0,20.0,21.0,20.0,16.0,,21.0,18.0,23.0,19.0,19.0,19.0,22.0,19.0,22.0,17.0,17.0,23.0,21.0,16.0,21.0,23.0,11.0,14.0,20.0,20.0,20.0,13.0,18.0,19.0,,21.0,23.0,19.0,17.0,23.0,19.0,21.0,19.0,24.0,17.0,,20.0
200,711,1123,H,ohio-state,106,-16500,0.9939759036144579,2,W,361,20.0,19.0,25.0,,22.0,22.0,20.0,,19.0,19.0,20.0,20.0,,18.0,19.0,25.0,18.0,20.0,,23.0,18.0,,19.0,20.0,21.0,20.0,16.0,,21.0,18.0,23.0,19.0,19.0,19.0,22.0,19.0,22.0,17.0,17.0,23.0,21.0,16.0,21.0,23.0,11.0,14.0,20.0,20.0,20.0,13.0,18.0,19.0,,21.0,23.0,19.0,17.0,23.0,19.0,21.0,19.0,24.0,17.0,,20.0
89,318,1118,V,michigan-state,71,335,0.22988505747126436,2,L,443,18.0,17.0,18.0,23.0,17.0,18.0,25.0,15.0,,22.0,18.0,18.0,16.0,22.0,16.0,18.0,16.0,21.0,20.0,18.0,21.0,,17.0,18.0,16.0,19.0,20.0,15.0,16.0,20.0,19.0,17.0,24.0,21.0,21.0,22.0,21.0,10.0,22.0,18.0,20.0,23.0,,18.0,21.0,21.0,19.0,19.0,18.0,20.0,19.0,17.0,21.0,19.0,16.0,16.0,23.0,21.0,18.0,22.0,18.0,19.0,16.0,14.0,18.0
128,451,1121,H,michigan-state,87,-2775,0.9652173913043478,2,W,443,18.0,17.0,18.0,23.0,17.0,18.0,25.0,15.0,,22.0,18.0,18.0,16.0,22.0,16.0,18.0,16.0,21.0,20.0,18.0,21.0,,17.0,18.0,16.0,19.0,20.0,15.0,16.0,20.0,19.0,17.0,24.0,21.0,21.0,22.0,21.0,10.0,22.0,18.0,20.0,23.0,,18.0,21.0,21.0,19.0,19.0,18.0,20.0,19.0,17.0,21.0,19.0,16.0,16.0,23.0,21.0,18.0,22.0,18.0,19.0,16.0,14.0,18.0
105,368,1119,V,oklahoma,63,-195,0.6610169491525424,2,L,466,19.0,18.0,13.0,12.0,18.0,21.0,24.0,18.0,17.0,18.0,16.0,19.0,20.0,20.0,21.0,22.0,21.0,19.0,23.0,,15.0,,12.0,,15.0,18.0,24.0,17.0,,16.0,18.0,21.0,20.0,18.0,18.0,17.0,19.0,,20.0,17.0,18.0,21.0,,17.0,14.0,15.0,16.0,18.0,21.0,12.0,22.0,18.0,18.0,18.0,22.0,20.0,16.0,16.0,17.0,15.0,20.0,14.0,,19.0,11.0
117,417,1120,N,connecticut,65,-1000,0.9090909090909091,2,W,525,17.0,21.0,19.0,,15.0,12.0,,7.0,20.0,17.0,14.0,17.0,15.0,13.0,17.0,17.0,15.0,17.0,19.0,17.0,19.0,,,16.0,19.0,17.0,18.0,21.0,15.0,19.0,15.0,13.0,21.0,13.0,15.0,21.0,20.0,22.0,16.0,11.0,15.0,20.0,18.0,19.0,18.0,20.0,18.0,16.0,12.0,24.0,15.0,22.0,16.0,17.0,17.0,14.0,,19.0,20.0,20.0,17.0,22.0,,16.0,14.0
139,479,1121,N,connecticut,75,-195,0.6610169491525424,2,W,525,17.0,21.0,19.0,,15.0,12.0,,7.0,20.0,17.0,14.0,17.0,15.0,13.0,17.0,17.0,15.0,17.0,19.0,17.0,19.0,,,16.0,19.0,17.0,18.0,21.0,15.0,19.0,15.0,13.0,21.0,13.0,15.0,21.0,20.0,22.0,16.0,11.0,15.0,20.0,18.0,19.0,18.0,20.0,18.0,16.0,12.0,24.0,15.0,22.0,16.0,17.0,17.0,14.0,,19.0,20.0,20.0,17.0,22.0,,16.0,14.0
184,651,1123,N,connecticut,68,-180,0.6428571428571429,2,L,525,17.0,21.0,19.0,,15.0,12.0,,7.0,20.0,17.0,14.0,17.0,15.0,13.0,17.0,17.0,15.0,17.0,19.0,17.0,19.0,,,16.0,19.0,17.0,18.0,21.0,15.0,19.0,15.0,13.0,21.0,13.0,15.0,21.0,20.0,22.0,16.0,11.0,15.0,20.0,18.0,19.0,18.0,20.0,18.0,16.0,12.0,24.0,15.0,22.0,16.0,17.0,17.0,14.0,,19.0,20.0,20.0,17.0,22.0,,16.0,14.0
86,307,1118,H,san-diego-state,53,-210,0.6774193548387096,2,W,564,16.0,16.0,24.0,14.0,16.0,17.0,13.0,17.0,14.0,14.0,22.0,16.0,19.0,16.0,18.0,14.0,19.0,16.0,17.0,20.0,16.0,,21.0,15.0,20.0,16.0,17.0,13.0,17.0,13.0,16.0,18.0,17.0,20.0,17.0,16.0,17.0,15.0,18.0,14.0,16.0,24.0,,16.0,16.0,18.0,17.0,14.0,23.0,,17.0,14.0,17.0,15.0,20.0,18.0,13.0,17.0,15.0,14.0,16.0,23.0,15.0,17.0,19.0
72,263,1117,H,iowa-state,81,-555,0.8473282442748091,2,W,746,14.0,14.0,12.0,18.0,13.0,10.0,19.0,12.0,16.0,15.0,15.0,14.0,12.0,15.0,13.0,19.0,17.0,13.0,10.0,21.0,17.0,,9.0,14.0,14.0,14.0,12.0,18.0,12.0,14.0,14.0,16.0,13.0,14.0,14.0,15.0,14.0,16.0,15.0,9.0,14.0,15.0,13.0,15.0,20.0,12.0,13.0,12.0,19.0,7.0,16.0,15.0,13.0,14.0,14.0,13.0,,13.0,13.0,13.0,14.0,17.0,13.0,12.0,16.0
74,267,1117,H,gonzaga,72,-445,0.8165137614678899,2,W,841,13.0,10.0,14.0,11.0,14.0,14.0,11.0,,13.0,13.0,11.0,13.0,14.0,11.0,10.0,9.0,14.0,10.0,11.0,11.0,8.0,,13.0,11.0,11.0,13.0,10.0,14.0,18.0,15.0,13.0,15.0,15.0,12.0,12.0,10.0,10.0,14.0,12.0,16.0,13.0,12.0,7.0,14.0,13.0,17.0,12.0,15.0,17.0,10.0,12.0,13.0,10.0,12.0,13.0,15.0,10.0,11.0,10.0,16.0,13.0,15.0,18.0,15.0,15.0
110,381,1119,H,gonzaga,94,-6000,0.9836065573770492,2,W,841,13.0,10.0,14.0,11.0,14.0,14.0,11.0,,13.0,13.0,11.0,13.0,14.0,11.0,10.0,9.0,14.0,10.0,11.0,11.0,8.0,,13.0,11.0,11.0,13.0,10.0,14.0,18.0,15.0,13.0,15.0,15.0,12.0,12.0,10.0,10.0,14.0,12.0,16.0,13.0,12.0,7.0,14.0,13.0,17.0,12.0,15.0,17.0,10.0,12.0,13.0,10.0,12.0,13.0,15.0,10.0,11.0,10.0,16.0,13.0,15.0,18.0,15.0,15.0
80,293,1117,H,villanova,81,-54000,0.9981515711645101,2,W,858,12.0,13.0,17.0,10.0,12.0,11.0,15.0,11.0,15.0,12.0,12.0,12.0,13.0,14.0,11.0,10.0,13.0,14.0,15.0,16.0,13.0,,14.0,12.0,10.0,12.0,14.0,8.0,11.0,12.0,11.0,11.0,12.0,11.0,13.0,12.0,12.0,13.0,13.0,15.0,11.0,10.0,15.0,10.0,17.0,13.0,15.0,13.0,6.0,15.0,14.0,12.0,14.0,13.0,12.0,11.0,15.0,14.0,14.0,12.0,12.0,20.0,11.0,11.0,9.0
126,447,1120,H,villanova,72,NL,0.5,2,W,858,12.0,13.0,17.0,10.0,12.0,11.0,15.0,11.0,15.0,12.0,12.0,12.0,13.0,14.0,11.0,10.0,13.0,14.0,15.0,16.0,13.0,,14.0,12.0,10.0,12.0,14.0,8.0,11.0,12.0,11.0,11.0,12.0,11.0,13.0,12.0,12.0,13.0,13.0,15.0,11.0,10.0,15.0,10.0,17.0,13.0,15.0,13.0,6.0,15.0,14.0,12.0,14.0,13.0,12.0,11.0,15.0,14.0,14.0,12.0,12.0,20.0,11.0,11.0,9.0
85,304,1118,V,wichita-state,71,-530,0.8412698412698413,2,W,1002,11.0,9.0,9.0,7.0,11.0,9.0,9.0,14.0,12.0,9.0,13.0,11.0,10.0,9.0,12.0,8.0,12.0,9.0,12.0,10.0,5.0,,16.0,13.0,8.0,9.0,11.0,9.0,9.0,10.0,10.0,12.0,8.0,9.0,8.0,7.0,11.0,11.0,9.0,12.0,4.0,14.0,11.0,8.0,15.0,8.0,9.0,11.0,14.0,19.0,11.0,9.0,12.0,11.0,11.0,10.0,11.0,12.0,11.0,8.0,11.0,9.0,10.0,10.0,10.0
121,430,1120,N,texas,71,-180,0.6428571428571429,2,W,1061,10.0,11.0,10.0,3.0,10.0,8.0,6.0,10.0,10.0,10.0,9.0,10.0,11.0,17.0,14.0,6.0,10.0,11.0,5.0,9.0,9.0,,10.0,10.0,7.0,8.0,13.0,7.0,6.0,9.0,12.0,10.0,6.0,17.0,11.0,9.0,7.0,9.0,8.0,13.0,10.0,8.0,6.0,12.0,12.0,7.0,11.0,9.0,9.0,8.0,9.0,11.0,11.0,10.0,8.0,12.0,5.0,7.0,9.0,7.0,10.0,7.0,9.0,13.0,12.0
150,511,1121,N,texas,71,-240,0.7058823529411765,2,W,1061,10.0,11.0,10.0,3.0,10.0,8.0,6.0,10.0,10.0,10.0,9.0,10.0,11.0,17.0,14.0,6.0,10.0,11.0,5.0,9.0,9.0,,10.0,10.0,7.0,8.0,13.0,7.0,6.0,9.0,12.0,10.0,6.0,17.0,11.0,9.0,7.0,9.0,8.0,13.0,10.0,8.0,6.0,12.0,12.0,7.0,11.0,9.0,9.0,8.0,9.0,11.0,11.0,10.0,8.0,12.0,5.0,7.0,9.0,7.0,10.0,7.0,9.0,13.0,12.0
129,453,1121,H,virginia,59,-870,0.8969072164948454,2,W,1065,9.0,8.0,7.0,5.0,7.0,15.0,10.0,8.0,9.0,11.0,8.0,9.0,7.0,10.0,8.0,15.0,7.0,12.0,8.0,6.0,12.0,,7.0,8.0,13.0,11.0,9.0,12.0,7.0,11.0,8.0,9.0,11.0,10.0,10.0,13.0,6.0,12.0,7.0,10.0,12.0,13.0,5.0,11.0,6.0,9.0,10.0,10.0,7.0,9.0,10.0,8.0,7.0,9.0,7.0,9.0,14.0,8.0,12.0,11.0,9.0,4.0,14.0,7.0,13.0
68,245,1117,H,florida,67,-400,0.8,2,L,1127,7.0,7.0,11.0,17.0,9.0,13.0,12.0,4.0,8.0,6.0,7.0,7.0,8.0,8.0,7.0,11.0,8.0,6.0,13.0,8.0,11.0,,11.0,9.0,9.0,7.0,7.0,11.0,8.0,7.0,9.0,8.0,10.0,7.0,7.0,11.0,5.0,8.0,10.0,7.0,3.0,9.0,9.0,9.0,8.0,11.0,8.0,6.0,5.0,14.0,8.0,7.0,9.0,7.0,6.0,7.0,9.0,9.0,8.0,9.0,7.0,6.0,7.0,9.0,8.0
132,459,1121,H,florida,61,-4500,0.9782608695652174,2,W,1127,7.0,7.0,11.0,17.0,9.0,13.0,12.0,4.0,8.0,6.0,7.0,7.0,8.0,8.0,7.0,11.0,8.0,6.0,13.0,8.0,11.0,,11.0,9.0,9.0,7.0,7.0,11.0,8.0,7.0,9.0,8.0,10.0,7.0,7.0,11.0,5.0,8.0,10.0,7.0,3.0,9.0,9.0,9.0,8.0,11.0,8.0,6.0,5.0,14.0,8.0,7.0,9.0,7.0,6.0,7.0,9.0,9.0,8.0,9.0,7.0,6.0,7.0,9.0,8.0
77,273,1117,H,louisville,88,-40500,0.9975369458128078,2,W,1130,8.0,12.0,5.0,8.0,8.0,7.0,8.0,9.0,7.0,8.0,10.0,8.0,9.0,6.0,9.0,12.0,5.0,8.0,9.0,5.0,10.0,,3.0,7.0,12.0,10.0,8.0,10.0,10.0,8.0,7.0,7.0,9.0,8.0,9.0,8.0,13.0,7.0,11.0,8.0,5.0,7.0,14.0,6.0,5.0,10.0,6.0,8.0,10.0,11.0,6.0,10.0,8.0,8.0,9.0,8.0,8.0,10.0,7.0,10.0,8.0,13.0,8.0,8.0,5.0
134,467,1121,H,louisville,85,-18125,0.9945130315500685,2,W,1130,8.0,12.0,5.0,8.0,8.0,7.0,8.0,9.0,7.0,8.0,10.0,8.0,9.0,6.0,9.0,12.0,5.0,8.0,9.0,5.0,10.0,,3.0,7.0,12.0,10.0,8.0,10.0,10.0,8.0,7.0,7.0,9.0,8.0,9.0,8.0,13.0,7.0,11.0,8.0,5.0,7.0,14.0,6.0,5.0,10.0,6.0,8.0,10.0,11.0,6.0,10.0,8.0,8.0,9.0,8.0,8.0,10.0,7.0,10.0,8.0,13.0,8.0,8.0,5.0
159,546,1122,V,north-carolina,90,-1080,0.9152542372881356,2,W,1254,6.0,6.0,8.0,13.0,5.0,6.0,5.0,13.0,5.0,7.0,6.0,6.0,4.0,5.0,6.0,7.0,9.0,7.0,6.0,12.0,7.0,,5.0,6.0,5.0,5.0,3.0,4.0,13.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,8.0,6.0,5.0,5.0,9.0,5.0,2.0,7.0,7.0,6.0,7.0,7.0,11.0,3.0,7.0,5.0,4.0,5.0,10.0,5.0,3.0,5.0,6.0,6.0,6.0,10.0,5.0,6.0,6.0
97,335,1118,H,kansas,40,265,0.273972602739726,2,L,1306,5.0,5.0,6.0,9.0,6.0,5.0,7.0,6.0,6.0,5.0,5.0,5.0,6.0,7.0,5.0,5.0,6.0,5.0,4.0,7.0,6.0,,4.0,5.0,6.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,9.0,5.0,6.0,6.0,7.0,2.0,4.0,5.0,9.0,5.0,5.0,5.0,8.0,6.0,4.0,6.0,6.0,6.0,5.0,6.0,7.0,4.0,5.0,5.0,5.0,8.0,6.0,4.0,7.0
90,319,1118,H,duke,81,-415,0.8058252427184466,2,W,1422,4.0,2.0,4.0,6.0,4.0,4.0,4.0,5.0,3.0,2.0,4.0,4.0,5.0,1.0,4.0,4.0,4.0,4.0,7.0,4.0,4.0,,8.0,4.0,4.0,4.0,6.0,5.0,1.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,2.0,3.0,4.0,4.0,8.0,6.0,8.0,4.0,4.0,4.0,4.0,3.0,1.0,5.0,2.0,3.0,5.0,4.0,3.0,4.0,2.0,2.0,2.0,4.0,1.0,3.0,3.0,5.0,2.0
154,519,1121,N,duke,74,-3006,0.9678042498390212,2,W,1422,4.0,2.0,4.0,6.0,4.0,4.0,4.0,5.0,3.0,2.0,4.0,4.0,5.0,1.0,4.0,4.0,4.0,4.0,7.0,4.0,4.0,,8.0,4.0,4.0,4.0,6.0,5.0,1.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,2.0,3.0,4.0,4.0,8.0,6.0,8.0,4.0,4.0,4.0,4.0,3.0,1.0,5.0,2.0,3.0,5.0,4.0,3.0,4.0,2.0,2.0,2.0,4.0,1.0,3.0,3.0,5.0,2.0
177,605,1122,N,duke,70,-605,0.8581560283687943,2,W,1422,4.0,2.0,4.0,6.0,4.0,4.0,4.0,5.0,3.0,2.0,4.0,4.0,5.0,1.0,4.0,4.0,4.0,4.0,7.0,4.0,4.0,,8.0,4.0,4.0,4.0,6.0,5.0,1.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,2.0,3.0,4.0,4.0,8.0,6.0,8.0,4.0,4.0,4.0,4.0,3.0,1.0,5.0,2.0,3.0,5.0,4.0,3.0,4.0,2.0,2.0,2.0,4.0,1.0,3.0,3.0,5.0,2.0
107,371,1119,H,wisconsin,84,-1518,0.9381953028430161,2,W,1475,3.0,4.0,2.0,2.0,3.0,1.0,2.0,1.0,4.0,3.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,,6.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,5.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,4.0,10.0,3.0,3.0,1.0,2.0,2.0,3.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,6.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0
166,569,1122,H,wisconsin,78,-2023,0.9528968440885539,2,W,1475,3.0,4.0,2.0,2.0,3.0,1.0,2.0,1.0,4.0,3.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,,6.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,5.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,4.0,10.0,3.0,3.0,1.0,2.0,2.0,3.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,6.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0
109,377,1119,H,arizona,71,-1518,0.9381953028430161,2,W,1491,2.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,1.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,,2.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,1.0,3.0,3.0,2.0,3.0,4.0,4.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,6.0,4.0,2.0,2.0,5.0,4.0,2.0,1.0
96,334,1118,V,kentucky,72,-325,0.7647058823529411,2,W,1574,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0
158,541,1121,H,kentucky,89,-40500,0.9975369458128078,2,W,1574,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0
197,699,1123,H,kentucky,86,-97500,0.9989754098360656,2,W,1574,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0
222,771,1124,H,xavier,89,-650,0.8666666666666667,3,W,1,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,864,1126,V,northeastern,54,215,0.31746031746031744,3,L,1,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,975,1127,N,xavier,82,-500,0.8333333333333334,3,W,1,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,1049,1128,N,xavier,73,-280,0.7368421052631579,3,L,1,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,1161,1129,H,northeastern,57,-800,0.8888888888888888,3,W,1,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
