,index,Date,VH,Team,Final,ML,Probability,Week,Result,Aggregate,elton-alexander,tyson-alger,jim-benson,mark-berman,john-bohnenkamp,dave-borges,rick-bozich,aaron-brenner,kevin-brockway,jp-butler,christian-caple,jerry-carino,andrew-carter,chris-dachille,kieran-darcy,seth-davis,doug-doughty,jay-drew,jeff-faraudo,john-feinstein,ben-frederickson,chris-goff,cormac-gordon,geoff-grammer,doug-haller,kelly-hines,bob-holt,brian-howell,cecil-hurt,marcus-jackson,joey-johnston,joe-juliano,tom-keegan,bill-knight,chris-lang,kevin-lyttle,fletcher-mackel,scott-mansch,brandon-marcello,matt-mccoy,john-mcnamara,kevin-mcnamara,ron-morris,chris-murray,zach-osterman,soren-petro,steve-pivovar,bj-rains,joe-rexrode,randy-rosetta,daniel-shirley,jason-smith,bret-strelow,terry-toohey,matt-vautour,matt-velazquez,mitch-vingle,dick-vitale,john-werner,tj-werre,gary-williams,jon-wilner,steve-wiseman,scott-wolf,paul-zeise
1975,6833,302,H,iowa-state,77,-250,0.7142857142857143,17,W,536,19.0,18.0,19.0,16.0,16.0,17.0,18.0,17.0,17.0,19.0,17.0,15.0,16.0,19.0,23.0,18.0,24.0,19.0,17.0,19.0,16.0,18.0,15.0,16.0,16.0,18.0,20.0,19.0,19.0,20.0,16.0,17.0,16.0,19.0,17.0,16.0,17.0,23.0,17.0,15.0,14.0,19.0,14.0,18.0,17.0,17.0,20.0,18.0,18.0,16.0,20.0,18.0,18.0,18.0,18.0,17.0,18.0,17.0,17.0,16.0,19.0,16.0,17.0,19.0,22.0
2084,7222,307,V,iowa-state,89,-190,0.6551724137931034,17,W,536,19.0,18.0,19.0,16.0,16.0,17.0,18.0,17.0,17.0,19.0,17.0,15.0,16.0,19.0,23.0,18.0,24.0,19.0,17.0,19.0,16.0,18.0,15.0,16.0,16.0,18.0,20.0,19.0,19.0,20.0,16.0,17.0,16.0,19.0,17.0,16.0,17.0,23.0,17.0,15.0,14.0,19.0,14.0,18.0,17.0,17.0,20.0,18.0,18.0,16.0,20.0,18.0,18.0,18.0,18.0,17.0,18.0,17.0,17.0,16.0,19.0,16.0,17.0,19.0,22.0
1996,6893,304,H,louisville,59,-180,0.6428571428571429,17,L,728,12.0,13.0,15.0,17.0,12.0,14.0,14.0,18.0,12.0,15.0,16.0,17.0,13.0,14.0,11.0,17.0,15.0,16.0,9.0,9.0,17.0,16.0,18.0,18.0,18.0,17.0,12.0,17.0,15.0,13.0,12.0,14.0,17.0,13.0,15.0,19.0,11.0,10.0,16.0,14.0,17.0,17.0,10.0,15.0,15.0,11.0,14.0,16.0,15.0,12.0,14.0,17.0,17.0,16.0,17.0,14.0,16.0,16.0,16.0,15.0,13.0,14.0,20.0,18.0,16.0
2079,7197,307,H,louisville,59,140,0.4166666666666667,17,W,728,12.0,13.0,15.0,17.0,12.0,14.0,14.0,18.0,12.0,15.0,16.0,17.0,13.0,14.0,11.0,17.0,15.0,16.0,9.0,9.0,17.0,16.0,18.0,18.0,18.0,17.0,12.0,17.0,15.0,13.0,12.0,14.0,17.0,13.0,15.0,19.0,11.0,10.0,16.0,14.0,17.0,17.0,10.0,15.0,15.0,11.0,14.0,16.0,15.0,12.0,14.0,17.0,17.0,16.0,17.0,14.0,16.0,16.0,16.0,15.0,13.0,14.0,20.0,18.0,16.0
1974,6832,302,V,oklahoma,70,210,0.3225806451612903,17,L,759,11.0,16.0,13.0,12.0,14.0,16.0,16.0,10.0,16.0,17.0,15.0,16.0,14.0,12.0,16.0,9.0,17.0,14.0,10.0,17.0,15.0,15.0,11.0,15.0,11.0,15.0,17.0,13.0,18.0,12.0,19.0,16.0,12.0,12.0,18.0,9.0,16.0,11.0,13.0,18.0,16.0,12.0,13.0,17.0,20.0,10.0,15.0,15.0,17.0,14.0,15.0,14.0,15.0,12.0,15.0,13.0,15.0,14.0,15.0,11.0,14.0,13.0,14.0,17.0,18.0
2056,7139,307,H,oklahoma,75,-290,0.7435897435897436,17,W,759,11.0,16.0,13.0,12.0,14.0,16.0,16.0,10.0,16.0,17.0,15.0,16.0,14.0,12.0,16.0,9.0,17.0,14.0,10.0,17.0,15.0,15.0,11.0,15.0,11.0,15.0,17.0,13.0,18.0,12.0,19.0,16.0,12.0,12.0,18.0,9.0,16.0,11.0,13.0,18.0,16.0,12.0,13.0,17.0,20.0,10.0,15.0,15.0,17.0,14.0,15.0,14.0,15.0,12.0,15.0,13.0,15.0,14.0,15.0,11.0,14.0,13.0,14.0,17.0,18.0
1972,6828,302,V,baylor,59,155,0.39215686274509803,17,L,801,15.0,14.0,17.0,13.0,15.0,15.0,8.0,12.0,15.0,13.0,13.0,14.0,15.0,13.0,15.0,10.0,16.0,18.0,16.0,14.0,14.0,11.0,10.0,10.0,13.0,14.0,14.0,11.0,14.0,14.0,15.0,13.0,13.0,16.0,13.0,10.0,10.0,16.0,15.0,13.0,13.0,15.0,18.0,13.0,13.0,14.0,13.0,14.0,14.0,18.0,12.0,12.0,13.0,14.0,12.0,16.0,12.0,18.0,14.0,12.0,16.0,15.0,15.0,12.0,11.0
2034,7073,306,H,baylor,77,-1600,0.9411764705882353,17,W,801,15.0,14.0,17.0,13.0,15.0,15.0,8.0,12.0,15.0,13.0,13.0,14.0,15.0,13.0,15.0,10.0,16.0,18.0,16.0,14.0,14.0,11.0,10.0,10.0,13.0,14.0,14.0,11.0,14.0,14.0,15.0,13.0,13.0,16.0,13.0,10.0,10.0,16.0,15.0,13.0,13.0,15.0,18.0,13.0,13.0,14.0,13.0,14.0,14.0,18.0,12.0,12.0,13.0,14.0,12.0,16.0,12.0,18.0,14.0,12.0,16.0,15.0,15.0,12.0,11.0
1995,6892,304,V,notre-dame,71,155,0.39215686274509803,17,W,879,13.0,12.0,11.0,15.0,13.0,13.0,12.0,16.0,11.0,11.0,11.0,12.0,12.0,15.0,12.0,16.0,11.0,11.0,14.0,13.0,13.0,14.0,16.0,14.0,10.0,12.0,11.0,12.0,11.0,15.0,13.0,12.0,11.0,11.0,14.0,14.0,13.0,12.0,12.0,11.0,11.0,11.0,17.0,12.0,12.0,15.0,12.0,10.0,13.0,11.0,11.0,13.0,14.0,15.0,13.0,11.0,11.0,11.0,11.0,14.0,10.0,10.0,13.0,13.0,12.0
2069,7167,307,H,notre-dame,81,-675,0.8709677419354839,17,W,879,13.0,12.0,11.0,15.0,13.0,13.0,12.0,16.0,11.0,11.0,11.0,12.0,12.0,15.0,12.0,16.0,11.0,11.0,14.0,13.0,13.0,14.0,16.0,14.0,10.0,12.0,11.0,12.0,11.0,15.0,13.0,12.0,11.0,11.0,14.0,14.0,13.0,12.0,12.0,11.0,11.0,11.0,17.0,12.0,12.0,15.0,12.0,10.0,13.0,11.0,11.0,13.0,14.0,15.0,13.0,11.0,11.0,11.0,11.0,14.0,10.0,10.0,13.0,13.0,12.0
2036,7079,306,N,northern-iowa,71,-1500,0.9375,17,W,908,14.0,11.0,10.0,10.0,11.0,10.0,11.0,13.0,13.0,12.0,9.0,11.0,17.0,10.0,10.0,12.0,12.0,13.0,15.0,15.0,10.0,12.0,13.0,12.0,15.0,11.0,13.0,16.0,13.0,10.0,10.0,11.0,15.0,14.0,8.0,12.0,12.0,15.0,10.0,16.0,12.0,14.0,12.0,11.0,11.0,18.0,11.0,12.0,9.0,10.0,10.0,11.0,12.0,11.0,14.0,12.0,13.0,12.0,12.0,13.0,12.0,9.0,9.0,11.0,14.0
2095,7248,307,N,northern-iowa,63,-545,0.8449612403100775,17,W,908,14.0,11.0,10.0,10.0,11.0,10.0,11.0,13.0,13.0,12.0,9.0,11.0,17.0,10.0,10.0,12.0,12.0,13.0,15.0,15.0,10.0,12.0,13.0,12.0,15.0,11.0,13.0,16.0,13.0,10.0,10.0,11.0,15.0,14.0,8.0,12.0,12.0,15.0,10.0,16.0,12.0,14.0,12.0,11.0,11.0,18.0,11.0,12.0,9.0,10.0,10.0,11.0,12.0,11.0,14.0,12.0,13.0,12.0,12.0,13.0,12.0,9.0,9.0,11.0,14.0
2108,7317,308,N,northern-iowa,69,-290,0.7435897435897436,17,W,908,14.0,11.0,10.0,10.0,11.0,10.0,11.0,13.0,13.0,12.0,9.0,11.0,17.0,10.0,10.0,12.0,12.0,13.0,15.0,15.0,10.0,12.0,13.0,12.0,15.0,11.0,13.0,16.0,13.0,10.0,10.0,11.0,15.0,14.0,8.0,12.0,12.0,15.0,10.0,16.0,12.0,14.0,12.0,11.0,11.0,18.0,11.0,12.0,9.0,10.0,10.0,11.0,12.0,11.0,14.0,12.0,13.0,12.0,12.0,13.0,12.0,9.0,9.0,11.0,14.0
1976,6834,303,V,maryland,60,-320,0.7619047619047619,17,W,1035,9.0,10.0,12.0,11.0,8.0,11.0,15.0,11.0,9.0,10.0,10.0,8.0,10.0,11.0,9.0,13.0,10.0,10.0,12.0,12.0,9.0,9.0,8.0,13.0,8.0,9.0,8.0,10.0,12.0,11.0,9.0,10.0,9.0,9.0,10.0,13.0,9.0,9.0,14.0,12.0,9.0,9.0,15.0,9.0,9.0,13.0,9.0,9.0,11.0,13.0,8.0,8.0,11.0,10.0,8.0,9.0,8.0,8.0,10.0,9.0,11.0,11.0,10.0,9.0,7.0
2101,7304,308,V,maryland,64,-150,0.6,17,W,1035,9.0,10.0,12.0,11.0,8.0,11.0,15.0,11.0,9.0,10.0,10.0,8.0,10.0,11.0,9.0,13.0,10.0,10.0,12.0,12.0,9.0,9.0,8.0,13.0,8.0,9.0,8.0,10.0,12.0,11.0,9.0,10.0,9.0,9.0,10.0,13.0,9.0,9.0,14.0,12.0,9.0,9.0,15.0,9.0,9.0,13.0,9.0,9.0,11.0,13.0,8.0,8.0,11.0,10.0,8.0,9.0,8.0,8.0,10.0,9.0,11.0,11.0,10.0,9.0,7.0
1988,6865,303,H,kansas,76,-530,0.8412698412698413,17,W,1087,10.0,8.0,9.0,8.0,9.0,8.0,7.0,9.0,10.0,8.0,12.0,9.0,7.0,9.0,13.0,8.0,9.0,9.0,8.0,10.0,11.0,8.0,12.0,8.0,9.0,8.0,9.0,9.0,10.0,8.0,11.0,8.0,8.0,10.0,12.0,8.0,15.0,13.0,9.0,9.0,10.0,8.0,7.0,8.0,8.0,8.0,10.0,11.0,12.0,9.0,13.0,10.0,8.0,8.0,10.0,8.0,9.0,10.0,9.0,8.0,9.0,8.0,11.0,8.0,8.0
2055,7138,307,V,kansas,73,240,0.29411764705882354,17,L,1087,10.0,8.0,9.0,8.0,9.0,8.0,7.0,9.0,10.0,8.0,12.0,9.0,7.0,9.0,13.0,8.0,9.0,9.0,8.0,10.0,11.0,8.0,12.0,8.0,9.0,8.0,9.0,9.0,10.0,8.0,11.0,8.0,8.0,10.0,12.0,8.0,15.0,13.0,9.0,9.0,10.0,8.0,7.0,8.0,8.0,8.0,10.0,11.0,12.0,9.0,13.0,10.0,8.0,8.0,10.0,8.0,9.0,10.0,9.0,8.0,9.0,8.0,11.0,8.0,8.0
2035,7075,306,N,wichita-state,56,NL,0.5,17,W,1104,8.0,9.0,8.0,9.0,10.0,9.0,10.0,8.0,8.0,9.0,8.0,10.0,9.0,6.0,8.0,11.0,8.0,8.0,13.0,8.0,8.0,10.0,9.0,9.0,14.0,10.0,10.0,8.0,9.0,9.0,6.0,9.0,14.0,8.0,7.0,11.0,8.0,8.0,8.0,8.0,8.0,10.0,11.0,10.0,10.0,12.0,8.0,8.0,8.0,8.0,7.0,9.0,10.0,9.0,9.0,10.0,10.0,9.0,8.0,10.0,8.0,6.0,8.0,10.0,10.0
2094,7247,307,N,wichita-state,62,-405,0.801980198019802,17,L,1104,8.0,9.0,8.0,9.0,10.0,9.0,10.0,8.0,8.0,9.0,8.0,10.0,9.0,6.0,8.0,11.0,8.0,8.0,13.0,8.0,8.0,10.0,9.0,9.0,14.0,10.0,10.0,8.0,9.0,9.0,6.0,9.0,14.0,8.0,7.0,11.0,8.0,8.0,8.0,8.0,8.0,10.0,11.0,10.0,10.0,12.0,8.0,8.0,8.0,8.0,7.0,9.0,10.0,9.0,9.0,10.0,10.0,9.0,8.0,10.0,8.0,6.0,8.0,10.0,10.0
2096,7255,307,N,gonzaga,81,-2820,0.9657534246575342,17,W,1244,6.0,7.0,7.0,7.0,7.0,7.0,9.0,7.0,3.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,6.0,9.0,7.0,6.0,6.0,6.0,7.0,6.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,5.0,7.0,7.0,12.0,7.0,5.0,9.0
2018,6970,305,V,wisconsin,76,-325,0.7647058823529411,17,W,1318,7.0,6.0,6.0,6.0,6.0,4.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,8.0,6.0,5.0,7.0,4.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,7.0,3.0,5.0,8.0,7.0,4.0,7.0,6.0,6.0,7.0,5.0,7.0,5.0,7.0,5.0,6.0,5.0,4.0,5.0,3.0,5.0,6.0,7.0,9.0,6.0,5.0,6.0,6.0,5.0,5.0,7.0,7.0,6.0,6.0,5.0,6.0,6.0,6.0
2106,7314,308,V,wisconsin,72,-130,0.5652173913043478,17,W,1318,7.0,6.0,6.0,6.0,6.0,4.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,8.0,6.0,5.0,7.0,4.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,7.0,3.0,5.0,8.0,7.0,4.0,7.0,6.0,6.0,7.0,5.0,7.0,5.0,7.0,5.0,6.0,5.0,4.0,5.0,3.0,5.0,6.0,7.0,9.0,6.0,5.0,6.0,6.0,5.0,5.0,7.0,7.0,6.0,6.0,5.0,6.0,6.0,6.0
2026,7001,305,H,arizona,99,-4790,0.9795501022494888,17,W,1338,5.0,5.0,5.0,5.0,5.0,6.0,6.0,4.0,7.0,6.0,6.0,5.0,4.0,5.0,5.0,6.0,6.0,6.0,5.0,4.0,6.0,6.0,7.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,5.0,5.0,6.0,5.0,4.0,5.0,5.0,7.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0,4.0,6.0,6.0,5.0,3.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,5.0,6.0,5.0,5.0,7.0,5.0,7.0,4.0
2071,7171,307,H,arizona,91,-1655,0.9430199430199431,17,W,1338,5.0,5.0,5.0,5.0,5.0,6.0,6.0,4.0,7.0,6.0,6.0,5.0,4.0,5.0,5.0,6.0,6.0,6.0,5.0,4.0,6.0,6.0,7.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,5.0,5.0,6.0,5.0,4.0,5.0,5.0,7.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0,4.0,6.0,6.0,5.0,3.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,5.0,6.0,5.0,5.0,7.0,5.0,7.0,4.0
1990,6870,303,V,villanova,76,-515,0.8373983739837398,17,W,1417,4.0,4.0,4.0,4.0,4.0,5.0,4.0,6.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0
2054,7137,307,H,villanova,105,-790,0.8876404494382022,17,W,1417,4.0,4.0,4.0,4.0,4.0,5.0,4.0,6.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0
2001,6911,304,H,duke,94,NL,0.5,17,W,1501,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,5.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2086,7224,307,V,duke,84,105,0.4878048780487805,17,W,1501,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,5.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
1970,6826,302,V,virginia,59,-240,0.7058823529411765,17,W,1547,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2078,7196,307,V,virginia,57,-160,0.6153846153846154,17,L,1547,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1985,6862,303,V,kentucky,72,-525,0.84,17,W,1625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2052,7129,307,H,kentucky,67,-2015,0.9527186761229315,17,W,1625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2119,7383,310,H,valparaiso,54,-195,0.6610169491525424,18,W,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,
2183,7597,313,N,purdue,64,-200,0.6666666666666666,18,W,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2188,7607,313,N,dayton,75,-270,0.7297297297297297,18,W,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,
2222,7668,314,N,purdue,51,500,0.16666666666666666,18,L,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2231,7679,314,N,dayton,56,-130,0.5652173913043478,18,W,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,
2250,7719,315,N,dayton,65,120,0.45454545454545453,18,L,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,
2179,7583,313,N,stephen-f.-austin,91,-1100,0.9166666666666666,18,W,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,
2245,7711,314,N,stephen-f.-austin,83,-280,0.7368421052631579,18,W,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,
2176,7527,312,H,san-diego-state,67,-260,0.7222222222222222,18,W,3,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,
2221,7657,313,N,san-diego-state,56,-215,0.6825396825396826,18,W,3,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,
2236,7689,314,N,san-diego-state,43,-275,0.7333333333333333,18,L,3,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,
2138,7461,312,N,iowa,58,-400,0.8,18,L,7,,,,,,,,23.0,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,
2196,7621,313,N,lsu,70,-500,0.8333333333333334,18,L,8,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2186,7601,313,N,michigan-state,76,-125,0.5555555555555556,18,W,15,,,,,,,23.0,,,,,,,,,,,,,,,,,,24.0,,,,,,,,23.0,,,,,,,,,,,,,25.0,,,25.0,,,,24.0,,,,,,,,,23.0,,,
2224,7670,314,N,michigan-state,62,-180,0.6428571428571429,18,W,15,,,,,,,23.0,,,,,,,,,,,,,,,,,,24.0,,,,,,,,23.0,,,,,,,,,,,,,25.0,,,25.0,,,,24.0,,,,,,,,,23.0,,,
2252,7724,315,N,michigan-state,69,275,0.26666666666666666,18,L,15,,,,,,,23.0,,,,,,,,,,,,,,,,,,24.0,,,,,,,,23.0,,,,,,,,,,,,,25.0,,,25.0,,,,24.0,,,,,,,,,23.0,,,
2115,7359,309,N,byu,84,-550,0.8461538461538461,18,W,18,,,,,,,,25.0,,,,,,,,,25.0,,20.0,,,,23.0,,,,,,,,,,,,,,23.0,,,24.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,
2117,7378,310,N,byu,75,300,0.25,18,L,18,,,,,,,,25.0,,,,,,,,,25.0,,20.0,,,,23.0,,,,,,,,,,,,,,23.0,,,24.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,
2139,7465,312,N,ohio-state,79,-240,0.7058823529411765,18,W,40,23.0,25.0,,,23.0,,,,,,,,,,23.0,,,,,,,,,,,,,23.0,21.0,,24.0,,,22.0,,,,20.0,,,23.0,,,,,20.0,,,,,25.0,,,,,,,,,,,,,,
2185,7600,313,N,ohio-state,67,105,0.4878048780487805,18,L,40,23.0,25.0,,,23.0,,,,,,,,,,23.0,,,,,,,,,,,,,23.0,21.0,,24.0,,,22.0,,,,20.0,,,23.0,,,,,20.0,,,,,25.0,,,,,,,,,,,,,,
2147,7476,312,N,providence,74,-105,0.5121951219512195,18,W,63,,23.0,,24.0,,,,,,24.0,24.0,22.0,21.0,,,24.0,,24.0,,,,22.0,,,,24.0,25.0,,,23.0,,,,,,,,,,,,24.0,,,22.0,,,24.0,,,24.0,25.0,,24.0,23.0,24.0,,,23.0,25.0,25.0,,25.0,22.0,23.0
2207,7638,313,N,providence,61,330,0.23255813953488372,18,L,63,,23.0,,24.0,,,,,,24.0,24.0,22.0,21.0,,,24.0,,24.0,,,,22.0,,,,24.0,25.0,,,23.0,,,,,,,,,,,,24.0,,,22.0,,,24.0,,,24.0,25.0,,24.0,23.0,24.0,,,23.0,25.0,25.0,,25.0,22.0,23.0
2171,7519,312,N,oregon,93,-156,0.609375,18,W,69,,,,,,,,,,,,,,25.0,,,23.0,25.0,24.0,23.0,,,,22.0,,,,16.0,,,,,20.0,23.0,,,,24.0,,23.0,,,21.0,,,,24.0,,21.0,20.0,,,,,24.0,,24.0,,,,23.0,20.0,,,
2217,7653,313,N,oregon,67,265,0.273972602739726,18,W,69,,,,,,,,,,,,,,25.0,,,23.0,25.0,24.0,23.0,,,,22.0,,,,16.0,,,,,20.0,23.0,,,,24.0,,23.0,,,21.0,,,,24.0,,21.0,20.0,,,,,24.0,,24.0,,,,23.0,20.0,,,
2243,7698,314,N,oregon,52,735,0.11976047904191617,18,L,69,,,,,,,,,,,,,,25.0,,,23.0,25.0,24.0,23.0,,,,22.0,,,,16.0,,,,,20.0,23.0,,,,24.0,,23.0,,,21.0,,,,24.0,,21.0,20.0,,,,,24.0,,24.0,,,,23.0,20.0,,,
2173,7523,312,N,boise-state,80,-700,0.875,18,W,82,,,23.0,23.0,25.0,23.0,25.0,22.0,23.0,,23.0,,,24.0,,,,23.0,22.0,22.0,24.0,,,24.0,,,,25.0,,,21.0,25.0,,,24.0,22.0,21.0,,24.0,,,,23.0,23.0,,,23.0,22.0,22.0,,,,,,,,,23.0,24.0,,,24.0,,,
2219,7655,313,N,boise-state,66,-215,0.6825396825396826,18,L,82,,,23.0,23.0,25.0,23.0,25.0,22.0,23.0,,23.0,,,24.0,,,,23.0,22.0,22.0,24.0,,,24.0,,,,25.0,,,21.0,25.0,,,24.0,22.0,21.0,,24.0,,,,23.0,23.0,,,23.0,22.0,22.0,,,,,,,,,23.0,24.0,,,24.0,,,
2187,7603,313,N,davidson,67,-550,0.8461538461538461,18,W,99,24.0,,25.0,22.0,,21.0,19.0,,25.0,25.0,,25.0,,21.0,25.0,23.0,22.0,,,17.0,25.0,,24.0,25.0,25.0,25.0,24.0,,25.0,25.0,25.0,24.0,,25.0,21.0,20.0,22.0,,25.0,,,25.0,,,,,25.0,25.0,,25.0,,,25.0,25.0,25.0,25.0,25.0,24.0,,24.0,,18.0,23.0,25.0,
2229,7677,314,N,davidson,73,-170,0.6296296296296297,18,L,99,24.0,,25.0,22.0,,21.0,19.0,,25.0,25.0,,25.0,,21.0,25.0,23.0,22.0,,,17.0,25.0,,24.0,25.0,25.0,25.0,24.0,,25.0,25.0,25.0,24.0,,25.0,21.0,20.0,22.0,,25.0,,,25.0,,,,,25.0,25.0,,25.0,,,25.0,25.0,25.0,25.0,25.0,24.0,,24.0,,18.0,23.0,25.0,
