,index,Date,VH,Team,Final,ML,Probability,Week,Result,elton-alexander,tyson-alger,jim-benson,mark-berman,john-bohnenkamp,dave-borges,rick-bozich,aaron-brenner,kevin-brockway,jp-butler,christian-caple,jerry-carino,andrew-carter,chris-dachille,kieran-darcy,seth-davis,doug-doughty,jay-drew,jeff-faraudo,john-feinstein,ben-frederickson,chris-goff,cormac-gordon,geoff-grammer,doug-haller,kelly-hines,bob-holt,brian-howell,cecil-hurt,marcus-jackson,joey-johnston,joe-juliano,tom-keegan,bill-knight,chris-lang,kevin-lyttle,fletcher-mackel,scott-mansch,brandon-marcello,matt-mccoy,john-mcnamara,kevin-mcnamara,ron-morris,chris-murray,zach-osterman,soren-petro,steve-pivovar,bj-rains,joe-rexrode,randy-rosetta,daniel-shirley,jason-smith,bret-strelow,terry-toohey,matt-vautour,matt-velazquez,mitch-vingle,dick-vitale,john-werner,tj-werre,gary-williams,jon-wilner,steve-wiseman,scott-wolf,paul-zeise
2223,7669,314,N,wisconsin,71,-650,0.8666666666666667,18,W,6.0,6.0,6.0,6.0,6.0,3.0,5.0,4.0,5.0,5.0,5.0,6.0,6.0,7.0,6.0,4.0,6.0,6.0,6.0,6.0,4.0,5.0,2.0,6.0,5.0,6.0,5.0,7.0,2.0,4.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0,4.0,5.0,5.0,5.0,6.0,7.0,6.0,6.0,5.0,6.0,6.0,5.0,3.0,6.0,5.0,6.0,6.0,4.0,6.0,5.0,5.0
2224,7670,314,N,michigan-state,62,-180,0.6428571428571429,18,W,,,,,,,23.0,,,,,,,,,,,,,,,,,,24.0,,,,,,,,23.0,,,,,,,,,,,,,25.0,,,25.0,,,,24.0,,,,,,,,,23.0,,,
2225,7671,314,N,maryland,58,155,0.39215686274509803,18,L,8.0,8.0,10.0,11.0,8.0,9.0,11.0,8.0,8.0,9.0,9.0,9.0,9.0,10.0,8.0,13.0,8.0,8.0,12.0,10.0,8.0,9.0,8.0,11.0,8.0,8.0,8.0,8.0,10.0,10.0,8.0,8.0,8.0,8.0,9.0,11.0,8.0,8.0,12.0,8.0,8.0,8.0,15.0,8.0,9.0,11.0,8.0,8.0,9.0,11.0,8.0,8.0,9.0,8.0,8.0,9.0,8.0,8.0,8.0,9.0,8.0,11.0,11.0,10.0,7.0
2226,7673,314,N,kentucky,91,-16130,0.9938385705483672,18,W,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2227,7674,314,N,georgia,49,140,0.4166666666666667,18,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2228,7675,314,N,arkansas,60,-160,0.6153846153846154,18,W,18.0,21.0,22.0,,24.0,20.0,20.0,18.0,19.0,19.0,22.0,24.0,23.0,23.0,20.0,25.0,21.0,19.0,21.0,,22.0,23.0,21.0,21.0,19.0,23.0,18.0,18.0,23.0,21.0,20.0,22.0,22.0,21.0,17.0,25.0,,23.0,21.0,19.0,21.0,20.0,19.0,19.0,23.0,24.0,21.0,21.0,18.0,21.0,21.0,21.0,23.0,19.0,20.0,23.0,22.0,22.0,19.0,22.0,19.0,,24.0,24.0,22.0
2229,7677,314,N,davidson,73,-170,0.6296296296296297,18,L,24.0,,25.0,22.0,,21.0,19.0,,25.0,25.0,,25.0,,21.0,25.0,23.0,22.0,,,17.0,25.0,,24.0,25.0,25.0,25.0,24.0,,25.0,25.0,25.0,24.0,,25.0,21.0,20.0,22.0,,25.0,,,25.0,,,,,25.0,25.0,,25.0,,,25.0,25.0,25.0,25.0,25.0,24.0,,24.0,,18.0,23.0,25.0,
2230,7678,314,N,rhode-island,52,110,0.47619047619047616,18,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2231,7679,314,N,dayton,56,-130,0.5652173913043478,18,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,
2232,7684,314,N,temple,56,160,0.38461538461538464,18,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233,7686,314,N,connecticut,47,-165,0.6226415094339622,18,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2234,7687,314,N,tulsa,42,145,0.40816326530612246,18,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2235,7688,314,N,wyoming,45,225,0.3076923076923077,18,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2236,7689,314,N,san-diego-state,43,-275,0.7333333333333333,18,L,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,
2237,7690,314,N,iowa-state,70,130,0.43478260869565216,18,W,13.0,15.0,14.0,13.0,13.0,12.0,12.0,15.0,13.0,13.0,14.0,14.0,12.0,16.0,15.0,16.0,13.0,17.0,14.0,12.0,14.0,16.0,13.0,13.0,12.0,13.0,15.0,12.0,17.0,14.0,14.0,15.0,12.0,15.0,12.0,12.0,11.0,22.0,15.0,13.0,13.0,13.0,14.0,17.0,15.0,13.0,12.0,15.0,15.0,13.0,12.0,13.0,13.0,14.0,15.0,12.0,14.0,15.0,16.0,15.0,13.0,13.0,16.0,13.0,14.0
2238,7691,314,N,kansas,66,-150,0.6,18,L,12.0,9.0,11.0,8.0,10.0,11.0,10.0,10.0,11.0,8.0,11.0,8.0,7.0,12.0,13.0,8.0,11.0,9.0,8.0,11.0,11.0,8.0,9.0,8.0,10.0,10.0,10.0,10.0,12.0,8.0,13.0,9.0,10.0,12.0,11.0,8.0,14.0,14.0,10.0,9.0,11.0,9.0,7.0,9.0,8.0,8.0,10.0,10.0,13.0,9.0,16.0,11.0,8.0,10.0,11.0,8.0,9.0,13.0,10.0,8.0,12.0,9.0,9.0,8.0,10.0
2239,7694,314,N,xavier,52,300,0.25,18,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2240,7695,314,N,villanova,69,-370,0.7872340425531915,18,W,3.0,4.0,3.0,4.0,4.0,5.0,4.0,6.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,5.0,5.0,4.0,4.0,3.0,3.0,6.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,6.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,6.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0
2241,7696,314,N,north-carolina,82,-170,0.6296296296296297,18,L,19.0,18.0,20.0,21.0,18.0,25.0,18.0,,20.0,23.0,18.0,18.0,22.0,,22.0,21.0,20.0,15.0,18.0,21.0,20.0,21.0,10.0,20.0,18.0,19.0,21.0,21.0,19.0,20.0,23.0,21.0,16.0,17.0,23.0,18.0,19.0,17.0,20.0,20.0,20.0,22.0,20.0,21.0,19.0,17.0,22.0,19.0,19.0,18.0,14.0,22.0,21.0,20.0,18.0,18.0,19.0,17.0,21.0,20.0,20.0,19.0,21.0,21.0,24.0
2242,7697,314,N,notre-dame,90,150,0.4,18,W,10.0,11.0,8.0,10.0,11.0,10.0,7.0,11.0,9.0,10.0,10.0,11.0,10.0,13.0,10.0,14.0,9.0,10.0,11.0,9.0,10.0,11.0,15.0,10.0,9.0,9.0,9.0,9.0,9.0,11.0,10.0,11.0,9.0,10.0,10.0,14.0,10.0,9.0,9.0,10.0,10.0,11.0,10.0,11.0,11.0,12.0,11.0,9.0,10.0,10.0,10.0,10.0,11.0,11.0,10.0,11.0,10.0,9.0,11.0,11.0,9.0,8.0,10.0,11.0,9.0
2243,7698,314,N,oregon,52,735,0.11976047904191617,18,L,,,,,,,,,,,,,,25.0,,,23.0,25.0,24.0,23.0,,,,22.0,,,,16.0,,,,,20.0,23.0,,,,24.0,,23.0,,,21.0,,,,24.0,,21.0,20.0,,,,,24.0,,24.0,,,,23.0,20.0,,,
2244,7699,314,N,arizona,80,-1035,0.9118942731277533,18,W,4.0,5.0,5.0,5.0,5.0,6.0,6.0,3.0,4.0,6.0,6.0,5.0,4.0,5.0,5.0,6.0,5.0,4.0,4.0,4.0,6.0,6.0,6.0,4.0,6.0,5.0,6.0,5.0,3.0,6.0,5.0,5.0,6.0,5.0,3.0,5.0,5.0,7.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0,4.0,6.0,6.0,5.0,2.0,4.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,6.0,3.0
2245,7711,314,N,stephen-f.-austin,83,-280,0.7368421052631579,18,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,
2246,7714,314,N,yale,51,125,0.4444444444444444,18,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2247,7715,314,N,harvard,53,-145,0.5918367346938775,18,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2248,7716,315,N,arkansas,63,950,0.09523809523809523,18,L,18.0,21.0,22.0,,24.0,20.0,20.0,18.0,19.0,19.0,22.0,24.0,23.0,23.0,20.0,25.0,21.0,19.0,21.0,,22.0,23.0,21.0,21.0,19.0,23.0,18.0,18.0,23.0,21.0,20.0,22.0,22.0,21.0,17.0,25.0,,23.0,21.0,19.0,21.0,20.0,19.0,19.0,23.0,24.0,21.0,21.0,18.0,21.0,21.0,21.0,23.0,19.0,20.0,23.0,22.0,22.0,19.0,22.0,19.0,,24.0,24.0,22.0
2249,7717,315,N,kentucky,78,-1450,0.9354838709677419,18,W,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2250,7719,315,N,dayton,65,120,0.45454545454545453,18,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,
2251,7722,315,N,connecticut,54,145,0.40816326530612246,18,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2252,7724,315,N,michigan-state,69,275,0.26666666666666666,18,L,,,,,,,23.0,,,,,,,,,,,,,,,,,,24.0,,,,,,,,23.0,,,,,,,,,,,,,25.0,,,25.0,,,,24.0,,,,,,,,,23.0,,,
2253,7725,315,N,wisconsin,80,-335,0.7701149425287356,18,W,6.0,6.0,6.0,6.0,6.0,3.0,5.0,4.0,5.0,5.0,5.0,6.0,6.0,7.0,6.0,4.0,6.0,6.0,6.0,6.0,4.0,5.0,2.0,6.0,5.0,6.0,5.0,7.0,2.0,4.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0,4.0,5.0,5.0,5.0,6.0,7.0,6.0,6.0,5.0,6.0,6.0,5.0,3.0,6.0,5.0,6.0,6.0,4.0,6.0,5.0,5.0
2254,7731,317,N,byu,90,-175,0.6363636363636364,19,L,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,
2255,7733,317,H,pittsburgh,54,-205,0.6721311475409836,19,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2256,7737,317,H,rhode-island,88,-320,0.7619047619047619,19,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2257,7739,317,H,louisiana-tech,89,-300,0.75,19,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2258,7741,317,H,tulsa,70,-325,0.7647058823529411,19,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2259,7742,317,V,illinois,58,105,0.4878048780487805,19,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2260,7743,317,H,alabama,79,-125,0.5555555555555556,19,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2261,7744,317,V,utep,66,195,0.3389830508474576,19,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2262,7745,317,H,murray-state,81,-230,0.696969696969697,19,W,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2263,7749,317,H,stanford,77,-420,0.8076923076923077,19,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2264,7763,318,N,north-florida,77,-180,0.6428571428571429,19,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2265,7764,318,N,boise-state,55,175,0.36363636363636365,19,L,,,,,,,,,,,25.0,,,,,,,,25.0,,24.0,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2266,7765,318,N,dayton,56,-200,0.6666666666666666,19,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,
2267,7767,318,H,connecticut,61,-130,0.5652173913043478,19,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2268,7769,318,H,temple,73,-910,0.900990099009901,19,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2269,7771,318,H,old-dominion,65,-1060,0.9137931034482759,19,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2270,7779,318,H,colorado-state,76,-370,0.7872340425531915,19,L,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2271,7783,318,H,hofstra,81,-265,0.726027397260274,19,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2272,7791,318,H,colorado,87,-795,0.888268156424581,19,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2273,7812,319,N,wofford,53,280,0.2631578947368421,19,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2274,7813,319,N,arkansas,56,-340,0.7727272727272727,19,W,18.0,19.0,21.0,,23.0,19.0,20.0,16.0,22.0,18.0,21.0,21.0,25.0,23.0,19.0,23.0,15.0,19.0,16.0,23.0,22.0,22.0,19.0,20.0,16.0,21.0,18.0,18.0,23.0,22.0,21.0,21.0,22.0,16.0,20.0,20.0,21.0,20.0,19.0,15.0,23.0,22.0,20.0,19.0,23.0,24.0,17.0,21.0,18.0,22.0,19.0,20.0,23.0,20.0,18.0,19.0,21.0,22.0,19.0,19.0,21.0,24.0,19.0,20.0,21.0
2275,7814,319,N,harvard,65,445,0.1834862385321101,19,L,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2276,7815,319,N,north-carolina,67,-570,0.8507462686567164,19,W,19.0,15.0,16.0,13.0,12.0,22.0,14.0,18.0,14.0,14.0,13.0,14.0,15.0,19.0,15.0,12.0,20.0,15.0,17.0,15.0,14.0,16.0,12.0,13.0,15.0,15.0,14.0,14.0,18.0,14.0,18.0,18.0,14.0,14.0,14.0,15.0,20.0,16.0,14.0,17.0,14.0,16.0,15.0,20.0,14.0,14.0,15.0,14.0,15.0,19.0,12.0,14.0,15.0,13.0,13.0,15.0,14.0,13.0,18.0,15.0,16.0,15.0,12.0,17.0,12.0
2277,7817,319,N,baylor,56,-540,0.84375,19,L,15.0,14.0,20.0,15.0,16.0,17.0,18.0,15.0,15.0,13.0,17.0,15.0,13.0,16.0,14.0,14.0,18.0,18.0,19.0,21.0,17.0,13.0,16.0,14.0,12.0,14.0,16.0,12.0,19.0,13.0,20.0,13.0,15.0,19.0,17.0,14.0,17.0,17.0,17.0,14.0,17.0,13.0,12.0,16.0,13.0,16.0,16.0,15.0,19.0,20.0,17.0,13.0,13.0,14.0,14.0,17.0,13.0,16.0,16.0,16.0,18.0,16.0,14.0,13.0,11.0
2278,7819,319,N,xavier,76,-140,0.5833333333333334,19,W,,,,25.0,,,,24.0,,,,,,,23.0,,,,,,,,,,,,,24.0,,,,,,25.0,,,,,,,,,,24.0,,,,,24.0,,,,,,,,,,,,,,24.0,,23.0
2279,7820,319,N,northeastern,65,605,0.14184397163120568,19,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2280,7821,319,N,notre-dame,69,-805,0.8895027624309392,19,W,10.0,8.0,7.0,8.0,9.0,9.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,5.0,8.0,8.0,7.0,8.0,9.0,8.0,7.0,10.0,9.0,8.0,8.0,8.0,6.0,8.0,9.0,8.0,9.0,8.0,7.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,7.0,7.0,8.0,5.0,10.0,7.0,6.0
2281,7822,319,N,texas,48,-150,0.6,19,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2282,7823,319,N,butler,56,130,0.43478260869565216,19,W,22.0,20.0,24.0,22.0,21.0,25.0,23.0,,,23.0,22.0,,21.0,,,20.0,,23.0,,,23.0,20.0,,23.0,22.0,22.0,24.0,,25.0,19.0,23.0,22.0,24.0,,24.0,,,21.0,,,24.0,21.0,25.0,,20.0,25.0,,23.0,25.0,,24.0,22.0,24.0,25.0,22.0,24.0,25.0,23.0,25.0,23.0,23.0,,25.0,22.0,
2283,7825,319,N,villanova,93,-8010,0.9876695437731196,19,W,3.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,6.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,6.0,2.0,5.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0
2284,7826,319,N,lsu,65,115,0.46511627906976744,19,L,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2285,7829,319,N,kentucky,79,-44560,0.9977608598298253,19,W,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2286,7830,319,N,purdue,65,115,0.46511627906976744,19,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2287,7831,319,N,cincinnati,66,-135,0.574468085106383,19,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2288,7833,319,N,iowa-state,59,-1430,0.934640522875817,19,L,13.0,9.0,12.0,9.0,8.0,10.0,10.0,12.0,11.0,9.0,10.0,9.0,9.0,10.0,9.0,10.0,10.0,11.0,9.0,9.0,13.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0,10.0,9.0,11.0,9.0,12.0,11.0,8.0,8.0,8.0,11.0,11.0,10.0,9.0,11.0,11.0,10.0,10.0,10.0,10.0,9.0,12.0,10.0,9.0,10.0,9.0,10.0,10.0,10.0,9.0,11.0,11.0,9.0,11.0,8.0,15.0,10.0,9.0
2289,7834,319,N,ucla,60,160,0.38461538461538464,19,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2290,7836,319,N,stephen-f.-austin,50,255,0.28169014084507044,19,L,,,25.0,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,22.0,,,25.0,,,,24.0,,,,25.0,,,,,,,,,,,,,,,,,,
2291,7839,319,N,georgetown,84,-380,0.7916666666666666,19,W,25.0,23.0,,20.0,,20.0,24.0,,25.0,20.0,24.0,,20.0,,25.0,25.0,,22.0,,,21.0,17.0,21.0,24.0,21.0,24.0,23.0,25.0,22.0,24.0,,19.0,21.0,,25.0,23.0,,23.0,24.0,25.0,25.0,,16.0,,21.0,23.0,,22.0,,,23.0,21.0,21.0,24.0,,23.0,24.0,20.0,22.0,24.0,24.0,,17.0,23.0,17.0
2292,7841,319,N,arizona,93,-5960,0.9834983498349835,19,W,4.0,4.0,5.0,3.0,4.0,5.0,6.0,2.0,3.0,6.0,6.0,6.0,2.0,4.0,4.0,5.0,4.0,4.0,3.0,2.0,4.0,6.0,6.0,2.0,6.0,6.0,6.0,3.0,3.0,6.0,4.0,4.0,6.0,3.0,3.0,5.0,5.0,7.0,3.0,4.0,3.0,5.0,6.0,4.0,6.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,4.0,5.0,5.0,2.0
2293,7842,319,N,ohio-state,75,-175,0.6363636363636364,19,W,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,
2294,7847,320,N,virginia,79,-2305,0.9584199584199584,19,W,5.0,2.0,6.0,6.0,6.0,6.0,5.0,6.0,7.0,4.0,5.0,5.0,6.0,7.0,6.0,7.0,5.0,5.0,6.0,5.0,7.0,4.0,5.0,6.0,5.0,3.0,5.0,8.0,6.0,4.0,6.0,6.0,2.0,5.0,6.0,6.0,6.0,5.0,4.0,6.0,8.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,4.0,7.0,5.0,6.0,4.0,7.0,6.0,4.0,8.0
2295,7848,320,N,georgia,63,225,0.3076923076923077,19,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2296,7849,320,N,michigan-state,70,-275,0.7333333333333333,19,W,,25.0,22.0,21.0,24.0,23.0,21.0,23.0,23.0,,,24.0,22.0,,21.0,22.0,22.0,,,,,25.0,24.0,21.0,20.0,23.0,,,,,22.0,,23.0,22.0,23.0,18.0,,25.0,23.0,22.0,21.0,24.0,,22.0,25.0,21.0,24.0,25.0,20.0,24.0,,25.0,19.0,22.0,23.0,25.0,22.0,25.0,23.0,21.0,22.0,21.0,,,25.0
2297,7851,320,N,duke,85,-7700,0.9871794871794872,19,W,2.0,6.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,3.0,5.0,4.0,2.0,3.0,5.0,4.0,6.0,5.0,4.0,5.0,4.0,4.0,4.0,7.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,6.0,5.0,7.0,3.0,3.0,6.0,4.0,4.0,8.0,4.0,3.0,7.0,5.0,3.0,3.0,4.0,3.0,3.0,6.0,4.0,4.0,4.0,3.0,6.0,3.0,6.0,5.0
2298,7853,320,N,san-diego-state,76,-195,0.6610169491525424,19,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2299,7855,320,N,west-virginia,68,-210,0.6774193548387096,19,W,20.0,16.0,19.0,19.0,20.0,,22.0,20.0,20.0,16.0,19.0,20.0,18.0,18.0,20.0,18.0,25.0,20.0,20.0,,19.0,19.0,22.0,18.0,23.0,18.0,21.0,21.0,20.0,17.0,16.0,23.0,19.0,21.0,21.0,19.0,19.0,24.0,21.0,18.0,20.0,19.0,19.0,21.0,15.0,18.0,21.0,20.0,23.0,23.0,20.0,16.0,17.0,18.0,,21.0,19.0,19.0,21.0,22.0,20.0,19.0,22.0,14.0,18.0
2300,7856,320,N,valparaiso,62,195,0.3389830508474576,19,L,,,,,,,,,,,,,,25.0,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2301,7857,320,N,maryland,65,-230,0.696969696969697,19,W,8.0,12.0,11.0,12.0,13.0,11.0,12.0,11.0,9.0,11.0,14.0,11.0,14.0,14.0,12.0,16.0,9.0,10.0,11.0,12.0,10.0,11.0,13.0,12.0,11.0,13.0,9.0,13.0,11.0,12.0,9.0,12.0,8.0,12.0,11.0,13.0,12.0,10.0,16.0,13.0,13.0,9.0,13.0,11.0,8.0,12.0,11.0,12.0,11.0,13.0,14.0,12.0,11.0,12.0,12.0,12.0,11.0,10.0,10.0,13.0,9.0,12.0,13.0,12.0,15.0
