,index,Date,VH,Team,Final,ML,Probability,Week,Result,elton-alexander,tyson-alger,jim-benson,mark-berman,john-bohnenkamp,dave-borges,rick-bozich,aaron-brenner,kevin-brockway,jp-butler,christian-caple,jerry-carino,andrew-carter,chris-dachille,kieran-darcy,seth-davis,doug-doughty,jay-drew,jeff-faraudo,john-feinstein,ben-frederickson,chris-goff,cormac-gordon,geoff-grammer,doug-haller,kelly-hines,bob-holt,brian-howell,cecil-hurt,marcus-jackson,joey-johnston,joe-juliano,tom-keegan,bill-knight,chris-lang,kevin-lyttle,fletcher-mackel,scott-mansch,brandon-marcello,matt-mccoy,john-mcnamara,kevin-mcnamara,ron-morris,chris-murray,zach-osterman,soren-petro,steve-pivovar,bj-rains,joe-rexrode,randy-rosetta,daniel-shirley,jason-smith,bret-strelow,terry-toohey,matt-vautour,matt-velazquez,mitch-vingle,dick-vitale,john-werner,tj-werre,gary-williams,jon-wilner,steve-wiseman,scott-wolf,paul-zeise
1364,4641,131,H,tulsa,78,-1600,0.9411764705882353,12,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,
1365,4642,131,V,penn-state,58,230,0.30303030303030304,12,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1366,4643,131,H,illinois,60,-275,0.7333333333333333,12,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1367,4644,131,V,georgetown,67,-145,0.5918367346938775,12,W,21.0,21.0,23.0,17.0,20.0,18.0,15.0,20.0,20.0,21.0,21.0,22.0,22.0,19.0,18.0,19.0,20.0,24.0,20.0,20.0,23.0,21.0,25.0,21.0,20.0,21.0,21.0,17.0,21.0,24.0,19.0,21.0,18.0,22.0,21.0,23.0,20.0,21.0,22.0,21.0,21.0,17.0,,20.0,21.0,23.0,25.0,21.0,20.0,19.0,22.0,22.0,21.0,23.0,20.0,18.0,23.0,,21.0,22.0,22.0,20.0,17.0,19.0,24.0
1368,4645,131,H,creighton,40,125,0.4444444444444444,12,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1369,4648,131,V,villanova,68,-800,0.8888888888888888,12,W,6.0,8.0,10.0,9.0,6.0,7.0,10.0,9.0,8.0,9.0,11.0,6.0,6.0,8.0,7.0,10.0,8.0,6.0,8.0,11.0,11.0,6.0,7.0,7.0,8.0,7.0,8.0,9.0,5.0,6.0,10.0,6.0,10.0,8.0,7.0,8.0,9.0,9.0,9.0,8.0,8.0,6.0,4.0,5.0,4.0,7.0,9.0,7.0,8.0,6.0,8.0,6.0,7.0,8.0,4.0,7.0,7.0,12.0,8.0,10.0,8.0,10.0,8.0,4.0,11.0
1370,4650,131,V,kansas-state,57,575,0.14814814814814814,12,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1371,4651,131,H,kansas,68,-750,0.8823529411764706,12,W,10.0,7.0,7.0,8.0,8.0,10.0,12.0,8.0,10.0,7.0,7.0,10.0,11.0,11.0,8.0,7.0,9.0,11.0,9.0,10.0,9.0,7.0,8.0,8.0,7.0,8.0,12.0,6.0,12.0,8.0,7.0,9.0,9.0,10.0,9.0,7.0,8.0,10.0,12.0,10.0,9.0,9.0,7.0,8.0,8.0,13.0,7.0,8.0,10.0,9.0,12.0,8.0,8.0,12.0,9.0,9.0,6.0,10.0,9.0,6.0,10.0,3.0,9.0,8.0,7.0
1372,4654,131,V,tcu,66,470,0.17543859649122806,12,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1373,4655,131,H,iowa-state,83,-575,0.8518518518518519,12,W,12.0,14.0,14.0,16.0,14.0,13.0,18.0,13.0,13.0,15.0,16.0,16.0,15.0,17.0,17.0,17.0,17.0,14.0,13.0,17.0,19.0,16.0,10.0,15.0,14.0,14.0,16.0,18.0,15.0,13.0,18.0,12.0,13.0,12.0,16.0,16.0,15.0,18.0,15.0,13.0,11.0,12.0,14.0,13.0,16.0,17.0,13.0,16.0,16.0,13.0,15.0,15.0,15.0,16.0,16.0,16.0,15.0,18.0,12.0,16.0,12.0,17.0,18.0,15.0,15.0
1374,4656,131,V,butler,72,-155,0.6078431372549019,12,W,,24.0,,23.0,22.0,,,25.0,25.0,24.0,,23.0,20.0,,,,,,,,,25.0,,,24.0,24.0,,23.0,,25.0,,,,,,21.0,,,,,,25.0,,22.0,23.0,,,,,25.0,23.0,24.0,23.0,,22.0,24.0,24.0,,,,23.0,,25.0,25.0,22.0
1375,4662,131,V,lsu,67,-195,0.6610169491525424,12,L,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,24.0,,,,,,,,,,,,,,,
1376,4668,131,V,valparaiso,70,-575,0.8518518518518519,12,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1377,4678,131,V,wichita-state,54,-130,0.5652173913043478,12,L,13.0,13.0,12.0,12.0,11.0,8.0,13.0,15.0,12.0,12.0,13.0,12.0,13.0,7.0,12.0,18.0,10.0,9.0,16.0,12.0,14.0,13.0,13.0,13.0,15.0,12.0,13.0,11.0,11.0,15.0,6.0,13.0,15.0,13.0,13.0,12.0,12.0,7.0,14.0,14.0,13.0,14.0,10.0,10.0,13.0,10.0,12.0,12.0,12.0,15.0,13.0,11.0,12.0,9.0,12.0,12.0,13.0,9.0,13.0,14.0,13.0,14.0,12.0,14.0,13.0
1378,4679,131,H,northern-iowa,70,110,0.47619047619047616,12,W,18.0,19.0,17.0,21.0,19.0,20.0,19.0,19.0,18.0,20.0,19.0,20.0,21.0,16.0,15.0,23.0,18.0,19.0,18.0,15.0,18.0,22.0,19.0,19.0,25.0,20.0,20.0,21.0,20.0,19.0,14.0,20.0,25.0,19.0,18.0,17.0,19.0,20.0,23.0,19.0,18.0,19.0,24.0,18.0,19.0,19.0,17.0,19.0,17.0,20.0,18.0,21.0,19.0,18.0,19.0,20.0,19.0,16.0,19.0,21.0,19.0,18.0,21.0,22.0,19.0
1379,4680,131,V,georgia,50,180,0.35714285714285715,12,L,,23.0,,,,,25.0,,,,,24.0,,,,,,,,,,,,,,25.0,,,24.0,,,23.0,,,,,,,,,,,25.0,,,22.0,23.0,,,,,,,21.0,,25.0,25.0,,,25.0,,,,,
1380,4681,131,H,south-carolina,67,-210,0.6774193548387096,12,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1381,4689,131,H,rhode-island,59,-140,0.5833333333333334,12,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1382,4692,131,V,north-carolina,68,200,0.3333333333333333,12,L,14.0,9.0,13.0,10.0,12.0,17.0,8.0,16.0,14.0,13.0,12.0,13.0,10.0,14.0,13.0,11.0,13.0,13.0,10.0,13.0,13.0,11.0,16.0,11.0,10.0,13.0,11.0,12.0,13.0,12.0,13.0,14.0,12.0,14.0,15.0,11.0,13.0,13.0,13.0,12.0,14.0,15.0,13.0,15.0,10.0,11.0,14.0,14.0,13.0,7.0,11.0,12.0,13.0,14.0,10.0,11.0,11.0,14.0,14.0,11.0,14.0,13.0,14.0,12.0,12.0
1383,4693,131,H,louisville,78,-240,0.7058823529411765,12,W,9.0,10.0,8.0,15.0,13.0,11.0,9.0,7.0,9.0,10.0,8.0,9.0,8.0,10.0,10.0,15.0,11.0,10.0,11.0,9.0,12.0,12.0,12.0,12.0,12.0,10.0,6.0,13.0,10.0,9.0,9.0,8.0,7.0,9.0,11.0,13.0,10.0,11.0,8.0,6.0,10.0,10.0,11.0,12.0,12.0,8.0,10.0,9.0,9.0,12.0,7.0,13.0,11.0,11.0,11.0,13.0,12.0,11.0,10.0,12.0,9.0,7.0,10.0,11.0,10.0
1384,4705,131,H,louisiana-tech,81,-2900,0.9666666666666667,12,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385,4708,131,V,yale,65,-170,0.6296296296296297,12,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1386,4712,131,V,purdue,68,-135,0.574468085106383,12,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1387,4714,131,V,nebraska,42,265,0.273972602739726,12,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388,4719,131,H,colorado-state,80,-675,0.8709677419354839,12,W,,,,,,,,,,,,,,,21.0,,23.0,22.0,23.0,23.0,,,,25.0,,,24.0,,,,25.0,,,24.0,24.0,,24.0,22.0,,23.0,22.0,,,25.0,,,22.0,25.0,24.0,23.0,20.0,,,,,,,25.0,,,,,,,
1389,4721,131,H,wyoming,63,-1100,0.9166666666666666,12,W,23.0,,,,,,,,,,,,,24.0,,,,,,24.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,22.0,,,
1390,4722,131,V,texas,60,125,0.4444444444444444,12,L,20.0,20.0,18.0,18.0,21.0,25.0,21.0,23.0,23.0,19.0,20.0,18.0,16.0,,22.0,22.0,21.0,17.0,19.0,18.0,17.0,17.0,17.0,16.0,23.0,18.0,17.0,20.0,19.0,18.0,16.0,17.0,21.0,18.0,17.0,20.0,23.0,17.0,21.0,18.0,20.0,20.0,16.0,,17.0,20.0,19.0,17.0,19.0,18.0,16.0,19.0,17.0,19.0,21.0,21.0,17.0,20.0,20.0,18.0,20.0,19.0,19.0,,18.0
1391,4723,131,H,baylor,83,-145,0.5918367346938775,12,W,19.0,18.0,22.0,20.0,18.0,19.0,,17.0,19.0,18.0,18.0,21.0,19.0,20.0,20.0,,,20.0,22.0,21.0,20.0,20.0,20.0,20.0,18.0,19.0,19.0,16.0,17.0,,21.0,19.0,17.0,20.0,22.0,18.0,17.0,19.0,18.0,20.0,19.0,18.0,22.0,19.0,20.0,18.0,20.0,20.0,22.0,,19.0,18.0,20.0,20.0,17.0,19.0,20.0,19.0,17.0,19.0,18.0,21.0,20.0,17.0,20.0
1392,4725,131,H,northeastern,80,-525,0.84,12,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1393,4729,131,H,old-dominion,68,-1250,0.9259259259259259,12,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1394,4734,131,V,harvard,63,-370,0.7872340425531915,12,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1395,4742,131,V,alabama,55,2000,0.047619047619047616,12,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396,4743,131,H,kentucky,70,-4000,0.975609756097561,12,W,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1397,4752,131,V,stanford,88,-475,0.8260869565217391,12,L,,,,,,,20.0,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,25.0,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,
1398,4757,131,H,san-diego-state,62,-800,0.8888888888888888,12,W,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1399,4759,131,H,hofstra,72,-900,0.9,12,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,4764,131,V,oklahoma,64,125,0.4444444444444444,12,W,,22.0,,22.0,24.0,,,21.0,,25.0,24.0,25.0,24.0,,,,,21.0,,,,24.0,,,22.0,,25.0,24.0,,23.0,,25.0,20.0,25.0,,19.0,,,,,,,17.0,,,25.0,24.0,23.0,,,,23.0,,,25.0,,21.0,21.0,,24.0,,,,20.0,
1401,4765,131,H,oklahoma-state,56,-145,0.5918367346938775,12,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1402,4773,131,H,utep,83,-550,0.8461538461538461,12,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1403,4775,131,H,byu,78,-1150,0.92,12,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404,4777,131,H,unlv,74,-500,0.8333333333333334,12,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1405,4779,131,H,gonzaga,82,NL,0.5,12,W,3.0,3.0,3.0,3.0,3.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,7.0,4.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0
1406,4784,131,V,colorado,59,235,0.29850746268656714,12,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1407,4785,131,H,ucla,72,-280,0.7368421052631579,12,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1408,4811,131,H,wofford,49,-280,0.7368421052631579,12,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1409,4813,131,H,murray-state,65,-680,0.8717948717948718,12,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1410,4827,201,H,florida-state,55,115,0.46511627906976744,12,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411,4830,201,V,michigan,66,550,0.15384615384615385,12,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412,4831,201,H,michigan-state,76,-800,0.8888888888888888,12,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1413,4832,201,V,cincinnati,46,-630,0.863013698630137,12,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1414,4835,201,H,dayton,101,-1600,0.9411764705882353,12,W,24.0,,21.0,,,,22.0,,,,,,,23.0,,25.0,,,,,,,23.0,,,,,,,,,,,,,,,,,,25.0,24.0,,,,,,,,,,,,,,,,,24.0,,24.0,,,23.0,
1415,4838,201,V,connecticut,68,-430,0.8113207547169812,12,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1416,4840,201,V,california,90,245,0.2898550724637681,12,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1417,4850,202,V,virginia,75,-120,0.5454545454545454,13,W,5.0,2.0,3.0,2.0,2.0,4.0,2.0,5.0,6.0,2.0,4.0,2.0,5.0,5.0,5.0,4.0,3.0,4.0,3.0,3.0,6.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,3.0,4.0,2.0,5.0,2.0,2.0,5.0,6.0,3.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,6.0,3.0,5.0,4.0,2.0,4.0,5.0,2.0,3.0,3.0,3.0,2.0,4.0,5.0,2.0,2.0,5.0
1418,4851,202,H,north-carolina,64,100,0.5,13,L,16.0,11.0,13.0,11.0,12.0,18.0,9.0,18.0,15.0,13.0,13.0,13.0,11.0,15.0,15.0,12.0,15.0,12.0,12.0,13.0,13.0,11.0,14.0,11.0,11.0,13.0,11.0,13.0,13.0,12.0,14.0,14.0,11.0,12.0,15.0,11.0,15.0,12.0,14.0,14.0,15.0,11.0,13.0,15.0,11.0,11.0,16.0,11.0,13.0,10.0,11.0,13.0,11.0,11.0,11.0,11.0,11.0,12.0,14.0,11.0,16.0,12.0,12.0,12.0,14.0
1419,4854,202,V,iowa-state,76,273,0.2680965147453083,13,L,11.0,14.0,11.0,12.0,11.0,10.0,14.0,11.0,11.0,11.0,11.0,14.0,12.0,12.0,12.0,11.0,14.0,14.0,14.0,10.0,14.0,14.0,10.0,13.0,13.0,12.0,12.0,12.0,11.0,13.0,18.0,10.0,12.0,11.0,11.0,16.0,11.0,15.0,11.0,11.0,11.0,12.0,11.0,11.0,14.0,14.0,11.0,13.0,11.0,12.0,12.0,12.0,13.0,13.0,15.0,12.0,13.0,14.0,11.0,12.0,11.0,14.0,11.0,14.0,11.0
1420,4855,202,H,kansas,89,-330,0.7674418604651163,13,W,8.0,7.0,7.0,7.0,8.0,8.0,11.0,7.0,8.0,7.0,8.0,9.0,9.0,9.0,8.0,7.0,8.0,10.0,8.0,7.0,7.0,7.0,6.0,8.0,7.0,8.0,10.0,6.0,8.0,8.0,6.0,9.0,9.0,8.0,8.0,7.0,10.0,8.0,10.0,10.0,9.0,8.0,7.0,8.0,8.0,9.0,8.0,8.0,8.0,7.0,9.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,9.0,6.0,8.0,2.0,8.0,9.0,7.0
1421,4865,203,H,butler,85,-250,0.7142857142857143,13,W,20.0,22.0,25.0,21.0,20.0,23.0,,22.0,23.0,21.0,23.0,24.0,19.0,,19.0,,,22.0,,22.0,25.0,22.0,,,19.0,20.0,22.0,19.0,20.0,21.0,23.0,21.0,24.0,18.0,24.0,20.0,22.0,,22.0,22.0,21.0,21.0,25.0,20.0,20.0,23.0,23.0,21.0,,20.0,18.0,22.0,20.0,21.0,19.0,20.0,23.0,,20.0,22.0,23.0,24.0,23.0,20.0,21.0
1422,4867,203,H,wisconsin,92,-1800,0.9473684210526315,13,W,3.0,5.0,6.0,5.0,5.0,2.0,5.0,8.0,4.0,4.0,5.0,5.0,3.0,7.0,3.0,2.0,4.0,5.0,5.0,6.0,3.0,5.0,7.0,6.0,3.0,5.0,5.0,7.0,2.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,4.0,2.0,5.0,6.0,3.0,5.0,8.0,6.0,6.0,5.0,3.0,5.0,4.0,5.0,6.0,5.0,6.0,5.0,3.0,4.0,4.0,6.0,4.0,5.0,3.0,7.0,7.0,5.0,6.0
1423,4868,203,V,northern-iowa,61,-290,0.7435897435897436,13,W,13.0,12.0,15.0,15.0,13.0,13.0,15.0,12.0,12.0,15.0,14.0,11.0,14.0,11.0,10.0,14.0,16.0,16.0,15.0,11.0,12.0,13.0,13.0,14.0,17.0,14.0,15.0,15.0,16.0,15.0,10.0,15.0,21.0,14.0,13.0,13.0,13.0,16.0,13.0,15.0,12.0,14.0,23.0,12.0,13.0,15.0,12.0,14.0,15.0,16.0,13.0,14.0,15.0,14.0,12.0,14.0,15.0,11.0,13.0,14.0,14.0,13.0,13.0,10.0,13.0
1424,4870,203,V,georgia,58,1500,0.0625,13,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,
1425,4871,203,H,kentucky,69,-3000,0.967741935483871,13,W,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1426,4873,203,H,tennessee,66,-505,0.8347107438016529,13,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427,4875,203,H,nebraska,76,-370,0.7872340425531915,13,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1428,4884,203,V,west-virginia,52,200,0.3333333333333333,13,L,12.0,16.0,14.0,13.0,15.0,11.0,12.0,13.0,16.0,14.0,15.0,16.0,13.0,14.0,11.0,15.0,13.0,15.0,11.0,12.0,15.0,16.0,11.0,15.0,14.0,15.0,13.0,11.0,15.0,14.0,19.0,11.0,14.0,13.0,14.0,18.0,12.0,14.0,12.0,12.0,16.0,15.0,14.0,14.0,17.0,13.0,14.0,17.0,12.0,14.0,16.0,17.0,14.0,15.0,17.0,15.0,14.0,13.0,12.0,16.0,12.0,11.0,15.0,17.0,12.0
1429,4885,203,H,oklahoma,71,-235,0.7014925373134329,13,W,19.0,20.0,19.0,20.0,17.0,24.0,22.0,19.0,24.0,20.0,21.0,22.0,20.0,25.0,18.0,19.0,,20.0,25.0,23.0,23.0,20.0,22.0,22.0,21.0,21.0,19.0,18.0,23.0,20.0,,20.0,17.0,17.0,23.0,14.0,21.0,,25.0,,18.0,,16.0,22.0,,22.0,18.0,20.0,17.0,,23.0,21.0,21.0,24.0,20.0,21.0,21.0,20.0,23.0,20.0,20.0,18.0,24.0,24.0,20.0
1430,4886,203,V,louisville,63,-205,0.6721311475409836,13,W,9.0,9.0,8.0,10.0,9.0,9.0,8.0,6.0,10.0,10.0,9.0,10.0,8.0,8.0,9.0,10.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0,6.0,10.0,10.0,9.0,7.0,8.0,7.0,9.0,9.0,10.0,9.0,9.0,7.0,7.0,10.0,10.0,10.0,10.0,9.0,8.0,9.0,9.0,9.0,9.0,7.0,10.0,10.0,9.0,9.0,9.0,9.0,8.0,10.0,10.0,9.0,6.0,10.0,8.0,8.0
1431,4888,203,V,south-carolina,55,290,0.2564102564102564,13,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1432,4889,203,H,arkansas,75,-360,0.782608695652174,13,W,,,,,,,,,,25.0,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,25.0,23.0,,24.0,,,19.0,24.0,,,,,,25.0,,,,,,,,,25.0,,,,,,
1433,4890,203,V,florida,61,-145,0.5918367346938775,13,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434,4892,203,V,seton-hall,62,-145,0.5918367346938775,13,L,,,,,25.0,,,,,,,,25.0,,22.0,,25.0,,,,24.0,,,,,25.0,,,,25.0,,,,23.0,,,,25.0,,,,,,,,,,,24.0,,,,,,24.0,,,,,,,,,,23.0
1435,4895,203,H,syracuse,72,-710,0.8765432098765432,13,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1436,4897,203,H,illinois,66,-665,0.869281045751634,13,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1437,4898,203,V,boise-state,68,-125,0.5555555555555556,13,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1438,4902,204,V,temple,61,-360,0.782608695652174,13,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,
1439,4904,204,V,ohio-state,58,-120,0.5454545454545454,13,L,23.0,21.0,21.0,22.0,18.0,22.0,18.0,21.0,18.0,23.0,17.0,17.0,24.0,18.0,17.0,16.0,17.0,23.0,16.0,18.0,22.0,24.0,21.0,20.0,22.0,22.0,21.0,22.0,19.0,19.0,20.0,25.0,15.0,21.0,18.0,22.0,19.0,18.0,19.0,20.0,19.0,23.0,,19.0,22.0,18.0,21.0,23.0,22.0,23.0,20.0,23.0,22.0,17.0,22.0,23.0,22.0,17.0,21.0,24.0,19.0,22.0,21.0,22.0,22.0
1440,4905,204,H,purdue,60,100,0.5,13,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1441,4909,204,H,villanova,70,-1335,0.9303135888501742,13,W,7.0,8.0,9.0,9.0,6.0,7.0,10.0,9.0,7.0,9.0,10.0,7.0,6.0,6.0,7.0,9.0,7.0,6.0,7.0,8.0,8.0,6.0,12.0,7.0,9.0,7.0,8.0,8.0,7.0,6.0,9.0,6.0,10.0,7.0,7.0,8.0,8.0,5.0,8.0,8.0,7.0,6.0,4.0,5.0,5.0,7.0,7.0,7.0,7.0,6.0,8.0,6.0,7.0,7.0,7.0,7.0,7.0,9.0,7.0,9.0,7.0,10.0,5.0,7.0,9.0
1442,4910,204,V,hofstra,79,-285,0.7402597402597403,13,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443,4913,204,H,northeastern,69,-460,0.8214285714285714,13,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1444,4917,204,H,connecticut,65,-1225,0.9245283018867925,13,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1445,4933,204,H,davidson,61,-360,0.782608695652174,13,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1446,4937,204,H,duke,72,-4000,0.975609756097561,13,W,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,6.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,2.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,5.0,5.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,7.0,7.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,6.0,4.0,3.0,3.0,8.0,4.0,3.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,6.0,4.0,4.0
