,index,Date,VH,Team,Final,ML,Probability,Week,Result,Aggregate,chris-basnett,jessica-benson,mark-berman,sam-blum,dave-borges,rick-bozich,tom-bragg,kevin-brockway,lauren-brownlow,joe-buettner,jeff-call,jerry-carino,christina-chambers,david-cloninger,james-crepea,rob-dauster,seth-davis,luke-decock,donna-ditota,doug-doughty,jack-ebling,wayne-epps,john-feinstein,marcus-fuller,geoff-grammer,adam-grosbard,jordan-hansen,steve-hewitt,brian-holland,bob-holt,cecil-hurt,joe-juliano,lauren-kirschman,paul-klee,zach-klein,joey-knight,chad-leistikow,dave-matter,matt-mccoy,brian-mcinnis,kevin-mcnamara,stephen-means,craig-meyer,sheldon-mickles,chris-murray,jesse-newell,bruce-pascoe,dave-preston,troy-provostheron,jeff-rabjohns,bj-rains,scott-richey,jon-rothstein,shannon-ryan,carlos-silva,ben-steele,nick-suss,bob-sutton,edgar-thompson,terry-toohey,dick-vitale,ken-weinman,john-werner,jon-wilner,scott-wolf
44,187,1106,H,north-carolina,76,-550,0.8461538461538461,1,W,1060,14.0,8.0,10.0,14.0,4.0,9.0,13.0,12.0,7.0,14.0,10.0,9.0,14.0,12.0,9.0,14.0,10.0,7.0,12.0,7.0,12.0,8.0,4.0,8.0,7.0,7.0,14.0,9.0,9.0,6.0,2.0,10.0,12.0,6.0,14.0,10.0,8.0,7.0,9.0,7.0,12.0,7.0,13.0,11.0,11.0,6.0,8.0,11.0,5.0,10.0,11.0,9.0,9.0,11.0,13.0,8.0,11.0,6.0,14.0,9.0,8.0,14.0,12.0,11.0,12.0
63,256,1108,V,north-carolina,78,-6000,0.9836065573770492,1,W,1060,14.0,8.0,10.0,14.0,4.0,9.0,13.0,12.0,7.0,14.0,10.0,9.0,14.0,12.0,9.0,14.0,10.0,7.0,12.0,7.0,12.0,8.0,4.0,8.0,7.0,7.0,14.0,9.0,9.0,6.0,2.0,10.0,12.0,6.0,14.0,10.0,8.0,7.0,9.0,7.0,12.0,7.0,13.0,11.0,11.0,6.0,8.0,11.0,5.0,10.0,11.0,9.0,9.0,11.0,13.0,8.0,11.0,6.0,14.0,9.0,8.0,14.0,12.0,11.0,12.0
33,145,1105,H,gonzaga,95,-62400,0.9984,1,W,1096,10.0,9.0,9.0,11.0,7.0,8.0,9.0,10.0,11.0,8.0,8.0,8.0,8.0,11.0,12.0,8.0,6.0,10.0,15.0,6.0,7.0,9.0,6.0,10.0,11.0,16.0,9.0,8.0,8.0,8.0,9.0,9.0,11.0,7.0,8.0,9.0,9.0,11.0,7.0,9.0,9.0,8.0,7.0,10.0,9.0,7.0,11.0,9.0,6.0,8.0,10.0,7.0,16.0,9.0,8.0,9.0,8.0,9.0,8.0,8.0,7.0,12.0,10.0,8.0,16.0
116,475,1109,H,gonzaga,110,-69000,0.9985528219971056,1,W,1096,10.0,9.0,9.0,11.0,7.0,8.0,9.0,10.0,11.0,8.0,8.0,8.0,8.0,11.0,12.0,8.0,6.0,10.0,15.0,6.0,7.0,9.0,6.0,10.0,11.0,16.0,9.0,8.0,8.0,8.0,9.0,9.0,11.0,7.0,8.0,9.0,9.0,11.0,7.0,9.0,9.0,8.0,7.0,10.0,9.0,7.0,11.0,9.0,6.0,8.0,10.0,7.0,16.0,9.0,8.0,9.0,8.0,9.0,8.0,8.0,7.0,12.0,10.0,8.0,16.0
32,143,1105,H,maryland,95,-16500,0.9939759036144579,1,W,1134,6.0,7.0,8.0,6.0,14.0,7.0,8.0,7.0,12.0,10.0,6.0,6.0,9.0,8.0,8.0,9.0,4.0,8.0,5.0,12.0,10.0,5.0,9.0,13.0,10.0,8.0,8.0,7.0,7.0,9.0,10.0,7.0,7.0,10.0,7.0,8.0,14.0,10.0,8.0,11.0,6.0,13.0,11.0,6.0,10.0,12.0,6.0,7.0,8.0,7.0,8.0,8.0,6.0,8.0,9.0,7.0,9.0,10.0,10.0,7.0,9.0,7.0,11.0,13.0,10.0
103,401,1109,H,maryland,73,-850,0.8947368421052632,1,W,1134,6.0,7.0,8.0,6.0,14.0,7.0,8.0,7.0,12.0,10.0,6.0,6.0,9.0,8.0,8.0,9.0,4.0,8.0,5.0,12.0,10.0,5.0,9.0,13.0,10.0,8.0,8.0,7.0,7.0,9.0,10.0,7.0,7.0,10.0,7.0,8.0,14.0,10.0,8.0,11.0,6.0,13.0,11.0,6.0,10.0,12.0,6.0,7.0,8.0,7.0,8.0,8.0,6.0,8.0,9.0,7.0,9.0,10.0,10.0,7.0,9.0,7.0,11.0,13.0,10.0
28,131,1105,H,florida,74,-5000,0.9803921568627451,1,W,1313,5.0,6.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0,6.0,7.0,7.0,7.0,6.0,4.0,7.0,7.0,3.0,4.0,5.0,5.0,6.0,12.0,4.0,6.0,4.0,6.0,5.0,4.0,3.0,7.0,5.0,6.0,9.0,5.0,7.0,4.0,5.0,6.0,6.0,5.0,4.0,6.0,8.0,7.0,8.0,9.0,4.0,7.0,5.0,6.0,6.0,7.0,6.0,7.0,5.0,6.0,4.0,6.0,6.0,6.0,6.0,8.0,5.0,6.0
118,479,1110,H,florida,51,-260,0.7222222222222222,1,L,1313,5.0,6.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0,6.0,7.0,7.0,7.0,6.0,4.0,7.0,7.0,3.0,4.0,5.0,5.0,6.0,12.0,4.0,6.0,4.0,6.0,5.0,4.0,3.0,7.0,5.0,6.0,9.0,5.0,7.0,4.0,5.0,6.0,6.0,5.0,4.0,6.0,8.0,7.0,8.0,9.0,4.0,7.0,5.0,6.0,6.0,7.0,6.0,7.0,5.0,6.0,4.0,6.0,6.0,6.0,6.0,8.0,5.0,6.0
1,2,1105,V,louisville,87,-280,0.7368421052631579,1,W,1386,7.0,5.0,3.0,7.0,2.0,6.0,7.0,2.0,5.0,5.0,5.0,2.0,4.0,4.0,6.0,4.0,5.0,4.0,8.0,10.0,6.0,7.0,2.0,3.0,4.0,6.0,5.0,4.0,2.0,4.0,4.0,6.0,4.0,4.0,6.0,5.0,2.0,2.0,11.0,8.0,8.0,5.0,5.0,5.0,4.0,2.0,3.0,5.0,9.0,6.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,5.0,2.0,5.0,5.0,3.0,6.0,2.0,4.0
120,483,1110,H,louisville,78,-15000,0.9933774834437086,1,W,1386,7.0,5.0,3.0,7.0,2.0,6.0,7.0,2.0,5.0,5.0,5.0,2.0,4.0,4.0,6.0,4.0,5.0,4.0,8.0,10.0,6.0,7.0,2.0,3.0,4.0,6.0,5.0,4.0,2.0,4.0,4.0,6.0,4.0,4.0,6.0,5.0,2.0,2.0,11.0,8.0,8.0,5.0,5.0,5.0,4.0,2.0,3.0,5.0,9.0,6.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,5.0,2.0,5.0,5.0,3.0,6.0,2.0,4.0
18,87,1105,N,duke,68,105,0.4878048780487805,1,W,1399,4.0,4.0,7.0,8.0,3.0,4.0,6.0,5.0,3.0,3.0,3.0,5.0,6.0,5.0,5.0,6.0,3.0,5.0,7.0,4.0,4.0,3.0,3.0,5.0,3.0,5.0,4.0,6.0,6.0,2.0,3.0,3.0,5.0,8.0,4.0,3.0,5.0,3.0,3.0,4.0,4.0,6.0,3.0,4.0,5.0,4.0,5.0,6.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,2.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,6.0,7.0
60,247,1108,H,duke,89,-8000,0.9876543209876543,1,W,1399,4.0,4.0,7.0,8.0,3.0,4.0,6.0,5.0,3.0,3.0,3.0,5.0,6.0,5.0,5.0,6.0,3.0,5.0,7.0,4.0,4.0,3.0,3.0,5.0,3.0,5.0,4.0,6.0,6.0,2.0,3.0,3.0,5.0,8.0,4.0,3.0,5.0,3.0,3.0,4.0,4.0,6.0,3.0,4.0,5.0,4.0,5.0,6.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,2.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,6.0,7.0
17,86,1105,N,kansas,66,-125,0.5555555555555556,1,L,1457,2.0,3.0,5.0,2.0,9.0,2.0,2.0,4.0,1.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,11.0,2.0,3.0,3.0,3.0,4.0,7.0,2.0,5.0,2.0,3.0,3.0,5.0,7.0,5.0,4.0,2.0,2.0,2.0,4.0,6.0,6.0,4.0,2.0,1.0,2.0,2.0,3.0,6.0,5.0,2.0,2.0,2.0,2.0,5.0,3.0,3.0,3.0,3.0,6.0,2.0,8.0,4.0,3.0,1.0,2.0,3.0,9.0,2.0
74,283,1108,H,kansas,74,-1300,0.9285714285714286,1,W,1457,2.0,3.0,5.0,2.0,9.0,2.0,2.0,4.0,1.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,11.0,2.0,3.0,3.0,3.0,4.0,7.0,2.0,5.0,2.0,3.0,3.0,5.0,7.0,5.0,4.0,2.0,2.0,2.0,4.0,6.0,6.0,4.0,2.0,1.0,2.0,2.0,3.0,6.0,5.0,2.0,2.0,2.0,2.0,5.0,3.0,3.0,3.0,3.0,6.0,2.0,8.0,4.0,3.0,1.0,2.0,3.0,9.0,2.0
20,89,1105,N,kentucky,69,125,0.4444444444444444,1,W,1497,3.0,2.0,2.0,3.0,6.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,9.0,2.0,2.0,2.0,2.0,5.0,6.0,2.0,3.0,2.0,2.0,3.0,5.0,6.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,1.0,4.0,2.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,5.0,2.0,3.0,1.0
64,263,1108,H,kentucky,91,-23000,0.9956709956709957,1,W,1497,3.0,2.0,2.0,3.0,6.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,9.0,2.0,2.0,2.0,2.0,5.0,6.0,2.0,3.0,2.0,2.0,3.0,5.0,6.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,1.0,4.0,2.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,5.0,2.0,3.0,1.0
19,88,1105,N,michigan-state,62,-145,0.5918367346938775,1,L,1619,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0
132,533,1110,H,michigan-state,100,-57000,0.9982486865148862,1,W,1619,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0
141,578,1112,V,creighton,69,185,0.3508771929824561,2,L,1,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,584,1112,V,northeastern,71,-145,0.5918367346938775,2,L,1,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,781,1113,H,vermont,62,-800,0.8888888888888888,2,W,1,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,939,1116,H,northeastern,69,-170,0.6296296296296297,2,L,1,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,971,1116,H,creighton,82,-400,0.8,2,W,1,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,1030,1116,V,vermont,70,110,0.47619047619047616,2,W,1,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,1049,1116,H,dayton,90,-6000,0.9836065573770492,2,W,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,751,1113,H,san-diego-state,86,-900,0.9,2,W,2,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,659,1112,H,liberty,65,-4000,0.975609756097561,2,W,3,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,1028,1116,V,liberty,77,-330,0.7674418604651163,2,W,3,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,791,1114,H,georgetown,66,-140,0.5833333333333334,2,L,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,
265,1101,1117,H,georgetown,91,-700,0.875,2,W,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,
151,611,1112,H,arkansas,66,-1100,0.9166666666666666,2,W,11,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,957,1116,H,arkansas,64,-2500,0.9615384615384616,2,W,11,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,582,1112,V,missouri,58,190,0.3448275862068966,2,L,13,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,734,1113,V,purdue,55,100,0.5,2,L,21,,,,,,24.0,,,,,,,,,,,,22.0,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,
231,951,1116,H,purdue,93,-86000,0.9988385598141696,2,W,21,,,,,,24.0,,,,,,,,,,,,22.0,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,
181,746,1113,V,providence,63,-500,0.8333333333333334,2,L,23,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,
230,947,1116,H,providence,68,-23000,0.9956709956709957,2,W,23,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,
156,623,1112,H,tennessee,82,-900,0.9,2,W,49,,21.0,,,,,25.0,,,,,,25.0,,,23.0,,,,,,,18.0,,,,,24.0,,,22.0,,,,,,,,,,21.0,,,,,,,,,25.0,18.0,,,,,,,24.0,,23.0,,20.0,,,
236,968,1116,V,tennessee,75,-120,0.5454545454545454,2,W,49,,21.0,,,,,25.0,,,,,,25.0,,,23.0,,,,,,,18.0,,,,,24.0,,,22.0,,,,,,,,,,21.0,,,,,,,,,25.0,18.0,,,,,,,24.0,,23.0,,20.0,,,
177,735,1113,H,marquette,65,-120,0.5454545454545454,2,W,67,16.0,,,,24.0,,,25.0,,,,,,,18.0,,,,,,25.0,,,,,,,,,,,,,,,,,,,20.0,,20.0,23.0,,,17.0,,,19.0,,,,,,25.0,24.0,21.0,22.0,,,25.0,,,,25.0
254,1070,1117,V,marquette,61,125,0.4444444444444444,2,L,67,16.0,,,,24.0,,,25.0,,,,,,,18.0,,,,,,25.0,,,,,,,,,,,,,,,,,,,20.0,,20.0,23.0,,,17.0,,,19.0,,,,,,25.0,24.0,21.0,22.0,,,25.0,,,,25.0
153,617,1112,H,texas,67,-2500,0.9615384615384616,2,W,95,,,25.0,,,22.0,,21.0,24.0,,21.0,,,25.0,,25.0,23.0,23.0,,,,,15.0,24.0,22.0,,25.0,,,,,23.0,25.0,24.0,,,18.0,21.0,18.0,,,,,,24.0,25.0,,,,,,,19.0,25.0,,25.0,25.0,,25.0,,,25.0,25.0,17.0,
219,913,1115,H,texas,70,-13500,0.9926470588235294,2,W,95,,,25.0,,,22.0,,21.0,24.0,,21.0,,,25.0,,25.0,23.0,23.0,,,,,15.0,24.0,22.0,,25.0,,,,,23.0,25.0,24.0,,,18.0,21.0,18.0,,,,,,24.0,25.0,,,,,,,19.0,25.0,,25.0,25.0,,25.0,,,25.0,25.0,17.0,
205,837,1115,H,florida-state,79,-3000,0.967741935483871,2,W,112,24.0,,,,,,18.0,23.0,25.0,,,,,,,,24.0,,,11.0,,,21.0,,25.0,,,,9.0,20.0,14.0,25.0,,,,,,23.0,,25.0,25.0,,,,,19.0,22.0,,,,,,22.0,,24.0,,,19.0,20.0,,,,,,22.0
243,989,1116,H,colorado,71,-4000,0.975609756097561,2,W,151,,,15.0,23.0,,21.0,,,21.0,22.0,22.0,24.0,,22.0,,,17.0,,22.0,,24.0,,,21.0,,23.0,23.0,,,15.0,,15.0,15.0,25.0,,24.0,19.0,,,,23.0,,,,,,18.0,,25.0,,,23.0,,,,19.0,,,18.0,,22.0,,,18.0,24.0
210,851,1115,H,baylor,72,-1600,0.9411764705882353,2,W,179,20.0,25.0,,22.0,,23.0,21.0,,20.0,,,,18.0,,21.0,,21.0,20.0,18.0,,22.0,22.0,,,,25.0,,25.0,22.0,24.0,,22.0,,22.0,22.0,25.0,23.0,25.0,21.0,23.0,,16.0,25.0,23.0,,14.0,25.0,25.0,21.0,21.0,24.0,,24.0,22.0,18.0,18.0,,,17.0,,,,19.0,23.0,
169,702,1113,V,lsu,82,135,0.425531914893617,2,L,237,,,21.0,,18.0,,15.0,,,24.0,20.0,21.0,23.0,21.0,,18.0,,,,24.0,,23.0,16.0,20.0,23.0,21.0,24.0,17.0,,25.0,,,,,21.0,22.0,24.0,18.0,,18.0,,24.0,21.0,21.0,18.0,,,18.0,18.0,24.0,20.0,19.0,13.0,19.0,19.0,,23.0,23.0,21.0,25.0,19.0,21.0,23.0,20.0,21.0
249,1033,1116,H,lsu,75,-6000,0.9836065573770492,2,W,237,,,21.0,,18.0,,15.0,,,24.0,20.0,21.0,23.0,21.0,,18.0,,,,24.0,,23.0,16.0,20.0,23.0,21.0,24.0,17.0,,25.0,,,,,21.0,22.0,24.0,18.0,,18.0,,24.0,21.0,21.0,18.0,,,18.0,18.0,24.0,20.0,19.0,13.0,19.0,19.0,,23.0,23.0,21.0,25.0,19.0,21.0,23.0,20.0,21.0
150,608,1112,V,auburn,70,-350,0.7777777777777778,2,W,247,,19.0,24.0,24.0,,,20.0,24.0,22.0,21.0,,22.0,22.0,19.0,24.0,22.0,16.0,24.0,23.0,19.0,23.0,24.0,13.0,25.0,24.0,22.0,19.0,,,19.0,21.0,,19.0,23.0,23.0,23.0,25.0,22.0,19.0,22.0,17.0,,24.0,24.0,19.0,,21.0,19.0,24.0,20.0,16.0,24.0,21.0,23.0,22.0,,,20.0,,20.0,17.0,18.0,24.0,24.0,23.0
214,863,1115,H,auburn,116,-7000,0.9859154929577465,2,W,247,,19.0,24.0,24.0,,,20.0,24.0,22.0,21.0,,22.0,22.0,19.0,24.0,22.0,16.0,24.0,23.0,19.0,23.0,24.0,13.0,25.0,24.0,22.0,19.0,,,19.0,21.0,,19.0,23.0,23.0,23.0,25.0,22.0,19.0,22.0,17.0,,24.0,24.0,19.0,,21.0,19.0,24.0,20.0,16.0,24.0,21.0,23.0,22.0,,,20.0,,20.0,17.0,18.0,24.0,24.0,23.0
145,583,1112,H,xavier,63,-240,0.7058823529411765,2,W,370,22.0,18.0,22.0,17.0,14.0,,,19.0,18.0,17.0,18.0,18.0,19.0,20.0,23.0,17.0,,,20.0,21.0,19.0,18.0,22.0,23.0,20.0,19.0,22.0,18.0,24.0,17.0,24.0,19.0,16.0,20.0,18.0,21.0,22.0,19.0,14.0,,20.0,17.0,,18.0,17.0,24.0,19.0,14.0,17.0,18.0,,18.0,,18.0,21.0,,19.0,15.0,24.0,18.0,21.0,,20.0,,18.0
207,843,1115,H,xavier,59,-1100,0.9166666666666666,2,W,370,22.0,18.0,22.0,17.0,14.0,,,19.0,18.0,17.0,18.0,18.0,19.0,20.0,23.0,17.0,,,20.0,21.0,19.0,18.0,22.0,23.0,20.0,19.0,22.0,18.0,24.0,17.0,24.0,19.0,16.0,20.0,18.0,21.0,22.0,19.0,14.0,,20.0,17.0,,18.0,17.0,24.0,19.0,14.0,17.0,18.0,,18.0,,18.0,21.0,,19.0,15.0,24.0,18.0,21.0,,20.0,,18.0
195,801,1114,H,arizona,87,-36000,0.997229916897507,2,W,415,17.0,15.0,,21.0,,19.0,,13.0,15.0,25.0,,20.0,21.0,24.0,19.0,14.0,,19.0,24.0,13.0,18.0,20.0,20.0,18.0,13.0,17.0,17.0,19.0,20.0,23.0,13.0,,22.0,17.0,20.0,18.0,17.0,17.0,15.0,21.0,18.0,21.0,17.0,20.0,20.0,20.0,23.0,21.0,22.0,19.0,17.0,16.0,18.0,20.0,20.0,22.0,22.0,18.0,,19.0,12.0,22.0,22.0,21.0,19.0
257,1073,1117,H,arizona,83,-1000,0.9090909090909091,2,W,415,17.0,15.0,,21.0,,19.0,,13.0,15.0,25.0,,20.0,21.0,24.0,19.0,14.0,,19.0,24.0,13.0,18.0,20.0,20.0,18.0,13.0,17.0,17.0,19.0,20.0,23.0,13.0,,22.0,17.0,20.0,18.0,17.0,17.0,15.0,21.0,18.0,21.0,17.0,20.0,20.0,20.0,23.0,21.0,22.0,19.0,17.0,16.0,18.0,20.0,20.0,22.0,22.0,18.0,,19.0,12.0,22.0,22.0,21.0,19.0
158,629,1112,H,utah-state,97,-8000,0.9876543209876543,2,W,507,21.0,17.0,14.0,20.0,21.0,15.0,14.0,17.0,19.0,15.0,15.0,16.0,16.0,16.0,17.0,15.0,18.0,21.0,19.0,23.0,17.0,16.0,,22.0,19.0,,20.0,16.0,13.0,,,16.0,14.0,18.0,17.0,19.0,20.0,20.0,24.0,13.0,19.0,18.0,19.0,17.0,16.0,,17.0,20.0,23.0,23.0,15.0,13.0,,11.0,15.0,17.0,15.0,17.0,13.0,17.0,23.0,19.0,16.0,15.0,16.0
220,919,1115,H,utah-state,81,-30000,0.9966777408637874,2,W,507,21.0,17.0,14.0,20.0,21.0,15.0,14.0,17.0,19.0,15.0,15.0,16.0,16.0,16.0,17.0,15.0,18.0,21.0,19.0,23.0,17.0,16.0,,22.0,19.0,,20.0,16.0,13.0,,,16.0,14.0,18.0,17.0,19.0,20.0,20.0,24.0,13.0,19.0,18.0,19.0,17.0,16.0,,17.0,20.0,23.0,23.0,15.0,13.0,,11.0,15.0,17.0,15.0,17.0,13.0,17.0,23.0,19.0,16.0,15.0,16.0
171,705,1113,H,ohio-state,76,-120,0.5454545454545454,2,W,544,15.0,14.0,19.0,18.0,16.0,18.0,22.0,16.0,13.0,18.0,17.0,17.0,17.0,18.0,14.0,24.0,15.0,11.0,16.0,18.0,16.0,17.0,,12.0,21.0,12.0,21.0,23.0,18.0,16.0,20.0,18.0,18.0,,16.0,13.0,9.0,12.0,17.0,16.0,,14.0,15.0,16.0,22.0,15.0,13.0,,15.0,16.0,22.0,20.0,20.0,17.0,,15.0,18.0,,16.0,16.0,14.0,15.0,17.0,,17.0
192,795,1114,H,florida,66,-3000,0.967741935483871,2,W,616,25.0,24.0,,12.0,19.0,13.0,19.0,18.0,16.0,19.0,19.0,13.0,9.0,15.0,22.0,19.0,25.0,7.0,11.0,22.0,12.0,11.0,23.0,15.0,17.0,8.0,14.0,12.0,14.0,21.0,17.0,12.0,24.0,21.0,15.0,20.0,,24.0,22.0,,16.0,3.0,22.0,10.0,23.0,10.0,24.0,10.0,9.0,12.0,10.0,17.0,23.0,21.0,16.0,16.0,14.0,12.0,15.0,11.0,15.0,11.0,15.0,19.0,13.0
258,1080,1117,V,florida,59,-190,0.6551724137931034,2,L,616,25.0,24.0,,12.0,19.0,13.0,19.0,18.0,16.0,19.0,19.0,13.0,9.0,15.0,22.0,19.0,25.0,7.0,11.0,22.0,12.0,11.0,23.0,15.0,17.0,8.0,14.0,12.0,14.0,21.0,17.0,12.0,24.0,21.0,15.0,20.0,,24.0,22.0,,16.0,3.0,22.0,10.0,23.0,10.0,24.0,10.0,9.0,12.0,10.0,17.0,23.0,21.0,16.0,16.0,14.0,12.0,15.0,11.0,15.0,11.0,15.0,19.0,13.0
162,645,1112,N,oregon,82,-190,0.6551724137931034,2,W,804,14.0,16.0,13.0,9.0,,20.0,11.0,15.0,9.0,14.0,13.0,15.0,15.0,13.0,9.0,11.0,22.0,17.0,8.0,16.0,15.0,15.0,12.0,9.0,8.0,9.0,15.0,14.0,12.0,22.0,9.0,20.0,17.0,11.0,14.0,15.0,12.0,15.0,13.0,9.0,12.0,9.0,8.0,15.0,14.0,16.0,14.0,16.0,14.0,9.0,14.0,15.0,10.0,15.0,10.0,13.0,16.0,10.0,19.0,13.0,18.0,16.0,13.0,10.0,15.0
266,1103,1117,H,oregon,67,-2000,0.9523809523809523,2,W,804,14.0,16.0,13.0,9.0,,20.0,11.0,15.0,9.0,14.0,13.0,15.0,15.0,13.0,9.0,11.0,22.0,17.0,8.0,16.0,15.0,15.0,12.0,9.0,8.0,9.0,15.0,14.0,12.0,22.0,9.0,20.0,17.0,11.0,14.0,15.0,12.0,15.0,13.0,9.0,12.0,9.0,8.0,15.0,14.0,16.0,14.0,16.0,14.0,9.0,14.0,15.0,10.0,15.0,10.0,13.0,16.0,10.0,19.0,13.0,18.0,16.0,13.0,10.0,15.0
197,803,1114,H,seton-hall,73,220,0.3125,2,L,869,9.0,12.0,10.0,8.0,11.0,14.0,9.0,11.0,17.0,10.0,11.0,11.0,12.0,11.0,16.0,12.0,9.0,16.0,13.0,17.0,11.0,12.0,14.0,14.0,18.0,14.0,12.0,15.0,15.0,11.0,15.0,13.0,12.0,16.0,11.0,12.0,16.0,14.0,12.0,14.0,10.0,19.0,10.0,12.0,12.0,22.0,16.0,12.0,10.0,14.0,12.0,9.0,12.0,16.0,13.0,10.0,10.0,6.0,9.0,12.0,16.0,13.0,11.0,14.0,11.0
263,1092,1117,V,seton-hall,83,-170,0.6296296296296297,2,W,869,9.0,12.0,10.0,8.0,11.0,14.0,9.0,11.0,17.0,10.0,11.0,11.0,12.0,11.0,16.0,12.0,9.0,16.0,13.0,17.0,11.0,12.0,14.0,14.0,18.0,14.0,12.0,15.0,15.0,11.0,15.0,13.0,12.0,16.0,11.0,12.0,16.0,14.0,12.0,14.0,10.0,19.0,10.0,12.0,12.0,22.0,16.0,12.0,10.0,14.0,12.0,9.0,12.0,16.0,13.0,10.0,10.0,6.0,9.0,12.0,16.0,13.0,11.0,14.0,11.0
