,index,Date,VH,Team,Final,ML,Probability,Week,Result,elton-alexander,tyson-alger,mike-barber,john-bohnenkamp,dave-borges,rick-bozich,kevin-brockway,jp-butler,jason-butt,christian-caple,jerry-carino,david-cloninger,richard-croome,chris-dachille,seth-davis,doug-doughty,john-feinstein,justin-ferguson,clay-fowler,marcus-fuller,chris-goff,cormac-gordon,geoff-grammer,doug-haller,kelly-hines,bob-holt,cecil-hurt,joe-juliano,hugh-kellenberger,paul-klee,joe-leadingham,andrew-lopez,kevin-lyttle,scott-mansch,matt-mccoy,john-mcnamara,kevin-mcnamara,craig-meyer,sheldon-mickles,mandy-mitchell,chris-murray,patrick-murray,jon-nyatawa,dana-oneil,zach-osterman,tod-palmer,tony-parks,soren-petro,krista-pirtle,bj-rains,scott-richey,jon-rothstein,shannon-ryan,stephen-schramm,terry-toohey,matt-vautour,matt-velazquez,mitch-vingle,dick-vitale,jon-wilner,steve-wiseman,scott-wolf,mark-berman,craig-handel,graham-couch
1592,6400,222,V,pittsburgh,59,280,0.2631578947368421,16,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1593,6402,222,V,xavier,64,170,0.37037037037037035,16,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594,6403,222,H,seton-hall,71,-190,0.6551724137931034,16,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1595,6408,222,V,duke,75,-170,0.6296296296296297,16,L,11.0,9.0,10.0,9.0,11.0,14.0,9.0,9.0,14.0,9.0,11.0,15.0,9.0,10.0,9.0,8.0,9.0,13.0,12.0,12.0,9.0,9.0,10.0,,9.0,12.0,9.0,11.0,14.0,8.0,11.0,10.0,10.0,13.0,12.0,10.0,9.0,10.0,11.0,8.0,10.0,10.0,9.0,9.0,11.0,13.0,12.0,11.0,8.0,9.0,11.0,9.0,10.0,10.0,11.0,9.0,9.0,8.0,10.0,11.0,9.0,13.0,9.0,11.0,13.0
1596,6409,222,H,syracuse,78,150,0.4,16,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1597,6411,222,H,temple,69,-130,0.5652173913043478,16,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1598,6417,222,H,maryland,75,-210,0.6774193548387096,16,L,22.0,25.0,22.0,24.0,23.0,21.0,25.0,24.0,23.0,24.0,23.0,23.0,25.0,,19.0,18.0,24.0,25.0,19.0,23.0,24.0,21.0,,,25.0,23.0,,24.0,,25.0,25.0,,,22.0,24.0,25.0,22.0,25.0,25.0,,24.0,24.0,25.0,24.0,24.0,22.0,22.0,,23.0,,23.0,22.0,20.0,24.0,25.0,25.0,23.0,25.0,22.0,21.0,24.0,25.0,20.0,23.0,19.0
1599,6419,222,H,arkansas,86,-170,0.6296296296296297,16,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600,6420,222,V,oklahoma-state,80,150,0.4,16,W,,,,,,,,,24.0,,,,,,,,,,,,,,23.0,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601,6421,222,H,kansas-state,68,-170,0.6296296296296297,16,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1602,6423,222,H,creighton,66,-300,0.75,16,L,,24.0,20.0,,22.0,25.0,22.0,23.0,,23.0,22.0,20.0,23.0,25.0,,,,22.0,22.0,24.0,25.0,25.0,25.0,,23.0,18.0,24.0,22.0,21.0,23.0,24.0,25.0,,21.0,23.0,24.0,24.0,23.0,23.0,,23.0,19.0,22.0,25.0,,21.0,21.0,,24.0,24.0,21.0,,18.0,23.0,20.0,,24.0,23.0,24.0,,23.0,23.0,,22.0,23.0
1603,6424,222,V,connecticut,70,320,0.23809523809523808,16,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1604,6428,222,V,oregon,68,-175,0.6363636363636364,16,W,6.0,4.0,6.0,8.0,8.0,6.0,6.0,7.0,6.0,5.0,6.0,8.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,10.0,5.0,7.0,6.0,,6.0,6.0,5.0,8.0,11.0,4.0,6.0,6.0,4.0,7.0,4.0,6.0,7.0,7.0,5.0,6.0,5.0,4.0,7.0,7.0,8.0,5.0,8.0,7.0,6.0,4.0,6.0,5.0,6.0,4.0,7.0,6.0,4.0,7.0,6.0,7.0,8.0,4.0,4.0,6.0,5.0
1605,6429,222,H,california,65,155,0.39215686274509803,16,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,6430,222,V,louisville,63,300,0.25,16,L,8.0,7.0,7.0,6.0,7.0,4.0,7.0,8.0,8.0,4.0,8.0,5.0,7.0,4.0,4.0,13.0,8.0,7.0,8.0,6.0,4.0,8.0,7.0,,7.0,9.0,7.0,5.0,4.0,5.0,7.0,7.0,9.0,6.0,7.0,7.0,5.0,6.0,7.0,4.0,7.0,9.0,8.0,6.0,7.0,6.0,7.0,6.0,7.0,7.0,8.0,4.0,5.0,9.0,6.0,8.0,6.0,6.0,5.0,5.0,7.0,7.0,8.0,5.0,3.0
1607,6431,222,H,north-carolina,74,-360,0.782608695652174,16,W,9.0,10.0,11.0,10.0,6.0,5.0,8.0,10.0,13.0,10.0,9.0,7.0,8.0,11.0,10.0,5.0,7.0,8.0,7.0,8.0,10.0,5.0,8.0,,10.0,10.0,10.0,7.0,9.0,6.0,9.0,11.0,5.0,15.0,8.0,9.0,8.0,9.0,10.0,9.0,8.0,8.0,4.0,8.0,13.0,7.0,6.0,10.0,9.0,10.0,7.0,8.0,8.0,8.0,8.0,10.0,10.0,9.0,7.0,4.0,10.0,10.0,7.0,7.0,8.0
1608,6432,222,V,butler,74,450,0.18181818181818182,16,W,20.0,20.0,,21.0,,19.0,21.0,20.0,21.0,20.0,19.0,19.0,22.0,,,,22.0,24.0,23.0,18.0,21.0,19.0,,,24.0,21.0,20.0,18.0,23.0,19.0,20.0,23.0,20.0,19.0,20.0,19.0,21.0,19.0,21.0,22.0,18.0,20.0,,23.0,23.0,19.0,24.0,22.0,22.0,21.0,22.0,19.0,23.0,22.0,18.0,20.0,21.0,22.0,,24.0,19.0,19.0,25.0,20.0,22.0
1609,6433,222,H,villanova,66,-600,0.8571428571428571,16,L,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0
1610,6439,222,H,nevada,85,-200,0.6666666666666666,16,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1611,6441,222,H,san-diego-state,55,-360,0.782608695652174,16,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1612,6465,223,H,michigan-state,88,-180,0.6428571428571429,16,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1613,6477,223,H,cincinnati,87,-1400,0.9333333333333333,16,W,16.0,14.0,17.0,14.0,12.0,16.0,18.0,16.0,15.0,12.0,16.0,13.0,12.0,16.0,11.0,11.0,12.0,17.0,18.0,14.0,14.0,14.0,17.0,,16.0,14.0,16.0,16.0,18.0,15.0,16.0,17.0,17.0,11.0,13.0,16.0,16.0,12.0,16.0,14.0,16.0,13.0,15.0,17.0,16.0,17.0,14.0,15.0,15.0,15.0,12.0,13.0,14.0,14.0,16.0,15.0,16.0,16.0,15.0,14.0,13.0,12.0,14.0,13.0,17.0
1614,6492,223,V,ucla,87,-2000,0.9523809523809523,16,W,5.0,6.0,5.0,5.0,3.0,9.0,5.0,6.0,4.0,7.0,5.0,6.0,4.0,5.0,7.0,7.0,5.0,5.0,5.0,5.0,8.0,6.0,4.0,,5.0,5.0,4.0,6.0,6.0,10.0,5.0,3.0,8.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,4.0,6.0,6.0,4.0,6.0,9.0,5.0,4.0,4.0,6.0,5.0,7.0,4.0,6.0,4.0,5.0,7.0,5.0,4.0,10.0,5.0,11.0,6.0,9.0,6.0
1615,6494,223,V,wisconsin,73,-310,0.7560975609756098,16,L,13.0,11.0,14.0,15.0,16.0,18.0,13.0,12.0,16.0,15.0,14.0,11.0,17.0,18.0,12.0,15.0,16.0,15.0,15.0,15.0,13.0,15.0,15.0,,15.0,15.0,15.0,14.0,12.0,21.0,14.0,13.0,15.0,14.0,14.0,15.0,20.0,13.0,9.0,18.0,14.0,16.0,19.0,16.0,9.0,12.0,18.0,16.0,16.0,19.0,20.0,16.0,15.0,13.0,21.0,18.0,15.0,15.0,13.0,13.0,12.0,16.0,16.0,12.0,20.0
1616,6495,223,H,ohio-state,83,260,0.2777777777777778,16,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1617,6496,223,V,usc,77,425,0.19047619047619047,16,L,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,25.0,,,,
1618,6497,223,H,arizona,90,-550,0.8461538461538461,16,W,4.0,5.0,4.0,4.0,5.0,8.0,4.0,5.0,5.0,6.0,4.0,4.0,6.0,7.0,6.0,4.0,4.0,4.0,4.0,4.0,7.0,4.0,5.0,,4.0,4.0,6.0,4.0,5.0,7.0,4.0,5.0,6.0,4.0,6.0,4.0,4.0,4.0,4.0,7.0,6.0,5.0,5.0,5.0,4.0,8.0,4.0,5.0,5.0,5.0,4.0,6.0,9.0,5.0,5.0,4.0,5.0,4.0,8.0,6.0,4.0,5.0,5.0,8.0,7.0
1619,6498,223,V,byu,97,-750,0.8823529411764706,16,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620,6504,223,V,gonzaga,96,-13500,0.9926470588235294,16,W,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
1621,6515,223,H,colorado,81,-140,0.5833333333333334,16,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1622,6548,224,V,princeton,64,-350,0.7777777777777778,16,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1623,6552,224,V,yale,64,180,0.35714285714285715,16,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1624,6553,224,H,harvard,77,-210,0.6774193548387096,16,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1625,6556,224,V,valparaiso,84,130,0.43478260869565216,16,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626,6560,224,V,dayton,89,-180,0.6428571428571429,16,W,23.0,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,25.0,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,
1627,6563,224,H,california,76,NL,0.5,16,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628,6567,224,H,monmouth,77,-550,0.8461538461538461,16,W,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629,6574,224,V,akron,89,110,0.47619047619047616,16,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630,6576,225,V,north-carolina,85,-500,0.8333333333333334,16,W,9.0,10.0,11.0,10.0,6.0,5.0,8.0,10.0,13.0,10.0,9.0,7.0,8.0,11.0,10.0,5.0,7.0,8.0,7.0,8.0,10.0,5.0,8.0,,10.0,10.0,10.0,7.0,9.0,6.0,9.0,11.0,5.0,15.0,8.0,9.0,8.0,9.0,10.0,9.0,8.0,8.0,4.0,8.0,13.0,7.0,6.0,10.0,9.0,10.0,7.0,8.0,8.0,8.0,8.0,10.0,10.0,9.0,7.0,4.0,10.0,10.0,7.0,7.0,8.0
1631,6577,225,H,pittsburgh,67,400,0.2,16,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1632,6578,225,V,florida-state,76,-145,0.5918367346938775,16,W,18.0,18.0,24.0,22.0,18.0,17.0,16.0,18.0,20.0,22.0,21.0,24.0,19.0,22.0,18.0,21.0,23.0,19.0,16.0,20.0,19.0,22.0,22.0,,20.0,22.0,22.0,17.0,19.0,17.0,23.0,18.0,19.0,20.0,19.0,22.0,18.0,18.0,19.0,19.0,20.0,14.0,18.0,21.0,21.0,15.0,17.0,20.0,20.0,22.0,16.0,20.0,24.0,20.0,17.0,21.0,20.0,21.0,21.0,18.0,21.0,18.0,22.0,18.0,18.0
1633,6579,225,H,clemson,74,125,0.4444444444444444,16,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1634,6580,225,V,west-virginia,61,-215,0.6825396825396826,16,W,10.0,13.0,9.0,11.0,17.0,12.0,15.0,11.0,11.0,11.0,10.0,12.0,11.0,9.0,20.0,17.0,13.0,11.0,14.0,11.0,12.0,12.0,14.0,,11.0,11.0,12.0,10.0,8.0,12.0,10.0,9.0,11.0,16.0,10.0,12.0,11.0,14.0,13.0,13.0,13.0,11.0,10.0,13.0,15.0,10.0,13.0,9.0,13.0,11.0,15.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,16.0,15.0,17.0,8.0,11.0,14.0,14.0
1635,6581,225,H,tcu,60,185,0.3508771929824561,16,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1636,6585,225,H,temple,86,-600,0.8571428571428571,16,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1637,6591,225,H,connecticut,61,280,0.2631578947368421,16,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1638,6593,225,H,south-carolina,82,-290,0.7435897435897436,16,W,,,,,,,,,25.0,,,,,,,19.0,,,,,,,,,,,25.0,,,,,,,,,,,,,,,25.0,,,,24.0,,,,,,,,,,,,,,,,,,,
1639,6595,225,H,rhode-island,69,-165,0.6226415094339622,16,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640,6600,225,V,florida,66,190,0.3448275862068966,16,L,14.0,16.0,13.0,12.0,9.0,11.0,11.0,13.0,10.0,17.0,15.0,17.0,15.0,8.0,15.0,14.0,15.0,12.0,11.0,16.0,16.0,13.0,11.0,,14.0,16.0,13.0,15.0,10.0,11.0,13.0,14.0,12.0,12.0,16.0,13.0,14.0,15.0,14.0,12.0,11.0,17.0,16.0,11.0,12.0,11.0,10.0,14.0,12.0,13.0,19.0,14.0,17.0,16.0,10.0,13.0,14.0,13.0,9.0,17.0,15.0,15.0,10.0,15.0,12.0
1641,6601,225,H,kentucky,76,-220,0.6875,16,W,12.0,12.0,8.0,13.0,10.0,10.0,12.0,14.0,9.0,13.0,12.0,14.0,13.0,12.0,16.0,10.0,17.0,9.0,10.0,7.0,15.0,10.0,13.0,,12.0,8.0,11.0,12.0,13.0,16.0,12.0,8.0,13.0,8.0,9.0,11.0,15.0,8.0,12.0,11.0,9.0,12.0,13.0,10.0,10.0,14.0,11.0,8.0,14.0,12.0,9.0,15.0,12.0,12.0,9.0,14.0,12.0,10.0,14.0,9.0,11.0,14.0,13.0,10.0,9.0
1642,6606,225,V,seton-hall,82,-330,0.7674418604651163,16,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1643,6609,225,H,oklahoma-state,80,-300,0.75,16,W,,,,,,,,,24.0,,,,,,,,,,,,,,23.0,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1644,6614,225,V,northwestern,62,175,0.36363636363636365,16,L,,,25.0,,,,,,,,,25.0,,,22.0,23.0,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,25.0,,,,,,,24.0,25.0,,,,,,,,,,,,16.0
1645,6616,225,V,creighton,63,525,0.16,16,L,,24.0,20.0,,22.0,25.0,22.0,23.0,,23.0,22.0,20.0,23.0,25.0,,,,22.0,22.0,24.0,25.0,25.0,25.0,,23.0,18.0,24.0,22.0,21.0,23.0,24.0,25.0,,21.0,23.0,24.0,24.0,23.0,23.0,,23.0,19.0,22.0,25.0,,21.0,21.0,,24.0,24.0,21.0,,18.0,23.0,20.0,,24.0,23.0,24.0,,23.0,23.0,,22.0,23.0
1646,6617,225,H,villanova,79,-750,0.8823529411764706,16,W,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0
1647,6627,225,H,maryland,69,-330,0.7674418604651163,16,L,22.0,25.0,22.0,24.0,23.0,21.0,25.0,24.0,23.0,24.0,23.0,23.0,25.0,,19.0,18.0,24.0,25.0,19.0,23.0,24.0,21.0,,,25.0,23.0,,24.0,,25.0,25.0,,,22.0,24.0,25.0,22.0,25.0,25.0,,24.0,24.0,25.0,24.0,24.0,22.0,22.0,,23.0,,23.0,22.0,20.0,24.0,25.0,25.0,23.0,25.0,22.0,21.0,24.0,25.0,20.0,23.0,19.0
1648,6632,225,V,duke,50,-125,0.5555555555555556,16,L,11.0,9.0,10.0,9.0,11.0,14.0,9.0,9.0,14.0,9.0,11.0,15.0,9.0,10.0,9.0,8.0,9.0,13.0,12.0,12.0,9.0,9.0,10.0,,9.0,12.0,9.0,11.0,14.0,8.0,11.0,10.0,10.0,13.0,12.0,10.0,9.0,10.0,11.0,8.0,10.0,10.0,9.0,9.0,11.0,13.0,12.0,11.0,8.0,9.0,11.0,9.0,10.0,10.0,11.0,9.0,9.0,8.0,10.0,11.0,9.0,13.0,9.0,11.0,13.0
1649,6634,225,V,virginia-tech,91,-260,0.7222222222222222,16,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,
1650,6636,225,V,baylor,69,105,0.4878048780487805,16,L,7.0,8.0,12.0,7.0,13.0,7.0,10.0,4.0,7.0,8.0,7.0,10.0,10.0,14.0,8.0,9.0,11.0,10.0,9.0,9.0,6.0,11.0,9.0,,8.0,7.0,8.0,9.0,7.0,9.0,8.0,12.0,7.0,9.0,11.0,8.0,10.0,11.0,8.0,10.0,12.0,7.0,11.0,14.0,5.0,4.0,9.0,12.0,10.0,8.0,10.0,10.0,7.0,7.0,13.0,7.0,8.0,12.0,12.0,8.0,6.0,6.0,12.0,4.0,11.0
1651,6637,225,H,iowa-state,72,-125,0.5555555555555556,16,W,,,,25.0,,,,,,,,,24.0,,,,,,,,,,24.0,,,,,,25.0,,,,24.0,,,,,,,25.0,,,,,,,,23.0,25.0,,,23.0,,,,22.0,,,,,,,,,24.0
1652,6643,225,H,vanderbilt,77,-360,0.782608695652174,16,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1653,6644,225,V,wichita-state,86,-1800,0.9473684210526315,16,W,,23.0,,,21.0,20.0,,25.0,,25.0,25.0,,,20.0,24.0,16.0,14.0,21.0,25.0,25.0,23.0,24.0,21.0,,21.0,,,,22.0,18.0,,21.0,22.0,,,,,20.0,24.0,24.0,,,23.0,22.0,22.0,,20.0,21.0,,23.0,,,,25.0,23.0,,,24.0,23.0,20.0,,22.0,24.0,24.0,25.0
1654,6646,225,V,oregon,75,-300,0.75,16,W,6.0,4.0,6.0,8.0,8.0,6.0,6.0,7.0,6.0,5.0,6.0,8.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,10.0,5.0,7.0,6.0,,6.0,6.0,5.0,8.0,11.0,4.0,6.0,6.0,4.0,7.0,4.0,6.0,7.0,7.0,5.0,6.0,5.0,4.0,7.0,7.0,8.0,5.0,8.0,7.0,6.0,4.0,6.0,5.0,6.0,4.0,7.0,6.0,4.0,7.0,6.0,7.0,8.0,4.0,4.0,6.0,5.0
1655,6650,225,V,marquette,69,100,0.5,16,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656,6660,225,V,illinois-state,63,-150,0.6,16,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657,6672,225,V,princeton,75,-1400,0.9333333333333333,16,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1658,6676,225,V,kansas,77,-450,0.8181818181818182,16,W,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0
1659,6677,225,H,texas,67,375,0.21052631578947367,16,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1660,6678,225,V,kansas-state,51,-125,0.5555555555555556,16,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1661,6679,225,H,oklahoma,81,105,0.4878048780487805,16,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1662,6680,225,V,nevada,94,-360,0.782608695652174,16,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663,6684,225,V,purdue,70,100,0.5,16,L,15.0,15.0,15.0,16.0,14.0,13.0,14.0,15.0,12.0,14.0,13.0,9.0,14.0,13.0,13.0,12.0,10.0,14.0,13.0,13.0,11.0,18.0,12.0,,13.0,13.0,14.0,13.0,15.0,13.0,15.0,15.0,14.0,10.0,15.0,14.0,12.0,16.0,15.0,15.0,15.0,15.0,14.0,12.0,14.0,16.0,15.0,13.0,11.0,16.0,13.0,12.0,13.0,15.0,14.0,12.0,13.0,14.0,11.0,12.0,14.0,9.0,15.0,16.0,10.0
1664,6685,225,H,michigan,82,-120,0.5454545454545454,16,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,
1665,6686,225,V,virginia,70,-280,0.7368421052631579,16,W,25.0,19.0,19.0,17.0,19.0,22.0,,19.0,18.0,19.0,20.0,18.0,16.0,24.0,21.0,24.0,,20.0,17.0,22.0,20.0,17.0,19.0,,18.0,19.0,17.0,23.0,17.0,24.0,19.0,20.0,21.0,24.0,22.0,20.0,17.0,24.0,20.0,17.0,21.0,18.0,20.0,18.0,18.0,18.0,23.0,17.0,18.0,18.0,17.0,21.0,16.0,18.0,19.0,17.0,19.0,19.0,19.0,16.0,18.0,17.0,17.0,17.0,15.0
1666,6690,225,V,ohio,67,105,0.4878048780487805,16,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667,6694,225,V,yale,99,-240,0.7058823529411765,16,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668,6703,225,H,harvard,77,-1000,0.9090909090909091,16,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1669,6705,225,H,arkansas-state,60,-360,0.782608695652174,16,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670,6706,225,V,san-diego-state,55,115,0.46511627906976744,16,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1671,6714,225,V,arkansas,79,-130,0.5652173913043478,16,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672,6720,225,V,byu,79,2500,0.038461538461538464,16,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1673,6721,225,H,gonzaga,71,-5000,0.9803921568627451,16,L,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
