,index,Date,VH,Team,Final,ML,Probability,Week,Result,elton-alexander,tyson-alger,mark-berman,john-bohnenkamp,dave-borges,rick-bozich,kevin-brockway,lauren-brownlow,jp-butler,jason-butt,jerry-carino,david-cloninger,david-cobb,mark-cooper,graham-couch,richard-croome,gary-damato,chris-dachille,seth-davis,luke-decock,doug-doughty,john-feinstein,justin-ferguson,marcus-fuller,chris-goff,geoff-grammer,doug-haller,bob-holt,cecil-hurt,justin-jackson,joe-juliano,paul-klee,joey-knight,theo-lawson,andrew-lopez,kevin-lyttle,scott-mansch,dave-matter,matt-mccoy,brian-mcinnis,john-mcnamara,kevin-mcnamara,craig-meyer,sheldon-mickles,antonio-morales,chris-murray,jesse-newell,thuc-nhi-nguyen,jon-nyatawa,zach-osterman,tony-parks,bj-rains,joe-rexrode,scott-richey,jon-rothstein,shannon-ryan,lindsay-schnell,carlos-silva,terry-toohey,matt-vautour,dick-vitale,brant-wilkerson,jon-wilner,norm-wood,scott-wolf,scott-gleeson,ben-steele
2034,7223,302,N,ohio-state,68,-260,0.7222222222222222,17,L,13.0,15.0,12.0,15.0,11.0,14.0,13.0,14.0,15.0,14.0,12.0,20.0,13.0,16.0,13.0,14.0,,16.0,11.0,12.0,12.0,14.0,14.0,11.0,,15.0,13.0,13.0,12.0,13.0,14.0,24.0,14.0,15.0,14.0,16.0,12.0,17.0,12.0,18.0,13.0,15.0,15.0,14.0,13.0,15.0,16.0,10.0,18.0,13.0,14.0,15.0,15.0,10.0,12.0,13.0,,16.0,14.0,13.0,15.0,12.0,13.0,11.0,14.0,12.0,10.0
2035,7225,302,N,purdue,82,-2000,0.9523809523809523,17,W,8.0,7.0,10.0,7.0,9.0,10.0,8.0,9.0,7.0,8.0,8.0,9.0,8.0,7.0,7.0,9.0,,10.0,8.0,7.0,4.0,11.0,6.0,7.0,,7.0,6.0,7.0,6.0,8.0,7.0,7.0,11.0,8.0,8.0,9.0,3.0,5.0,9.0,9.0,8.0,9.0,6.0,8.0,8.0,8.0,5.0,8.0,8.0,7.0,10.0,8.0,8.0,11.0,11.0,10.0,,13.0,9.0,7.0,8.0,6.0,5.0,9.0,6.0,8.0,7.0
2036,7226,302,N,northern-iowa,50,235,0.29850746268656714,17,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2037,7251,302,N,murray-state,70,-250,0.7142857142857143,17,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2038,7253,302,N,belmont,94,-450,0.8181818181818182,17,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2039,7258,303,V,xavier,65,-360,0.782608695652174,17,W,4.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,3.0,,5.0,4.0,5.0,6.0,4.0,4.0,3.0,,5.0,4.0,4.0,4.0,6.0,3.0,6.0,4.0,3.0,3.0,5.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,10.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,6.0,,4.0,4.0,4.0,6.0,3.0,3.0,4.0,4.0,5.0,4.0
2040,7263,303,H,providence,61,-270,0.7297297297297297,17,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2041,7264,303,V,west-virginia,79,-240,0.7058823529411765,17,L,21.0,18.0,21.0,19.0,21.0,25.0,21.0,17.0,19.0,18.0,21.0,24.0,18.0,17.0,16.0,18.0,,21.0,,21.0,18.0,24.0,18.0,22.0,,16.0,19.0,18.0,20.0,18.0,22.0,18.0,21.0,20.0,20.0,14.0,16.0,18.0,20.0,21.0,20.0,19.0,19.0,21.0,16.0,22.0,12.0,23.0,13.0,18.0,20.0,17.0,23.0,21.0,16.0,19.0,,20.0,20.0,18.0,21.0,18.0,16.0,23.0,19.0,15.0,
2042,7265,303,H,texas,87,190,0.3448275862068966,17,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2043,7266,303,V,virginia-tech,68,145,0.40816326530612246,17,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,
2044,7268,303,V,georgetown,73,1750,0.05405405405405406,17,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2045,7269,303,H,villanova,97,-3500,0.9722222222222222,17,W,3.0,3.0,7.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,2.0,7.0,,6.0,3.0,6.0,5.0,8.0,3.0,6.0,,3.0,3.0,3.0,2.0,7.0,5.0,2.0,3.0,4.0,4.0,3.0,8.0,3.0,4.0,7.0,6.0,6.0,3.0,4.0,3.0,3.0,3.0,4.0,6.0,3.0,3.0,3.0,4.0,3.0,7.0,3.0,,3.0,3.0,3.0,5.0,5.0,7.0,3.0,3.0,6.0,3.0
2046,7270,303,V,creighton,81,115,0.46511627906976744,17,L,,25.0,,,,,25.0,,,,,21.0,,,,,,,,,,,,25.0,,25.0,,,,,,,,,,25.0,,24.0,25.0,25.0,24.0,,,,,,25.0,25.0,25.0,,25.0,,,,,,,,,23.0,,,23.0,,,,
2047,7272,303,V,kentucky,67,200,0.3333333333333333,17,L,,22.0,23.0,23.0,,24.0,23.0,22.0,22.0,21.0,24.0,,23.0,24.0,22.0,24.0,,23.0,22.0,,20.0,23.0,24.0,23.0,,,23.0,20.0,22.0,,23.0,20.0,25.0,24.0,22.0,21.0,,20.0,23.0,,,21.0,23.0,23.0,21.0,23.0,20.0,24.0,20.0,23.0,23.0,24.0,25.0,24.0,21.0,,,24.0,25.0,21.0,23.0,,,25.0,,23.0,21.0
2048,7273,303,H,florida,80,-250,0.7142857142857143,17,W,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2049,7274,303,V,butler,70,135,0.425531914893617,17,L,,,25.0,,,,,,,22.0,,,,,,25.0,,,,,24.0,,,,,22.0,,,,,24.0,23.0,,,,,,,,,,,,,25.0,,19.0,,24.0,25.0,,,,,,,,,,22.0,,,,,25.0,,25.0
2050,7275,303,H,seton-hall,77,-155,0.6078431372549019,17,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2051,7277,303,H,dayton,88,-260,0.7222222222222222,17,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2052,7280,303,V,alabama,66,190,0.3448275862068966,17,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2053,7286,303,V,clemson,52,-110,0.5238095238095238,17,L,17.0,14.0,20.0,14.0,20.0,15.0,19.0,18.0,14.0,17.0,18.0,19.0,17.0,18.0,18.0,20.0,,22.0,19.0,19.0,25.0,22.0,17.0,16.0,,19.0,18.0,19.0,16.0,20.0,18.0,14.0,19.0,13.0,18.0,15.0,24.0,15.0,19.0,15.0,19.0,20.0,17.0,17.0,18.0,16.0,22.0,19.0,16.0,20.0,17.0,16.0,21.0,20.0,22.0,20.0,,22.0,18.0,19.0,20.0,21.0,18.0,17.0,15.0,22.0,19.0
2054,7287,303,H,syracuse,55,-110,0.5238095238095238,17,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2055,7289,303,H,florida-state,85,-450,0.8181818181818182,17,W,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
2056,7290,303,V,baylor,67,125,0.4444444444444444,17,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2057,7291,303,H,kansas-state,77,-145,0.5918367346938775,17,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2058,7298,303,V,south-carolina,70,525,0.16,17,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2059,7299,303,H,auburn,79,-750,0.8823529411764706,17,W,15.0,13.0,15.0,13.0,16.0,13.0,14.0,15.0,11.0,12.0,13.0,18.0,14.0,11.0,19.0,15.0,,18.0,12.0,13.0,14.0,17.0,10.0,12.0,,14.0,12.0,10.0,11.0,15.0,13.0,12.0,15.0,12.0,15.0,10.0,17.0,11.0,15.0,14.0,16.0,11.0,13.0,13.0,12.0,10.0,15.0,15.0,11.0,16.0,9.0,14.0,16.0,15.0,19.0,21.0,,18.0,12.0,14.0,14.0,17.0,20.0,15.0,13.0,14.0,11.0
2060,7300,303,V,tcu,75,160,0.38461538461538464,17,L,,,24.0,,,,24.0,,24.0,24.0,,,25.0,25.0,24.0,,,,,24.0,21.0,,25.0,,,24.0,,,,25.0,,,,,25.0,24.0,,,,,25.0,,,25.0,,,18.0,,,,,,,,,,,25.0,,25.0,,,,,,,23.0
2061,7301,303,H,texas-tech,79,-190,0.6551724137931034,17,W,10.0,12.0,16.0,12.0,14.0,11.0,12.0,11.0,10.0,11.0,14.0,15.0,16.0,10.0,10.0,12.0,,14.0,13.0,20.0,16.0,15.0,12.0,14.0,,10.0,10.0,12.0,13.0,14.0,10.0,9.0,13.0,14.0,12.0,13.0,23.0,13.0,14.0,12.0,10.0,8.0,10.0,10.0,11.0,11.0,11.0,12.0,10.0,12.0,11.0,11.0,13.0,9.0,17.0,15.0,,11.0,11.0,11.0,12.0,13.0,8.0,14.0,12.0,13.0,12.0
2062,7303,303,H,arizona-state,83,-400,0.8,17,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2063,7305,303,H,arizona,66,NL,0.5,17,W,16.0,21.0,17.0,22.0,17.0,20.0,18.0,19.0,21.0,23.0,19.0,14.0,19.0,22.0,11.0,17.0,,15.0,20.0,22.0,15.0,,19.0,17.0,,20.0,20.0,24.0,19.0,19.0,17.0,19.0,20.0,17.0,21.0,22.0,19.0,19.0,17.0,,21.0,17.0,20.0,16.0,22.0,19.0,21.0,16.0,21.0,22.0,16.0,21.0,17.0,16.0,13.0,14.0,,15.0,19.0,,,19.0,17.0,18.0,22.0,21.0,17.0
2064,7306,303,V,notre-dame,57,350,0.2222222222222222,17,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2065,7307,303,H,virginia,62,-450,0.8181818181818182,17,W,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,2.0,1.0,2.0,1.0,2.0,1.0,2.0,,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
2066,7308,303,V,kansas,64,-175,0.6363636363636364,17,L,7.0,8.0,5.0,6.0,7.0,7.0,6.0,6.0,6.0,5.0,7.0,7.0,6.0,5.0,9.0,6.0,,9.0,5.0,8.0,7.0,7.0,7.0,8.0,,6.0,7.0,6.0,9.0,5.0,6.0,5.0,8.0,9.0,6.0,6.0,7.0,8.0,7.0,6.0,7.0,5.0,5.0,7.0,6.0,6.0,8.0,5.0,4.0,8.0,6.0,6.0,9.0,6.0,3.0,4.0,,8.0,6.0,6.0,4.0,10.0,6.0,5.0,8.0,4.0,5.0
2067,7309,303,H,oklahoma-state,82,148,0.4032258064516129,17,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2068,7311,303,H,washington-state,67,145,0.40816326530612246,17,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2069,7320,303,V,louisville,69,105,0.4878048780487805,17,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2070,7324,303,V,georgia,61,320,0.23809523809523808,17,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2071,7325,303,H,tennessee,66,-420,0.8076923076923077,17,W,19.0,17.0,18.0,20.0,22.0,19.0,16.0,13.0,18.0,19.0,17.0,16.0,15.0,14.0,17.0,16.0,,19.0,18.0,14.0,19.0,18.0,16.0,20.0,,17.0,15.0,15.0,15.0,17.0,19.0,17.0,16.0,19.0,17.0,17.0,18.0,16.0,16.0,19.0,17.0,13.0,16.0,19.0,15.0,21.0,17.0,20.0,15.0,15.0,18.0,22.0,14.0,17.0,20.0,17.0,,19.0,21.0,15.0,17.0,15.0,21.0,19.0,16.0,17.0,20.0
2072,7326,303,V,arkansas,67,145,0.40816326530612246,17,L,,,,,,,,,,25.0,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2073,7327,303,H,missouri,77,-170,0.6296296296296297,17,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2074,7331,303,H,boise-state,95,-500,0.8333333333333334,17,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2075,7337,303,H,harvard,93,-400,0.8,17,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2076,7348,303,V,st.-bonaventure,64,-135,0.574468085106383,17,W,,,,,24.0,,,,25.0,,25.0,,,,,,,,,,,19.0,,,,,,22.0,,,,,,,,,,,,23.0,,24.0,,,,,,,,,,,,,,,,,24.0,,22.0,,,24.0,,,
2077,7352,303,V,western-kentucky,73,-115,0.5348837209302325,17,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2078,7356,303,V,north-carolina,64,280,0.2631578947368421,17,L,9.0,10.0,6.0,9.0,12.0,6.0,9.0,8.0,9.0,9.0,9.0,10.0,7.0,9.0,6.0,8.0,,11.0,6.0,4.0,9.0,5.0,9.0,10.0,,9.0,9.0,8.0,10.0,9.0,8.0,10.0,5.0,10.0,9.0,7.0,9.0,6.0,8.0,10.0,9.0,7.0,9.0,9.0,9.0,9.0,7.0,7.0,12.0,11.0,8.0,9.0,6.0,7.0,8.0,9.0,,7.0,8.0,10.0,10.0,7.0,12.0,6.0,11.0,9.0,8.0
2079,7357,303,H,duke,74,-360,0.782608695652174,17,W,5.0,6.0,3.0,5.0,5.0,3.0,3.0,7.0,5.0,6.0,5.0,11.0,4.0,6.0,4.0,4.0,,3.0,7.0,3.0,3.0,6.0,5.0,5.0,,4.0,5.0,5.0,5.0,3.0,4.0,3.0,6.0,6.0,5.0,4.0,6.0,7.0,3.0,5.0,4.0,3.0,7.0,5.0,5.0,5.0,2.0,6.0,5.0,6.0,5.0,5.0,7.0,8.0,5.0,8.0,,9.0,5.0,5.0,3.0,4.0,4.0,7.0,7.0,3.0,6.0
2080,7360,303,V,unlv,67,-120,0.5454545454545454,17,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2081,7366,303,V,oregon,72,-160,0.6153846153846154,17,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,7368,303,V,nevada,74,105,0.4878048780487805,17,L,20.0,20.0,19.0,18.0,18.0,21.0,20.0,20.0,20.0,20.0,20.0,22.0,22.0,19.0,20.0,22.0,,17.0,17.0,16.0,23.0,20.0,21.0,21.0,,18.0,21.0,,21.0,22.0,21.0,22.0,18.0,22.0,16.0,19.0,13.0,22.0,21.0,22.0,18.0,22.0,22.0,20.0,20.0,17.0,,18.0,23.0,21.0,22.0,18.0,22.0,18.0,18.0,16.0,,21.0,22.0,20.0,19.0,20.0,24.0,20.0,21.0,20.0,18.0
2083,7369,303,H,san-diego-state,79,-125,0.5555555555555556,17,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2084,7372,303,V,ucla,83,200,0.3333333333333333,17,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2085,7373,303,H,usc,72,-250,0.7142857142857143,17,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,25.0,,,,,,,,22.0,,,,
2086,7378,303,N,michigan,75,200,0.3333333333333333,17,W,14.0,19.0,14.0,16.0,15.0,16.0,15.0,12.0,16.0,13.0,15.0,12.0,12.0,15.0,8.0,11.0,,13.0,9.0,15.0,13.0,12.0,15.0,15.0,,12.0,16.0,17.0,18.0,12.0,15.0,16.0,12.0,16.0,13.0,18.0,11.0,12.0,13.0,13.0,14.0,16.0,14.0,15.0,17.0,18.0,14.0,13.0,17.0,14.0,15.0,13.0,12.0,19.0,15.0,12.0,,14.0,15.0,17.0,18.0,14.0,15.0,12.0,20.0,16.0,15.0
2087,7379,303,N,michigan-state,64,-250,0.7142857142857143,17,L,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,1.0,,2.0,2.0,1.0,3.0,1.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
2088,7380,303,N,penn-state,70,300,0.25,17,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2089,7381,303,N,purdue,78,-400,0.8,17,W,8.0,7.0,10.0,7.0,9.0,10.0,8.0,9.0,7.0,8.0,8.0,9.0,8.0,7.0,7.0,9.0,,10.0,8.0,7.0,4.0,11.0,6.0,7.0,,7.0,6.0,7.0,6.0,8.0,7.0,7.0,11.0,8.0,8.0,9.0,3.0,5.0,9.0,9.0,8.0,9.0,6.0,8.0,8.0,8.0,5.0,8.0,8.0,7.0,10.0,8.0,8.0,11.0,11.0,10.0,,13.0,9.0,7.0,8.0,6.0,5.0,9.0,6.0,8.0,7.0
2090,7391,303,N,gonzaga,83,NL,0.5,17,W,6.0,5.0,8.0,8.0,6.0,8.0,7.0,4.0,8.0,7.0,6.0,4.0,10.0,8.0,12.0,5.0,,4.0,10.0,9.0,8.0,3.0,8.0,4.0,,8.0,11.0,9.0,7.0,4.0,9.0,8.0,7.0,5.0,7.0,8.0,5.0,9.0,6.0,4.0,5.0,12.0,8.0,6.0,7.0,7.0,9.0,9.0,7.0,5.0,12.0,7.0,5.0,5.0,6.0,5.0,,5.0,7.0,9.0,7.0,8.0,9.0,8.0,5.0,7.0,9.0
2091,7423,303,N,south-dakota-state,66,NL,0.5,17,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2092,7430,303,N,belmont,51,-125,0.5555555555555556,17,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2093,7431,303,N,murray-state,68,105,0.4878048780487805,17,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2094,7441,303,H,vermont,75,NL,0.5,17,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2095,7446,304,V,cincinnati,62,140,0.4166666666666667,17,W,11.0,9.0,11.0,10.0,10.0,9.0,10.0,10.0,12.0,15.0,10.0,6.0,9.0,13.0,15.0,10.0,,8.0,16.0,10.0,10.0,10.0,11.0,9.0,,11.0,8.0,14.0,8.0,10.0,11.0,11.0,10.0,7.0,11.0,12.0,14.0,10.0,10.0,11.0,11.0,10.0,12.0,12.0,10.0,13.0,6.0,11.0,9.0,9.0,7.0,12.0,11.0,13.0,10.0,7.0,,10.0,10.0,8.0,9.0,9.0,11.0,10.0,9.0,10.0,16.0
2096,7447,304,H,wichita-state,61,-160,0.6153846153846154,17,L,12.0,11.0,9.0,11.0,8.0,12.0,11.0,16.0,13.0,10.0,11.0,8.0,11.0,12.0,14.0,13.0,,7.0,15.0,11.0,11.0,9.0,13.0,13.0,,13.0,14.0,11.0,14.0,11.0,12.0,13.0,9.0,11.0,10.0,11.0,10.0,14.0,11.0,8.0,12.0,14.0,11.0,11.0,14.0,12.0,13.0,14.0,14.0,10.0,13.0,10.0,10.0,12.0,9.0,11.0,,6.0,13.0,12.0,11.0,11.0,10.0,13.0,10.0,11.0,14.0
2097,7452,304,V,temple,58,120,0.45454545454545453,17,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2098,7460,304,N,towson,66,105,0.4878048780487805,17,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2099,7468,304,N,michigan,75,150,0.4,17,W,14.0,19.0,14.0,16.0,15.0,16.0,15.0,12.0,16.0,13.0,15.0,12.0,12.0,15.0,8.0,11.0,,13.0,9.0,15.0,13.0,12.0,15.0,15.0,,12.0,16.0,17.0,18.0,12.0,15.0,16.0,12.0,16.0,13.0,18.0,11.0,12.0,13.0,13.0,14.0,16.0,14.0,15.0,17.0,18.0,14.0,13.0,17.0,14.0,15.0,13.0,12.0,19.0,15.0,12.0,,14.0,15.0,17.0,18.0,14.0,15.0,12.0,20.0,16.0,15.0
2100,7469,304,N,purdue,66,-180,0.6428571428571429,17,L,8.0,7.0,10.0,7.0,9.0,10.0,8.0,9.0,7.0,8.0,8.0,9.0,8.0,7.0,7.0,9.0,,10.0,8.0,7.0,4.0,11.0,6.0,7.0,,7.0,6.0,7.0,6.0,8.0,7.0,7.0,11.0,8.0,8.0,9.0,3.0,5.0,9.0,9.0,8.0,9.0,6.0,8.0,8.0,8.0,5.0,8.0,8.0,7.0,10.0,8.0,8.0,11.0,11.0,10.0,,13.0,9.0,7.0,8.0,6.0,5.0,9.0,6.0,8.0,7.0
2101,7473,304,N,oakland,62,-350,0.7777777777777778,17,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2102,7503,305,H,oakland,43,-500,0.8333333333333334,18,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2103,7511,305,N,gonzaga,88,-1100,0.9166666666666666,18,W,5.0,5.0,5.0,9.0,5.0,9.0,5.0,4.0,9.0,7.0,7.0,4.0,10.0,8.0,11.0,4.0,,4.0,11.0,9.0,9.0,4.0,7.0,3.0,,8.0,11.0,6.0,8.0,5.0,9.0,7.0,7.0,4.0,9.0,8.0,5.0,8.0,6.0,5.0,4.0,12.0,7.0,4.0,5.0,6.0,9.0,11.0,7.0,4.0,9.0,6.0,6.0,4.0,4.0,5.0,,4.0,7.0,10.0,5.0,7.0,10.0,9.0,4.0,5.0,7.0
2104,7515,305,N,south-dakota-state,78,-280,0.7368421052631579,18,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105,7529,306,N,notre-dame,67,-2500,0.9615384615384616,18,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2106,7531,306,N,syracuse,73,-195,0.6610169491525424,18,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107,7537,306,N,gonzaga,74,-650,0.8666666666666667,18,W,5.0,5.0,5.0,9.0,5.0,9.0,5.0,4.0,9.0,7.0,7.0,4.0,10.0,8.0,11.0,4.0,,4.0,11.0,9.0,9.0,4.0,7.0,3.0,,8.0,11.0,6.0,8.0,5.0,9.0,7.0,7.0,4.0,9.0,8.0,5.0,8.0,6.0,5.0,4.0,12.0,7.0,4.0,5.0,6.0,9.0,11.0,7.0,4.0,9.0,6.0,6.0,4.0,4.0,5.0,,4.0,7.0,10.0,5.0,7.0,10.0,9.0,4.0,5.0,7.0
2108,7547,306,N,south-dakota-state,97,105,0.4878048780487805,18,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2109,7557,306,H,vermont,70,-1200,0.9230769230769231,18,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2110,7568,307,N,louisville,82,120,0.45454545454545453,18,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2111,7569,307,N,florida-state,74,-140,0.5833333333333334,18,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,
2112,7572,307,N,notre-dame,71,-155,0.6078431372549019,18,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2113,7573,307,N,virginia-tech,65,135,0.425531914893617,18,L,,,,23.0,,,,,25.0,,,,,,,22.0,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,24.0,,,,,,,24.0
2114,7574,307,N,syracuse,59,275,0.26666666666666666,18,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2115,7575,307,N,north-carolina,78,-350,0.7777777777777778,18,W,14.0,10.0,13.0,12.0,20.0,14.0,18.0,12.0,12.0,13.0,14.0,14.0,14.0,12.0,7.0,12.0,,15.0,10.0,13.0,11.0,19.0,11.0,11.0,,13.0,10.0,15.0,13.0,12.0,13.0,15.0,12.0,13.0,14.0,15.0,18.0,15.0,15.0,13.0,11.0,8.0,12.0,12.0,11.0,15.0,7.0,10.0,14.0,13.0,12.0,11.0,13.0,14.0,15.0,13.0,,14.0,12.0,13.0,10.0,13.0,13.0,12.0,12.0,16.0,10.0
