,index,Date,VH,Team,Final,ML,Probability,Week,Result,elton-alexander,tyson-alger,mike-barber,mark-berman,john-bohnenkamp,dave-borges,zac-boyer,rick-bozich,aaron-brenner,kevin-brockway,jp-butler,jason-butt,christian-caple,nick-carboni,jerry-carino,ray-coleman,graham-couch,richard-croome,chris-dachille,seth-davis,doug-doughty,jay-drew,jeff-faraudo,john-feinstein,marcus-fuller,chris-goff,cormac-gordon,geoff-grammer,tom-green,doug-haller,kelly-hines,bob-holt,cecil-hurt,marcus-jackson,joe-juliano,michelle-kaufman,laura-keeley,kevin-lyttle,fletcher-mackel,scott-mansch,matt-mccoy,chuck-mcgill,john-mcnamara,kevin-mcnamara,chris-murray,dana-oneil,zach-osterman,tod-palmer,soren-petro,bj-rains,ryan-recker,pat-rooney,randy-rosetta,jon-rothstein,shannon-ryan,adam-sparks,bret-strelow,bob-sutton,terry-toohey,matt-vautour,matt-velazquez,dick-vitale,john-werner,jon-wilner,scott-wolf,scott-richey
68,285,1117,H,notre-dame,86.0,-1460,0.9358974358974359,2,W,18.0,19.0,22.0,21.0,21.0,23.0,18.0,19.0,11.0,24.0,18.0,17.0,15.0,16.0,18.0,14.0,,25.0,,,18.0,23.0,,23.0,18.0,19.0,,20.0,18.0,21.0,18.0,,16.0,23.0,15.0,17.0,19.0,24.0,20.0,16.0,17.0,14.0,18.0,25.0,18.0,20.0,18.0,19.0,,18.0,18.0,15.0,,,16.0,14.0,14.0,23.0,19.0,18.0,19.0,23.0,18.0,16.0,15.0,
69,288,1117,V,st.-bonaventure,66.0,370,0.2127659574468085,2,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,289,1117,H,syracuse,79.0,-470,0.8245614035087719,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,292,1117,V,duke,63.0,-110,0.5238095238095238,2,L,4.0,3.0,5.0,10.0,6.0,8.0,4.0,4.0,3.0,3.0,7.0,3.0,3.0,6.0,5.0,5.0,6.0,3.0,5.0,6.0,5.0,2.0,7.0,6.0,5.0,7.0,9.0,5.0,4.0,7.0,5.0,5.0,6.0,4.0,7.0,3.0,7.0,3.0,3.0,5.0,3.0,12.0,5.0,4.0,4.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,8.0,6.0,5.0,8.0,6.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,
72,293,1117,H,kentucky,74.0,-110,0.5238095238095238,2,W,2.0,2.0,3.0,5.0,1.0,5.0,2.0,2.0,1.0,4.0,2.0,1.0,4.0,1.0,2.0,2.0,5.0,5.0,2.0,3.0,2.0,1.0,3.0,4.0,3.0,3.0,7.0,2.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,4.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,
73,294,1117,V,wichita-state,67.0,-200,0.6666666666666666,2,L,8.0,15.0,13.0,7.0,9.0,11.0,7.0,14.0,12.0,8.0,11.0,13.0,8.0,10.0,10.0,11.0,4.0,12.0,10.0,8.0,8.0,14.0,12.0,7.0,11.0,9.0,15.0,9.0,11.0,13.0,10.0,7.0,11.0,11.0,9.0,13.0,10.0,8.0,7.0,12.0,14.0,8.0,10.0,13.0,12.0,7.0,7.0,9.0,8.0,9.0,9.0,9.0,16.0,9.0,10.0,11.0,9.0,15.0,11.0,4.0,10.0,11.0,11.0,3.0,4.0,
74,295,1117,H,tulsa,77.0,175,0.36363636363636365,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,297,1117,H,louisiana-tech,80.0,-305,0.7530864197530864,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,301,1117,H,villanova,87.0,-4890,0.9799599198396793,2,W,9.0,9.0,8.0,13.0,8.0,14.0,12.0,8.0,6.0,9.0,9.0,9.0,14.0,9.0,11.0,8.0,9.0,10.0,13.0,12.0,10.0,9.0,14.0,9.0,10.0,11.0,10.0,12.0,10.0,8.0,11.0,11.0,9.0,9.0,8.0,8.0,11.0,6.0,8.0,10.0,10.0,9.0,11.0,12.0,9.0,10.0,11.0,10.0,16.0,10.0,11.0,10.0,13.0,10.0,9.0,9.0,12.0,11.0,10.0,10.0,9.0,8.0,10.0,21.0,22.0,
77,302,1117,V,georgetown,71.0,385,0.20618556701030927,2,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,303,1117,H,maryland,75.0,-475,0.8260869565217391,2,W,7.0,4.0,2.0,2.0,3.0,1.0,5.0,3.0,5.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,4.0,5.0,2.0,2.0,4.0,2.0,4.0,6.0,3.0,1.0,3.0,3.0,1.0,2.0,1.0,4.0,1.0,5.0,1.0,1.0,5.0,3.0,3.0,3.0,1.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,6.0,5.0,7.0,3.0,1.0,3.0,2.0,4.0,5.0,6.0,
79,304,1117,V,michigan-state,79.0,170,0.37037037037037035,2,W,13.0,13.0,10.0,19.0,15.0,15.0,11.0,9.0,7.0,15.0,14.0,11.0,13.0,11.0,13.0,10.0,12.0,8.0,11.0,16.0,15.0,13.0,20.0,18.0,13.0,14.0,16.0,13.0,14.0,15.0,13.0,13.0,10.0,14.0,14.0,11.0,14.0,15.0,12.0,9.0,9.0,17.0,13.0,10.0,13.0,12.0,9.0,11.0,18.0,13.0,12.0,11.0,10.0,14.0,14.0,13.0,17.0,13.0,12.0,15.0,13.0,17.0,12.0,17.0,16.0,
80,305,1117,H,kansas,73.0,-195,0.6610169491525424,2,L,3.0,5.0,6.0,1.0,5.0,3.0,3.0,5.0,4.0,5.0,4.0,6.0,5.0,2.0,4.0,4.0,2.0,4.0,9.0,5.0,3.0,4.0,9.0,3.0,2.0,4.0,1.0,4.0,5.0,4.0,4.0,1.0,7.0,5.0,4.0,6.0,4.0,4.0,6.0,2.0,4.0,5.0,4.0,1.0,6.0,6.0,3.0,5.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,7.0,4.0,6.0,3.0,7.0,9.0,
81,310,1117,V,stephen-f.-austin,60.0,140,0.4166666666666667,2,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,311,1117,H,northern-iowa,70.0,-160,0.6153846153846154,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,319,1117,H,wisconsin,78.0,-16500,0.9939759036144579,2,W,,21.0,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,20.0,,,,,,,,,,21.0,,,,,,,,,,,,,
84,323,1117,H,western-illinois,84.0,-330,0.7674418604651163,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,
85,324,1117,V,iona,73.0,265,0.273972602739726,2,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,325,1117,H,oregon-state,93.0,-325,0.7647058823529411,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,331,1118,H,providence,60.0,-310,0.7560975609756098,2,W,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,24.0,21.0,,,,,,,,,,,,,,,,,,21.0,,,,,,
88,340,1118,V,cincinnati,83.0,-1020,0.9107142857142857,2,W,,,,,,20.0,,21.0,,,,,,,25.0,25.0,,,,,,,,,,,17.0,18.0,,,,,,,,,,25.0,,25.0,,,,18.0,,25.0,19.0,,,25.0,24.0,,,18.0,,,19.0,24.0,,,22.0,,,,,
89,344,1118,V,akron,88.0,235,0.29850746268656714,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,349,1118,H,north-carolina,78.0,-7500,0.9868421052631579,2,W,1.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,8.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,5.0,3.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,
91,359,1118,H,northwestern,79.0,-1500,0.9375,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,363,1118,H,unlv,84.0,-1250,0.9259259259259259,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,365,1118,H,gonzaga,91.0,-10000,0.9900990099009901,2,W,12.0,10.0,14.0,9.0,10.0,9.0,8.0,7.0,10.0,11.0,10.0,10.0,10.0,12.0,9.0,12.0,11.0,11.0,8.0,9.0,12.0,12.0,11.0,10.0,9.0,10.0,14.0,7.0,8.0,9.0,9.0,9.0,5.0,10.0,10.0,12.0,9.0,10.0,10.0,8.0,12.0,4.0,9.0,7.0,14.0,14.0,12.0,12.0,7.0,11.0,10.0,13.0,9.0,13.0,12.0,7.0,11.0,8.0,9.0,12.0,11.0,10.0,9.0,10.0,8.0,
94,380,1119,V,uab,79.0,-290,0.7435897435897436,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,382,1119,V,oregon-state,77.0,-625,0.8620689655172413,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,384,1119,V,boise-state,76.0,690,0.12658227848101267,2,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,385,1119,H,arizona,88.0,-940,0.9038461538461539,2,W,10.0,11.0,12.0,12.0,11.0,10.0,14.0,13.0,9.0,12.0,12.0,12.0,12.0,13.0,12.0,13.0,10.0,6.0,12.0,13.0,11.0,7.0,8.0,19.0,12.0,15.0,6.0,11.0,12.0,11.0,12.0,8.0,12.0,12.0,13.0,10.0,13.0,13.0,15.0,13.0,7.0,16.0,12.0,11.0,10.0,15.0,14.0,13.0,11.0,12.0,13.0,12.0,8.0,22.0,11.0,12.0,10.0,16.0,13.0,11.0,12.0,16.0,13.0,13.0,12.0,
98,386,1119,V,iowa,89.0,-175,0.6363636363636364,2,W,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,387,1119,H,marquette,61.0,155,0.39215686274509803,2,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,389,1119,H,lsu,78.0,-3000,0.967741935483871,2,W,21.0,25.0,20.0,22.0,19.0,18.0,22.0,23.0,17.0,20.0,25.0,21.0,24.0,19.0,20.0,24.0,21.0,,18.0,20.0,23.0,24.0,17.0,,22.0,,19.0,25.0,16.0,,20.0,21.0,25.0,25.0,18.0,21.0,22.0,,18.0,22.0,22.0,,21.0,21.0,19.0,17.0,,24.0,,19.0,20.0,23.0,15.0,,,18.0,24.0,14.0,24.0,17.0,20.0,19.0,22.0,25.0,,
101,391,1119,H,colorado-state,83.0,-1690,0.9441340782122905,2,W,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,397,1119,H,ucla,81.0,-385,0.7938144329896907,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,400,1119,N,temple,75.0,-115,0.5348837209302325,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,402,1119,N,butler,93.0,-3365,0.9711399711399712,2,W,20.0,24.0,17.0,14.0,23.0,21.0,,25.0,21.0,16.0,21.0,24.0,25.0,,23.0,20.0,,,17.0,17.0,19.0,20.0,25.0,20.0,23.0,23.0,24.0,,20.0,23.0,23.0,20.0,21.0,22.0,19.0,18.0,,17.0,19.0,21.0,20.0,18.0,24.0,17.0,20.0,18.0,22.0,25.0,24.0,24.0,22.0,25.0,,,22.0,22.0,25.0,,22.0,25.0,21.0,20.0,24.0,14.0,13.0,
105,407,1119,N,texas-tech,63.0,390,0.20408163265306123,2,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,410,1119,N,oklahoma-state,69.0,-455,0.8198198198198198,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,
107,413,1119,N,seton-hall,77.0,-195,0.6610169491525424,2,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,414,1119,N,virginia,82.0,-7000,0.9859154929577465,2,W,5.0,7.0,4.0,3.0,4.0,4.0,10.0,6.0,8.0,6.0,5.0,5.0,6.0,5.0,6.0,6.0,3.0,7.0,4.0,4.0,6.0,6.0,4.0,5.0,6.0,5.0,5.0,3.0,7.0,5.0,6.0,6.0,4.0,6.0,5.0,5.0,6.0,9.0,4.0,6.0,8.0,2.0,6.0,8.0,5.0,4.0,5.0,4.0,6.0,5.0,5.0,5.0,7.0,5.0,5.0,4.0,2.0,1.0,6.0,8.0,6.0,5.0,6.0,9.0,5.0,
109,423,1120,H,kentucky,78.0,-12500,0.9920634920634921,2,W,2.0,2.0,3.0,5.0,1.0,5.0,2.0,2.0,1.0,4.0,2.0,1.0,4.0,1.0,2.0,2.0,5.0,5.0,2.0,3.0,2.0,1.0,3.0,4.0,3.0,3.0,7.0,2.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,4.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,
110,425,1120,H,pittsburgh,95.0,-2500,0.9615384615384616,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,429,1120,H,northwestern,83.0,-250,0.7142857142857143,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,434,1120,V,xavier,86.0,185,0.3508771929824561,2,W,,,,25.0,,,,,20.0,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,435,1120,H,michigan,70.0,-225,0.6923076923076923,2,L,,,25.0,,25.0,22.0,,,,19.0,,19.0,,,24.0,22.0,17.0,22.0,21.0,24.0,20.0,22.0,24.0,,24.0,,,,24.0,25.0,24.0,17.0,,21.0,24.0,23.0,,,25.0,24.0,25.0,,25.0,20.0,24.0,24.0,,,14.0,,,20.0,19.0,24.0,25.0,,,22.0,21.0,,,24.0,23.0,,,
114,437,1120,H,colorado,85.0,-1100,0.9166666666666666,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,439,1120,H,california,70.0,-4000,0.975609756097561,2,W,14.0,12.0,15.0,18.0,14.0,12.0,15.0,24.0,15.0,13.0,15.0,14.0,16.0,15.0,14.0,17.0,14.0,16.0,15.0,11.0,13.0,15.0,13.0,15.0,14.0,13.0,11.0,14.0,15.0,14.0,14.0,14.0,14.0,13.0,12.0,15.0,12.0,18.0,13.0,14.0,23.0,13.0,14.0,9.0,11.0,11.0,16.0,14.0,21.0,14.0,15.0,14.0,14.0,11.0,15.0,15.0,13.0,9.0,15.0,14.0,15.0,12.0,14.0,18.0,14.0,
116,442,1120,N,temple,69.0,300,0.25,2,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,443,1120,N,butler,74.0,-380,0.7916666666666666,2,W,20.0,24.0,17.0,14.0,23.0,21.0,,25.0,21.0,16.0,21.0,24.0,25.0,,23.0,20.0,,,17.0,17.0,19.0,20.0,25.0,20.0,23.0,23.0,24.0,,20.0,23.0,23.0,20.0,21.0,22.0,19.0,18.0,,17.0,19.0,21.0,20.0,18.0,24.0,17.0,20.0,18.0,22.0,25.0,24.0,24.0,22.0,25.0,,,22.0,22.0,25.0,,22.0,25.0,21.0,20.0,24.0,14.0,13.0,
118,445,1120,N,texas-tech,74.0,-175,0.6363636363636364,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,449,1120,N,oklahoma-state,68.0,-515,0.8373983739837398,2,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,
120,452,1120,N,seton-hall,67.0,-820,0.8913043478260869,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,455,1120,N,virginia,87.0,-2245,0.9573560767590619,2,W,5.0,7.0,4.0,3.0,4.0,4.0,10.0,6.0,8.0,6.0,5.0,5.0,6.0,5.0,6.0,6.0,3.0,7.0,4.0,4.0,6.0,6.0,4.0,5.0,6.0,5.0,5.0,3.0,7.0,5.0,6.0,6.0,4.0,6.0,5.0,5.0,6.0,9.0,4.0,6.0,8.0,2.0,6.0,8.0,5.0,4.0,5.0,4.0,6.0,5.0,5.0,5.0,7.0,5.0,5.0,4.0,2.0,1.0,6.0,8.0,6.0,5.0,6.0,9.0,5.0,
122,457,1120,N,tulsa,90.0,-930,0.9029126213592233,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,459,1120,N,florida-state,77.0,-390,0.7959183673469388,2,L,,,,,,,,,,,,,,,,,22.0,23.0,,,25.0,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,461,1120,N,south-carolina,76.0,-295,0.7468354430379747,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,468,1120,N,wisconsin,61.0,-125,0.5555555555555556,2,L,,21.0,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,20.0,,,,,,,,,,21.0,,,,,,,,,,,,,
126,469,1120,N,georgetown,71.0,105,0.4878048780487805,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,471,1120,N,duke,79.0,-580,0.8529411764705882,2,W,4.0,3.0,5.0,10.0,6.0,8.0,4.0,4.0,3.0,3.0,7.0,3.0,3.0,6.0,5.0,5.0,6.0,3.0,5.0,6.0,5.0,2.0,7.0,6.0,5.0,7.0,9.0,5.0,4.0,7.0,5.0,5.0,6.0,4.0,7.0,3.0,7.0,3.0,3.0,5.0,3.0,12.0,5.0,4.0,4.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,8.0,6.0,5.0,8.0,6.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,
128,473,1120,N,northeastern,60.0,-750,0.8823529411764706,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,479,1120,H,maryland,65.0,-3750,0.974025974025974,2,W,7.0,4.0,2.0,2.0,3.0,1.0,5.0,3.0,5.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,4.0,5.0,2.0,2.0,4.0,2.0,4.0,6.0,3.0,1.0,3.0,3.0,1.0,2.0,1.0,4.0,1.0,5.0,1.0,1.0,5.0,3.0,3.0,3.0,1.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,6.0,5.0,7.0,3.0,1.0,3.0,2.0,4.0,5.0,6.0,
130,481,1120,H,iona,92.0,-550,0.8461538461538461,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,483,1120,H,villanova,86.0,-9000,0.989010989010989,2,W,9.0,9.0,8.0,13.0,8.0,14.0,12.0,8.0,6.0,9.0,9.0,9.0,14.0,9.0,11.0,8.0,9.0,10.0,13.0,12.0,10.0,9.0,14.0,9.0,10.0,11.0,10.0,12.0,10.0,8.0,11.0,11.0,9.0,9.0,8.0,8.0,11.0,6.0,8.0,10.0,10.0,9.0,11.0,12.0,9.0,10.0,11.0,10.0,16.0,10.0,11.0,10.0,13.0,10.0,9.0,9.0,12.0,11.0,10.0,10.0,9.0,8.0,10.0,21.0,22.0,
132,493,1121,H,syracuse,66.0,-1800,0.9473684210526315,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,495,1121,H,dayton,69.0,-525,0.84,2,W,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,25.0,,,,,,23.0,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,
134,496,1121,V,north-carolina,67.0,-290,0.7435897435897436,2,L,1.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,8.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,5.0,3.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,
135,497,1121,H,northern-iowa,71.0,245,0.2898550724637681,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,501,1121,H,davidson,82.0,-1600,0.9411764705882353,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,502,1121,V,oregon-state,71.0,102,0.49504950495049505,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,509,1121,H,rhode-island,73.0,-1100,0.9166666666666666,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,511,1121,H,providence,94.0,-1550,0.9393939393939394,2,W,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,24.0,21.0,,,,,,,,,,,,,,,,,,21.0,,,,,,
140,513,1121,H,usc,90.0,-310,0.7560975609756098,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,515,1121,H,utep,77.0,-420,0.8076923076923077,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,523,1121,H,san-diego-state,43.0,-2150,0.9555555555555556,2,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,524,1121,N,old-dominion,39.0,340,0.22727272727272727,2,L,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,525,1121,N,purdue,61.0,-425,0.8095238095238095,2,W,23.0,23.0,19.0,17.0,22.0,,24.0,12.0,24.0,22.0,24.0,25.0,20.0,23.0,22.0,21.0,15.0,13.0,20.0,25.0,24.0,16.0,18.0,16.0,21.0,25.0,18.0,24.0,23.0,19.0,22.0,19.0,22.0,20.0,,22.0,,23.0,,17.0,18.0,24.0,23.0,,22.0,21.0,21.0,20.0,15.0,23.0,23.0,24.0,23.0,25.0,18.0,19.0,23.0,,23.0,24.0,23.0,,21.0,20.0,21.0,
145,527,1121,N,florida,74.0,-235,0.7014925373134329,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,528,1121,N,northeastern,79.0,-315,0.7590361445783133,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,535,1121,N,florida-state,83.0,-500,0.8333333333333334,2,W,,,,,,,,,,,,,,,,,22.0,23.0,,,25.0,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,553,1121,H,connecticut,83.0,-2500,0.9615384615384616,2,W,19.0,20.0,18.0,24.0,17.0,13.0,,15.0,22.0,21.0,22.0,,21.0,25.0,19.0,23.0,16.0,17.0,16.0,15.0,22.0,18.0,22.0,13.0,19.0,18.0,22.0,23.0,22.0,17.0,19.0,22.0,,18.0,20.0,19.0,18.0,21.0,21.0,,21.0,20.0,19.0,15.0,23.0,23.0,25.0,21.0,20.0,22.0,25.0,21.0,18.0,19.0,19.0,23.0,,18.0,18.0,22.0,25.0,15.0,20.0,19.0,19.0,
149,564,1121,V,monmouth,82.0,-190,0.6551724137931034,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,576,1121,V,western-illinois,83.0,-225,0.6923076923076923,2,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,
151,584,1122,V,akron,56.0,1120,0.08196721311475409,2,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,585,1122,H,villanova,75.0,-1670,0.943502824858757,2,W,9.0,9.0,8.0,13.0,8.0,14.0,12.0,8.0,6.0,9.0,9.0,9.0,14.0,9.0,11.0,8.0,9.0,10.0,13.0,12.0,10.0,9.0,14.0,9.0,10.0,11.0,10.0,12.0,10.0,8.0,11.0,11.0,9.0,9.0,8.0,8.0,11.0,6.0,8.0,10.0,10.0,9.0,11.0,12.0,9.0,10.0,11.0,10.0,16.0,10.0,11.0,10.0,13.0,10.0,9.0,9.0,12.0,11.0,10.0,10.0,9.0,8.0,10.0,21.0,22.0,
