,index,Date,VH,Team,Final,ML,Probability,Week,Result,elton-alexander,tyson-alger,mike-barber,mark-berman,john-bohnenkamp,dave-borges,zac-boyer,rick-bozich,aaron-brenner,kevin-brockway,jp-butler,jason-butt,christian-caple,nick-carboni,jerry-carino,ray-coleman,graham-couch,richard-croome,chris-dachille,seth-davis,doug-doughty,jay-drew,jeff-faraudo,john-feinstein,marcus-fuller,chris-goff,cormac-gordon,geoff-grammer,tom-green,doug-haller,kelly-hines,bob-holt,cecil-hurt,marcus-jackson,joe-juliano,michelle-kaufman,laura-keeley,kevin-lyttle,fletcher-mackel,scott-mansch,matt-mccoy,chuck-mcgill,john-mcnamara,kevin-mcnamara,chris-murray,dana-oneil,zach-osterman,tod-palmer,soren-petro,bj-rains,ryan-recker,pat-rooney,randy-rosetta,jon-rothstein,shannon-ryan,adam-sparks,bret-strelow,bob-sutton,terry-toohey,matt-vautour,matt-velazquez,dick-vitale,john-werner,jon-wilner,scott-wolf,scott-richey
2118,7652,311,N,california,78.0,125,0.4444444444444444,18,L,,23.0,23.0,20.0,24.0,23.0,,18.0,,23.0,23.0,25.0,24.0,20.0,24.0,,,24.0,,24.0,22.0,24.0,24.0,,,24.0,24.0,19.0,24.0,16.0,23.0,23.0,25.0,,24.0,24.0,23.0,15.0,,,22.0,19.0,,16.0,22.0,23.0,19.0,17.0,,24.0,24.0,23.0,,15.0,,,23.0,,25.0,21.0,24.0,25.0,22.0,25.0,20.0,24.0
2119,7655,311,N,san-diego-state,67.0,-370,0.7872340425531915,18,W,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2120,7656,311,N,colorado-state,56.0,270,0.2702702702702703,18,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2121,7671,311,N,stephen-f.-austin,104.0,-9900,0.99,18,W,,,,,,,23.0,,25.0,,,,,,,,,,24.0,,,,,24.0,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2122,7682,312,N,michigan,59.0,250,0.2857142857142857,18,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2123,7683,312,N,purdue,76.0,-300,0.75,18,W,13.0,13.0,11.0,13.0,13.0,10.0,12.0,13.0,13.0,13.0,13.0,13.0,15.0,17.0,12.0,14.0,14.0,13.0,10.0,19.0,14.0,15.0,15.0,13.0,13.0,17.0,15.0,12.0,13.0,13.0,13.0,13.0,13.0,,13.0,16.0,14.0,17.0,12.0,11.0,15.0,13.0,13.0,21.0,14.0,12.0,11.0,16.0,9.0,13.0,13.0,12.0,16.0,19.0,13.0,14.0,15.0,21.0,13.0,12.0,13.0,15.0,13.0,14.0,15.0,11.0
2124,7684,312,N,maryland,61.0,210,0.3225806451612903,18,L,16.0,17.0,21.0,24.0,19.0,16.0,20.0,16.0,15.0,17.0,16.0,18.0,20.0,16.0,20.0,16.0,23.0,18.0,23.0,21.0,16.0,17.0,16.0,20.0,15.0,20.0,19.0,24.0,15.0,18.0,18.0,16.0,14.0,,15.0,12.0,21.0,19.0,16.0,14.0,16.0,,17.0,23.0,15.0,18.0,22.0,23.0,17.0,15.0,19.0,15.0,13.0,17.0,15.0,12.0,17.0,15.0,15.0,24.0,21.0,14.0,15.0,10.0,19.0,16.0
2125,7685,312,N,michigan-state,64.0,-250,0.7142857142857143,18,W,2.0,2.0,7.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,3.0,3.0,2.0,2.0,2.0,2.0,8.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,6.0,2.0
2126,7686,312,N,lsu,38.0,330,0.23255813953488372,18,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2127,7689,312,N,kentucky,93.0,-700,0.875,18,W,18.0,18.0,15.0,21.0,15.0,17.0,17.0,12.0,16.0,18.0,18.0,17.0,19.0,12.0,19.0,20.0,8.0,20.0,16.0,16.0,18.0,21.0,14.0,16.0,18.0,21.0,16.0,13.0,20.0,17.0,19.0,17.0,11.0,,19.0,17.0,15.0,14.0,20.0,17.0,13.0,15.0,20.0,17.0,16.0,15.0,15.0,13.0,11.0,18.0,21.0,16.0,11.0,14.0,21.0,17.0,13.0,10.0,17.0,20.0,17.0,11.0,20.0,24.0,24.0,18.0
2128,7691,312,N,dayton,79.0,-165,0.6226415094339622,18,L,,,24.0,25.0,,25.0,,,,21.0,,24.0,,,25.0,,,,19.0,,23.0,,22.0,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,19.0,,,,,,,,,,,,,
2129,7692,312,N,davidson,54.0,330,0.23255813953488372,18,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2130,7698,312,N,old-dominion,53.0,-160,0.6153846153846154,18,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2131,7700,312,N,connecticut,77.0,-180,0.6428571428571429,18,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2132,7701,312,N,temple,62.0,160,0.38461538461538464,18,L,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,
2133,7704,312,N,seton-hall,69.0,230,0.30303030303030304,18,W,22.0,,25.0,,,21.0,,22.0,,24.0,,,,,,,,,,,,,,23.0,,,25.0,,,,,,,,,25.0,,,,25.0,,,,24.0,,,,,,,,,,,24.0,,,,,,25.0,,25.0,,,
2134,7705,312,N,villanova,67.0,-270,0.7297297297297297,18,L,3.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,6.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,,3.0,2.0,4.0,4.0,6.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0
2135,7707,312,N,san-diego-state,63.0,-210,0.6774193548387096,18,L,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2136,7708,312,N,west-virginia,71.0,200,0.3333333333333333,18,L,9.0,9.0,8.0,8.0,10.0,11.0,10.0,5.0,10.0,9.0,8.0,11.0,6.0,10.0,9.0,9.0,11.0,10.0,12.0,8.0,9.0,9.0,9.0,10.0,10.0,7.0,9.0,9.0,10.0,9.0,9.0,7.0,7.0,,9.0,8.0,8.0,10.0,10.0,12.0,9.0,7.0,9.0,8.0,9.0,9.0,5.0,9.0,8.0,8.0,8.0,8.0,6.0,10.0,8.0,15.0,9.0,8.0,9.0,8.0,8.0,10.0,9.0,8.0,8.0,10.0
2137,7709,312,N,kansas,81.0,-240,0.7058823529411765,18,W,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2138,7711,312,N,akron,61.0,-240,0.7058823529411765,18,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,
2139,7712,312,N,virginia,57.0,135,0.425531914893617,18,L,4.0,6.0,2.0,4.0,6.0,6.0,4.0,3.0,5.0,4.0,4.0,5.0,5.0,6.0,4.0,4.0,6.0,4.0,4.0,3.0,4.0,5.0,7.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,5.0,3.0,,5.0,5.0,2.0,3.0,3.0,6.0,4.0,4.0,4.0,4.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,8.0,4.0,4.0,4.0,2.0,5.0,5.0,4.0,4.0,2.0,4.0,2.0,4.0,5.0
2140,7713,312,N,north-carolina,61.0,-155,0.6078431372549019,18,W,7.0,8.0,6.0,6.0,7.0,7.0,6.0,6.0,3.0,5.0,7.0,9.0,8.0,7.0,7.0,7.0,7.0,7.0,9.0,6.0,5.0,7.0,3.0,7.0,6.0,11.0,8.0,6.0,7.0,7.0,7.0,8.0,8.0,,7.0,7.0,7.0,8.0,7.0,7.0,5.0,6.0,7.0,5.0,7.0,8.0,6.0,7.0,4.0,7.0,7.0,6.0,4.0,5.0,7.0,7.0,6.0,6.0,7.0,9.0,7.0,7.0,7.0,7.0,10.0,6.0
2141,7715,312,N,oregon,88.0,-130,0.5652173913043478,18,W,8.0,7.0,9.0,9.0,8.0,9.0,9.0,8.0,7.0,8.0,9.0,3.0,9.0,8.0,8.0,8.0,15.0,8.0,7.0,10.0,10.0,8.0,10.0,8.0,9.0,9.0,6.0,8.0,8.0,8.0,8.0,9.0,10.0,,8.0,9.0,9.0,6.0,9.0,8.0,8.0,9.0,8.0,7.0,8.0,6.0,7.0,8.0,15.0,9.0,9.0,10.0,14.0,9.0,10.0,9.0,8.0,9.0,8.0,7.0,9.0,8.0,8.0,18.0,7.0,8.0
2142,7721,312,H,stony-brook,80.0,-270,0.7297297297297297,18,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2143,7727,312,N,stephen-f.-austin,82.0,-800,0.8888888888888888,18,W,,,,,,,23.0,,25.0,,,,,,,,,,24.0,,,,,24.0,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2144,7732,313,N,kentucky,82.0,-180,0.6428571428571429,18,W,18.0,18.0,15.0,21.0,15.0,17.0,17.0,12.0,16.0,18.0,18.0,17.0,19.0,12.0,19.0,20.0,8.0,20.0,16.0,16.0,18.0,21.0,14.0,16.0,18.0,21.0,16.0,13.0,20.0,17.0,19.0,17.0,11.0,,19.0,17.0,15.0,14.0,20.0,17.0,13.0,15.0,20.0,17.0,16.0,15.0,15.0,13.0,11.0,18.0,21.0,16.0,11.0,14.0,21.0,17.0,13.0,10.0,17.0,20.0,17.0,11.0,20.0,24.0,24.0,18.0
2145,7737,313,N,connecticut,72.0,-220,0.6875,18,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2146,7738,313,N,purdue,62.0,220,0.3125,18,L,13.0,13.0,11.0,13.0,13.0,10.0,12.0,13.0,13.0,13.0,13.0,13.0,15.0,17.0,12.0,14.0,14.0,13.0,10.0,19.0,14.0,15.0,15.0,13.0,13.0,17.0,15.0,12.0,13.0,13.0,13.0,13.0,13.0,,13.0,16.0,14.0,17.0,12.0,11.0,15.0,13.0,13.0,21.0,14.0,12.0,11.0,16.0,9.0,13.0,13.0,12.0,16.0,19.0,13.0,14.0,15.0,21.0,13.0,12.0,13.0,15.0,13.0,14.0,15.0,11.0
2147,7739,313,N,michigan-state,66.0,-260,0.7222222222222222,18,W,2.0,2.0,7.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,3.0,3.0,2.0,2.0,2.0,2.0,8.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,6.0,2.0
2148,7743,314,N,grand-canyon,78.0,-1400,0.9333333333333333,19,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2149,7746,315,N,vanderbilt,50.0,150,0.4,19,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2150,7747,315,N,wichita-state,70.0,-170,0.6296296296296297,19,W,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,24.0,,,,,,,,,,,,,
2151,7748,315,V,akron,63.0,175,0.36363636363636365,19,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,
2152,7750,315,V,davidson,74.0,400,0.2,19,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2153,7751,315,H,florida-state,84.0,-500,0.8333333333333334,19,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2154,7753,315,H,south-carolina,88.0,-7000,0.9859154929577465,19,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2155,7758,315,V,florida,97.0,-350,0.7777777777777778,19,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2156,7761,315,H,valparaiso,84.0,-1800,0.9473684210526315,19,W,24.0,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2157,7763,315,H,san-diego-state,79.0,-550,0.8461538461538461,19,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2158,7776,316,N,tulsa,62.0,115,0.46511627906976744,19,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2159,7777,316,N,michigan,67.0,-135,0.574468085106383,19,W,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2160,7781,316,H,st.-bonaventure,75.0,-500,0.8333333333333334,19,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2161,7783,316,H,monmouth,90.0,-420,0.8076923076923077,19,W,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,
2162,7790,316,V,uab,79.0,425,0.19047619047619047,19,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2163,7791,316,H,byu,97.0,-550,0.8461538461538461,19,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2164,7817,316,H,central-michigan,73.0,-500,0.8333333333333334,19,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2165,7824,317,N,wichita-state,65.0,-110,0.5238095238095238,19,W,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,24.0,,,,,,,,,,,,,
2166,7825,317,N,arizona,55.0,-110,0.5238095238095238,19,L,15.0,16.0,17.0,18.0,18.0,16.0,17.0,20.0,18.0,14.0,16.0,16.0,15.0,19.0,15.0,15.0,19.0,16.0,18.0,16.0,14.0,17.0,19.0,23.0,16.0,18.0,12.0,15.0,16.0,18.0,15.0,20.0,20.0,,16.0,17.0,17.0,17.0,16.0,10.0,15.0,22.0,16.0,17.0,18.0,21.0,21.0,16.0,13.0,17.0,18.0,18.0,17.0,22.0,21.0,20.0,15.0,21.0,22.0,19.0,18.0,17.0,17.0,23.0,19.0,18.0
2167,7826,317,N,yale,79.0,210,0.3225806451612903,19,W,,,,,,25.0,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2168,7827,317,N,baylor,75.0,-250,0.7142857142857143,19,L,,20.0,22.0,15.0,20.0,,,22.0,20.0,20.0,19.0,19.0,19.0,20.0,20.0,17.0,20.0,19.0,19.0,21.0,,21.0,,,20.0,13.0,17.0,19.0,20.0,22.0,20.0,22.0,24.0,,20.0,23.0,16.0,18.0,,,24.0,,18.0,20.0,24.0,24.0,15.0,22.0,,22.0,15.0,20.0,,20.0,16.0,18.0,16.0,22.0,18.0,22.0,19.0,19.0,21.0,20.0,15.0,20.0
2169,7829,317,N,duke,93.0,-550,0.8461538461538461,19,W,20.0,21.0,19.0,20.0,19.0,20.0,15.0,21.0,16.0,22.0,21.0,23.0,20.0,23.0,22.0,20.0,12.0,20.0,,20.0,19.0,20.0,25.0,16.0,19.0,22.0,20.0,20.0,19.0,16.0,22.0,19.0,19.0,,21.0,24.0,22.0,21.0,18.0,23.0,22.0,18.0,21.0,19.0,22.0,20.0,18.0,23.0,14.0,21.0,20.0,24.0,,18.0,24.0,19.0,21.0,20.0,20.0,17.0,17.0,20.0,19.0,22.0,21.0,16.0
2170,7831,317,N,north-carolina,83.0,-13500,0.9926470588235294,19,W,4.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0
2171,7832,317,N,providence,70.0,-140,0.5833333333333334,19,W,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,
2172,7833,317,N,usc,69.0,120,0.45454545454545453,19,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2173,7835,317,N,virginia,81.0,-13500,0.9926470588235294,19,W,5.0,6.0,3.0,5.0,4.0,6.0,4.0,5.0,6.0,5.0,5.0,5.0,4.0,4.0,4.0,9.0,4.0,5.0,5.0,4.0,4.0,6.0,4.0,4.0,5.0,5.0,3.0,4.0,3.0,3.0,4.0,5.0,5.0,,5.0,5.0,4.0,5.0,5.0,7.0,4.0,4.0,6.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,7.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0
2174,7836,317,N,butler,71.0,-165,0.6226415094339622,19,W,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2175,7837,317,N,texas-tech,61.0,145,0.40816326530612246,19,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2176,7839,317,N,kansas,105.0,-16500,0.9939759036144579,19,W,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2177,7840,317,N,connecticut,74.0,-170,0.6296296296296297,19,W,25.0,,,,,21.0,23.0,23.0,,,,24.0,,24.0,,,,,,,,24.0,22.0,,,,,,,,24.0,,,,,,,,,,25.0,24.0,,,,25.0,,,21.0,,,,,,,,,25.0,,,,,,,,
2178,7841,317,N,colorado,67.0,150,0.4,19,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2179,7844,317,N,stony-brook,57.0,800,0.1111111111111111,19,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2180,7845,317,N,kentucky,85.0,-1400,0.9333333333333333,19,W,18.0,17.0,15.0,14.0,9.0,11.0,12.0,11.0,11.0,10.0,15.0,7.0,14.0,10.0,16.0,11.0,7.0,13.0,9.0,10.0,7.0,15.0,9.0,13.0,12.0,17.0,13.0,12.0,12.0,12.0,11.0,11.0,9.0,,10.0,16.0,10.0,13.0,12.0,13.0,10.0,11.0,10.0,12.0,14.0,8.0,14.0,11.0,6.0,13.0,17.0,12.0,9.0,12.0,15.0,9.0,11.0,9.0,13.0,11.0,12.0,10.0,10.0,15.0,18.0,11.0
2181,7847,317,N,purdue,83.0,-400,0.8,19,L,13.0,13.0,11.0,13.0,12.0,9.0,8.0,12.0,12.0,11.0,13.0,12.0,12.0,13.0,10.0,14.0,11.0,12.0,11.0,17.0,10.0,12.0,16.0,12.0,14.0,16.0,11.0,10.0,13.0,13.0,13.0,13.0,15.0,,11.0,15.0,12.0,16.0,10.0,9.0,14.0,14.0,14.0,14.0,13.0,11.0,10.0,15.0,10.0,11.0,13.0,11.0,15.0,21.0,11.0,15.0,14.0,12.0,11.0,12.0,13.0,14.0,13.0,10.0,17.0,9.0
2182,7848,317,N,iona,81.0,250,0.2857142857142857,19,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2183,7849,317,N,iowa-state,94.0,-300,0.75,19,W,21.0,23.0,25.0,17.0,21.0,,,25.0,22.0,23.0,23.0,21.0,21.0,21.0,21.0,21.0,13.0,21.0,21.0,24.0,25.0,19.0,,17.0,21.0,14.0,21.0,21.0,22.0,19.0,21.0,21.0,21.0,,19.0,22.0,21.0,19.0,,20.0,20.0,20.0,22.0,22.0,20.0,22.0,25.0,20.0,25.0,20.0,14.0,19.0,,19.0,25.0,22.0,22.0,18.0,23.0,21.0,20.0,21.0,22.0,18.0,13.0,23.0
2184,7852,317,N,gonzaga,68.0,-135,0.574468085106383,19,W,,,,,,,,,,,,,,,,,,25.0,25.0,,24.0,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,25.0,,,,,25.0,,,,
2185,7853,317,N,seton-hall,52.0,115,0.46511627906976744,19,L,22.0,22.0,20.0,22.0,10.0,19.0,19.0,19.0,17.0,15.0,24.0,20.0,,22.0,19.0,,21.0,23.0,20.0,18.0,22.0,23.0,14.0,14.0,22.0,24.0,19.0,,,21.0,19.0,18.0,18.0,,23.0,19.0,20.0,23.0,20.0,19.0,16.0,16.0,19.0,16.0,19.0,18.0,16.0,18.0,20.0,,25.0,,18.0,23.0,18.0,17.0,18.0,23.0,19.0,18.0,21.0,,24.0,16.0,,21.0
2186,7854,317,V,florida-state,69.0,175,0.36363636363636365,19,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2187,7855,317,H,valparaiso,81.0,-200,0.6666666666666666,19,W,24.0,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2188,7857,317,H,grand-canyon,64.0,-700,0.875,19,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2189,7859,318,N,villanova,86.0,-4000,0.975609756097561,19,W,3.0,5.0,6.0,8.0,7.0,4.0,5.0,8.0,7.0,6.0,8.0,8.0,6.0,7.0,6.0,4.0,5.0,6.0,6.0,6.0,9.0,4.0,6.0,5.0,6.0,7.0,7.0,6.0,7.0,7.0,8.0,6.0,7.0,,6.0,7.0,8.0,7.0,6.0,3.0,6.0,9.0,5.0,6.0,6.0,7.0,7.0,6.0,8.0,6.0,8.0,4.0,4.0,6.0,8.0,7.0,8.0,4.0,5.0,6.0,7.0,6.0,3.0,7.0,8.0,7.0
2190,7860,318,N,temple,70.0,305,0.24691358024691357,19,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2191,7861,318,N,iowa,72.0,-382,0.7925311203319502,19,W,19.0,,,,,,21.0,,,25.0,,,24.0,,,22.0,,,,,,,,22.0,,,,,23.0,,,25.0,22.0,,,25.0,,,19.0,25.0,,21.0,23.0,,25.0,,,25.0,24.0,19.0,,,22.0,,,23.0,,24.0,21.0,,,23.0,20.0,,,
2192,7862,318,N,stephen-f.-austin,70.0,245,0.2898550724637681,19,W,,,,,,,,,24.0,,,,,,,,,,22.0,,,,,24.0,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2193,7863,318,N,west-virginia,56.0,-305,0.7530864197530864,19,L,9.0,8.0,8.0,6.0,6.0,10.0,7.0,6.0,8.0,8.0,6.0,9.0,8.0,9.0,7.0,6.0,10.0,7.0,7.0,8.0,6.0,8.0,10.0,7.0,9.0,8.0,8.0,8.0,6.0,9.0,7.0,7.0,8.0,,9.0,9.0,6.0,8.0,7.0,12.0,8.0,6.0,9.0,7.0,9.0,6.0,6.0,8.0,7.0,7.0,7.0,7.0,5.0,10.0,5.0,10.0,7.0,6.0,7.0,7.0,8.0,8.0,7.0,5.0,7.0,13.0
2194,7864,318,N,michigan,63.0,135,0.425531914893617,19,L,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2195,7865,318,N,notre-dame,70.0,-155,0.6078431372549019,19,W,,24.0,,,,,,,23.0,21.0,22.0,,,,,,,,,19.0,21.0,,,,,21.0,,,,24.0,,,,,,,,,,,21.0,23.0,,,23.0,,23.0,,,,24.0,23.0,,24.0,,,,,,,25.0,,,,20.0,
2196,7867,318,N,oklahoma,82.0,-1600,0.9411764705882353,19,W,7.0,7.0,7.0,7.0,8.0,8.0,9.0,7.0,4.0,9.0,7.0,6.0,9.0,6.0,8.0,7.0,9.0,8.0,10.0,9.0,5.0,9.0,7.0,8.0,8.0,6.0,5.0,7.0,8.0,6.0,6.0,8.0,6.0,,7.0,6.0,7.0,6.0,9.0,6.0,9.0,8.0,8.0,8.0,7.0,13.0,9.0,9.0,5.0,8.0,6.0,8.0,6.0,7.0,6.0,8.0,6.0,7.0,8.0,8.0,6.0,7.0,8.0,6.0,6.0,6.0
